study_arm,TrialID,url,Scientific_title,Conditions,Date_enrollment_format,control_arm,randomisation,blinding,subject_blind,caregiver_blind,investigator_blind,outcome_blind,analyst_blind,prospective,Source_registry,phase_clean,region_Africa,region_N_America,region_L_America,region_Asia,region_Europe,region_Oceania,multicentre,primary_purpose,sponsor_type,sample_size,vaccine,conventional,traditional,Bridging_flag,Study_design,Day_inferred,Date_registration_format,Phase,Public_title,Countries,Primary_sponsor,Interventions
main,EUCTR2018-001803-35-PL,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-001803-35,"A Phase 3, Interventional, Randomized, Multicenter, Open-Label Study of DCC-2618 vs Sunitinib in Patients with Advanced Gastrointestinal Stromal                Tumors after Treatment with Imatinib - Intrigue","Patients with Advanced Gastrointestinal Stromal Tumors <br>                MedDRA version: 20.0                Level: PT                Classification code 10051066                Term: Gastrointestinal stromal tumour                System Organ Class: 10029104 - Neoplasms benign, malignant and unspecified (incl cysts and polyps)            ;Therapeutic area: Diseases [C] - Cancer [C04]",2019-04-03,Yes,Yes,No,No,No,No,No,No,Yes,EUCTR,Phase 3,No,Yes,Yes,Yes,Yes,Yes,Yes,Treatment,industry,358,NA,NA,NA,EUCTR2018-001803-35-CZ,"<br>                Controlled: yes<br>                Randomised: yes<br>                Open: yes<br>                Single blind: no<br>                Double blind: no<br>                Parallel group: no<br>                Cross over: no<br>                Other: no<br>                If controlled, specify comparator, Other Medicinial Product: yes<br>                Placebo: no<br>                Other: no<br>                Number of treatment arms in the trial: 2<br>",FALSE,2019-03-07,Human pharmacology (Phase I): no                Therapeutic exploratory (Phase II): no                Therapeutic confirmatory - (Phase III): yes                Therapeutic use (Phase IV): no,A Phase 3 Study to compare how effective and safe DCC-2618 is versus sunitinib against GIST in patients who have been treated previously with imatinib,"United States;Taiwan;Spain;Korea, Democratic People's Republic of;Israel;Chile;Italy;Switzerland;United Kingdom;France;Hungary;Czech Republic;Canada;Argentina;Poland;Belgium;Singapore;Australia;Norway;Netherlands;Germany;Sweden","Deciphera Pharmaceuticals, LLC","<br>                Product Name: DCC-2618<br>                Pharmaceutical Form: Tablet<br>                INN or Proposed INN: DCC-2618<br>                CAS Number: 1442472-39-0<br>                Current Sponsor code: DCC-2618<br>                Concentration unit: mg milligram(s)<br>                Concentration type: equal<br>                Concentration number: 50-<br><br>                Trade Name: Sutent<br>                Pharmaceutical Form: Capsule, hard<br>                INN or Proposed INN: NA<br>                CAS Number: 341031-54-7<br>                Current Sponsor code: NA<br>                Other descriptive name: SUNITINIB MALATE<br>                Concentration unit: mg milligram(s)<br>                Concentration type: equal<br>                Concentration number: 50-<br><br>"
main,EUCTR2018-002800-16-SK,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-002800-16,"A PHASE 2A, 2-PART, OPEN-LABEL, NON-RANDOMIZED, MULTICENTER, SINGLE AND MULTIPLE DOSE TRIAL TO EVALUATE PHARMACOKINETICS, SAFETY AND TOLERABILITY OF CEFTAZIDIME AND AVIBACTAM IN NEONATES AND INFANTS FROM BIRTH TO LESS THAN 3 MONTHS OF AGE WITH SUSPECTED OR CONFIRMED INFECTIONS DUE TO GRAM-NEGATIVE PATHOGENS REQUIRING INTRAVENOUS ANTIBIOTIC TREATMENT",Infections with suspected or confirmed Gram-negative pathogens <br>MedDRA version: 20.0Level: LLTClassification code 10032531Term: Other specified bacterial infections in conditions classified elsewhere and of unspecified siteSystem Organ Class: 100000004862;Therapeutic area: Diseases [C] - Bacterial Infections and Mycoses [C01],2019-12-10,No,No,No,No,No,No,No,No,Yes,EUCTR,Phase 2,No,Yes,No,Yes,Yes,No,Yes,Treatment,industry,48,NA,NA,NA,NCT04126031,"Controlled: no<br>Randomised: no<br>Open: yes<br>Single blind: no<br>Double blind: no<br>Parallel group: no<br>Cross over: no<br>Other: no<br>If controlled, specify comparator, Other Medicinial Product: no<br>Placebo: no<br>Other: no<br>Number of treatment arms in the trial: 1<br>",FALSE,2019-10-01,Human pharmacology (Phase I): noTherapeutic exploratory (Phase II): yesTherapeutic confirmatory - (Phase III): noTherapeutic use (Phase IV): no,Treatment for infections due to Gram-Negative Pathogens Infection in infants from birth to 3 months old.,United States;Philippines;Taiwan;Hungary;Estonia;Czech Republic;Slovakia;Greece;Italy;China;India,Pfizer Inc.,<br>Trade Name: Zavicefta<br>Pharmaceutical Form: Powder for concentrate for solution for infusion<br>INN or Proposed INN: Ceftazidime pentahydrate<br>CAS Number: 78439-06-2<br>Current Sponsor code: CAZ<br>Other descriptive name: ceftazidime pentahydrate<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 2000-<br>INN or Proposed INN: Avibactam sodium<br>CAS Number: 1192491-61-4<br>Current Sponsor code: AVI<br>Other descriptive name: Avibactam sodium<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 500-<br><br>
main,EUCTR2017-003334-82-DE,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2017-003334-82,Abscopal Effect of Radiotherapy and Nivolumab in anti-PD1 Pretreated Relapsed or Refractory classical Hodgkin Lymphoma -                 An international multicenter Phase II trial - AERN,Improvement of efficacy of nivolumab in patients with relapsed or refractory classical Hodgkin Lymphoma who recently progressed on anti-PD1 therapy. <br>                MedDRA version: 20.0                Level: HLGT                Classification code 10025319                Term: Lymphomas Hodgkin's disease                System Organ Class: 10005329 - Blood and lymphatic system disorders            ;Therapeutic area: Diseases [C] - Cancer [C04],2019-03-11,No,No,No,No,No,No,No,No,Yes,EUCTR,Phase 2,No,No,No,No,Yes,No,Yes,NA,non_industry,29,NA,Yes,NA,FALSE,"<br>                Controlled: no<br>                Randomised: no<br>                Open: yes<br>                Single blind: no<br>                Double blind: no<br>                Parallel group: no<br>                Cross over: no<br>                Other: no<br>                If controlled, specify comparator, Other Medicinial Product: no<br>                Placebo: no<br>                Other: no<br>                Number of treatment arms in the trial: 1<br>",FALSE,2019-01-02,Human pharmacology (Phase I): no                Therapeutic exploratory (Phase II): yes                Therapeutic confirmatory - (Phase III): no                Therapeutic use (Phase IV): no,Effect of Radiotherapy and Nivolumab in Relapsed classical Hodgkin Lymphoma,Austria;Norway;Netherlands;Germany;United Kingdom,University of Cologne,<br>                Trade Name: Opdivo<br>                Product Name: Nivolumab<br>                Pharmaceutical Form: Lyophilisate for solution for infusion<br><br>
main,EUCTR2019-002706-46-DE,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2019-002706-46,"A Phase II/III, Multicenter, Randomized, Observer-blinded, Active Controlled Clinical Study to Assess the Safety and Immunogenicity of the Tetanus, Diphtheria and Acellular Pertussis Vaccine SIIPL Tdap in Comparison with Boostrix® in Healthy Adults, Adolescents and Children","Active booster immunization against tetanus, diphtheria and pertussis <br>MedDRA version: 20.0Level: HLTClassification code 10021431Term: ImmunisationsSystem Organ Class: 100000004865;Therapeutic area: Diseases [C] - Bacterial Infections and Mycoses [C01]",2020-01-09,Yes,Yes,Yes,Unreported,NA,Unreported,Unreported,Unreported,Yes,EUCTR,Phase 3,No,No,No,No,Yes,No,Yes,NA,industry,1332,Yes,NA,NA,FALSE,"Controlled: yes<br>Randomised: yes<br>Open: no<br>Single blind: no<br>Double blind: yes<br>Parallel group: no<br>Cross over: no<br>Other: no<br>If controlled, specify comparator, Other Medicinial Product: yes<br>Placebo: no<br>Other: no<br>Number of treatment arms in the trial: 2<br>",FALSE,2019-07-29,Human pharmacology (Phase I): noTherapeutic exploratory (Phase II): yesTherapeutic confirmatory - (Phase III): yesTherapeutic use (Phase IV): no,"A Clinical Study to Assess the Safety and Immunogenicity of the Tetanus, Diphtheria and Pertussis Vaccine SIIPL Tdap in Comparison with Boostrix® in Healthy Adults, Adolescents and Children",Germany,Vakzine Projekt Management GmbH,"<br>Product Name: SIIPL Tdap<br>Product Code: Tdap<br>Pharmaceutical Form: Suspension for injection in pre-filled syringe<br>INN or Proposed INN: Adsorbed Tetanus Toxoid<br>Other descriptive name: Tetanus vaccine (adsorbed)<br>Concentration unit: IU international unit(s)<br>Concentration type: not less then<br>Concentration number: 20-<br>INN or Proposed INN: Adsorbed Diphtheria Toxoid<br>Other descriptive name: Diphtheria Vaccine (adsorbed)<br>Concentration unit: IU international unit(s)<br>Concentration type: not less then<br>Concentration number: 2-<br>INN or Proposed INN: Acellular Pertussis Adsorbed PT Antigen<br>Other descriptive name: Acellular pertussis vaccine<br>Concentration unit: µg microgram(s)<br>Concentration type: not less then<br>Concentration number: 8-<br>INN or Proposed INN: Acellular Pertussis Adsorbed FHA Antigen<br>Other descriptive name: Acellular pertussis vaccine<br>Concentration unit: µg microgram(s)<br>Concentration type: not less then<br>Concentration number: 8-<br>INN or Proposed INN: Acellular Pertussis Adsorbed PRN Antigen<br>Other descriptive name: Acellular pertussis vaccine<br>Concentration unit: µg microgram(s)<br>Concentration type: not less then<br>Concentration number: 2.5-<br><br>Trade Name: Boostrix<br>Pharmaceutical Form: Suspension for injection in pre-filled syringe<br>INN or Proposed INN: Tetanus toxoid<br>Other descriptive name: TETANUS TOXOID ADSORBED ON ALUMINIUM HYDROXIDE, HYDRATED AND ALUMINIUM PHOSPHATE<br>Concentration unit: IU international unit(s)<br>Concentration type: not less then<br>Concentration number: 20-<br>INN or Proposed INN: Diphtheria toxoid<br>Other descriptive name: DIPHTHERIA TOXOID ADSORBED ON ALUMINIUM HYDROXIDE, HYDRATED AND ALUMINIUM PHOSPHATE<br>Concentration unit: IU international unit(s)<br>Concentration type: not less then<br>Concentration number: 2-<br>INN or Proposed INN: Bordetella pertussis-Antigene <br>Other descrip"
main,EUCTR2015-002276-25-PL,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2015-002276-25,"Open-label, Single-arm, Multicenter Study to Evaluate the Safety, Tolerability and Efficacy of Evolocumab for LDL-C Reduction, as Add-on to Diet and Lipid-lowering Therapy, in Pediatric Subjects From 10 to 17 Years of Age With Heterozygous Familial Hypercholesterolemia (HeFH) or Homozygous Familial Hypercholesterolemia (HoFH) - HAUSER-OLE",Hypercholesterolemia <br>                MedDRA version: 20.0                Level: LLT                Classification code 10057100                Term: Homozygous familial hypercholesterolaemia                System Organ Class: 100000004850             <br>                MedDRA version: 20.0                Level: LLT                Classification code 10057099                Term: Heterozygous familial hypercholesterolaemia                System Organ Class: 100000004850            ;Therapeutic area: Diseases [C] - Nutritional and Metabolic Diseases [C18],2019-01-25,No,No,No,No,No,No,No,No,No,EUCTR,Phase 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,industry,115,NA,Yes,NA,NCT02624869,"<br>                Controlled: no<br>                Randomised: no<br>                Open: yes<br>                Single blind: no<br>                Double blind: no<br>                Parallel group: no<br>                Cross over: no<br>                Other: no<br>                If controlled, specify comparator, Other Medicinial Product: no<br>                Placebo: no<br>                Other: no<br>                Number of treatment arms in the trial: 1<br>",FALSE,2019-03-28,Human pharmacology (Phase I): no                Therapeutic exploratory (Phase II): no                Therapeutic confirmatory - (Phase III): yes                Therapeutic use (Phase IV): no,Study to assess the safety and efficacy of evolocumab in children aged 10 to 17 years with Heterozygous Familial Hypercholesterolemia or Homozygous Familial Hypercholesterolemia,Portugal;United States;Taiwan;Slovenia;Greece;Spain;Ukraine;Turkey;Austria;Russian Federation;Colombia;United Kingdom;Czech Republic;Hungary;Canada;Belgium;Poland;Brazil;Malaysia;Australia;South Africa;Netherlands;Germany;New Zealand,Amgen Inc,<br>                Trade Name: Repatha 140 mg Solution for Injection in Pre-filled Pen<br>                Product Name: Evolocumab<br>                Product Code: AMG 145<br>                Pharmaceutical Form: Solution for injection in pre-filled pen<br>                INN or Proposed INN: EVOLOCUMAB<br>                Current Sponsor code: AMG 145<br>                Concentration unit: mg/ml milligram(s)/millilitre<br>                Concentration type: equal<br>                Concentration number: 140-<br>                Pharmaceutical form of the placebo: Solution for injection in pre-filled pen<br>                Route of administration of the placebo: Subcutaneous use<br><br>                Trade Name: Repatha 420 mg solution for injection in cartridge<br>                Product Name: Evolocumab<br>                Product Code: AMG 145<br>                Pharmaceutical Form: Solution for injection in cartridge<br>                INN or Proposed INN: EVOLOCUMAB<br>                Current Sponsor code: AMG 145<br>                Concentration unit: mg/ml milligram(s)/millilitre<br>                Concentration type: equal<br>                Concentration number: 120-<br><br>
main,EUCTR2018-001671-21-BG,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-001671-21,"An Open-Label, Phase 2a/2b Study of KRT-232 in Subjects With Primary Myelofibrosis (PMF), Post–Polycythemia Vera MF (Post–PV-MF), Or Post–Essential Thrombocythemia MF (Post–ET-MF) Who Have Failed Prior Treatment with a JAK Inhibitor","Primary Myelofibrosis (PMF), Post–Polycythemia Vera MF (Post–PV-MF), Or Post–Essential Thrombocythemia MF(Post–ET-MF) <br>                MedDRA version: 20.0                Level: PT                Classification code 10077161                Term: Primary myelofibrosis                System Organ Class: 10029104 - Neoplasms benign, malignant and unspecified (incl cysts and polyps)             <br>                MedDRA version: 21.0                Level: LLT                Classification code 10074689                Term: Post polycythemia vera myelofibrosis                System Organ Class: 10029104 - Neoplasms benign, malignant and unspecified (incl cysts and polyps)             <br>                MedDRA version: 21.0                Level: LLT                Classification code 10074690                Term: Post essential thrombocythemia myelofibrosis                System Organ Class: 10029104 - Neoplasms benign, malignant and unspecified (incl cysts and polyps)            ;Therapeutic area: Diseases [C] - Cancer [C04]",2019-10-09,No,No,No,No,No,No,No,No,Yes,EUCTR,Phase 2,No,Yes,No,Yes,Yes,Yes,Yes,Treatment,industry,247,NA,NA,NA,EUCTR2018-001671-21-ES,"<br>                Controlled: no<br>                Randomised: yes<br>                Open: yes<br>                Single blind: no<br>                Double blind: no<br>                Parallel group: no<br>                Cross over: no<br>                Other: no<br>                If controlled, specify comparator, Other Medicinial Product: no<br>                Placebo: no<br>                Other: no<br>                Number of treatment arms in the trial: 7<br>",FALSE,2019-08-12,Human pharmacology (Phase I): no                Therapeutic exploratory (Phase II): yes                Therapeutic confirmatory - (Phase III): no                Therapeutic use (Phase IV): no,"Study of KRT-232 in Subjects with Primary Myelofibrosis (PMF), Post–Polycythemia Vera MF (Post–PV-MF), Or Post–Essential Thrombocythemia MF (Post–ET-MF) Who Have Failed Prior Treatment with a JAK Inhibitor",France;United States;Hungary;Czech Republic;Canada;Poland;Spain;Australia;Israel;Bulgaria;Germany;United Kingdom,"Kartos Therapeutics, Inc.",<br>                Product Name: KRT-232<br>                Pharmaceutical Form: Tablet<br>                INN or Proposed INN: -<br>                Current Sponsor code: KRT-232<br>                Other descriptive name: AMG-232<br>                Concentration unit: mg milligram(s)<br>                Concentration type: equal<br>                Concentration number: 15-<br><br>                Product Name: KRT-232<br>                Pharmaceutical Form: Tablet<br>                INN or Proposed INN: -<br>                Current Sponsor code: KRT-232<br>                Other descriptive name: AMG-232<br>                Concentration unit: mg milligram(s)<br>                Concentration type: equal<br>                Concentration number: 60-<br><br>
main,EUCTR2019-000733-39-PL,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2019-000733-39,"A phase 2b, open-label, efficacy and safety study of ABX464 as maintenance therapy in patients with moderate to severe Ulcerative Colitis.",Moderate to Severe Ulcerative Colitis <br>MedDRA version: 20.1Level: LLTClassification code 10066678Term: Acute ulcerative colitisSystem Organ Class: 100000004856;Therapeutic area: Diseases [C] - Digestive System Diseases [C06],2019-11-09,No,No,No,No,No,No,No,No,Yes,EUCTR,Phase 2,No,Yes,No,No,Yes,No,Yes,NA,NA,232,NA,NA,NA,EUCTR2019-000733-39-ES,"Controlled: noRandomised: noOpen: yesSingle blind: noDouble blind: noParallel group: noCross over: noOther: noIf controlled, specify comparator, Other Medicinial Product: noPlacebo: noOther: noNumber of treatment arms in the trial: 1",FALSE,2019-09-12,Human pharmacology (Phase I): noTherapeutic exploratory (Phase II): yesTherapeutic confirmatory - (Phase III): noTherapeutic use (Phase IV): no,Open-label maintenance therapy in moderate to severe Ulcerative Colitis patients,Serbia;Belarus;Slovakia;Slovenia;Spain;Ukraine;Ireland;Austria;United Kingdom;France;Hungary;Czech Republic;Canada;Poland;Belgium;Netherlands;Germany,ABIVAX,"<br>Product Code: ABX464<br>Pharmaceutical Form: Capsule, hard<br>INN or Proposed INN: ABX464<br>Current Sponsor code: ABX464<br>Other descriptive name: ABX464<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 50-<br><br>"
main,EUCTR2018-004223-36-ES,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-004223-36,"A Randomised, Double-blind, Parallel-group, Phase III Study to Compare the Efficacy, Safety, and Immunogenicity of Proposed Rituximab Biosimilar (DRL_RI) with MabThera® in Subjects with Previously Untreated, Stage II-IV, Cluster of Differentiation (CD)20-Positive, Low Tumour Burden Follicular Lymphoma","Follicular Lymphoma <br>                MedDRA version: 20.0                Level: PT                Classification code 10016910                Term: Follicle centre lymphoma, follicular grade I, II, III stage IV                System Organ Class: 10029104 - Neoplasms benign, malignant and unspecified (incl cysts and polyps)            ;Therapeutic area: Diseases [C] - Cancer [C04]",2019-05-22,Yes,Yes,Yes,Unreported,NA,Unreported,Unreported,Unreported,No,EUCTR,Phase 3,No,Yes,No,Yes,Yes,No,Yes,NA,industry,284,NA,Yes,NA,CTRI/2019/05/019044,"<br>                Controlled: yes<br>                Randomised: yes<br>                Open: no<br>                Single blind: no<br>                Double blind: yes<br>                Parallel group: yes<br>                Cross over: no<br>                Other: no<br>                If controlled, specify comparator, Other Medicinial Product: yes<br>                Placebo: no<br>                Other: no<br>                Number of treatment arms in the trial: 2<br>",FALSE,2019-05-27,Human pharmacology (Phase I): no                Therapeutic exploratory (Phase II): no                Therapeutic confirmatory - (Phase III): yes                Therapeutic use (Phase IV): no,"A Phase III Study to Compare the Efficacy, Safety, and Immunogenicity of Proposed Rituximab Biosimilar (DRL_RI) with MabThera® in Subjects with Previously Untreated Follicular Lymphoma","Serbia;Portugal;United States;Belarus;Greece;Spain;Thailand;Ukraine;Turkey;Russian Federation;Italy;India;Czech Republic;Poland;Romania;Bulgaria;Georgia;China;Korea, Republic of;Bosnia and Herzegovina",Dr. Reddy’s Laboratories S.A.,<br>                Product Name: Dr. Reddy’s rituximab<br>                Product Code: DRL_RI<br>                Pharmaceutical Form: Concentrate for solution for infusion<br>                INN or Proposed INN: RITUXIMAB<br>                CAS Number: 174722-31-7<br>                Concentration unit: mg/ml milligram(s)/millilitre<br>                Concentration type: equal<br>                Concentration number: 10-<br><br>                Trade Name: MabThera<br>                Product Name: MabThera<br>                Pharmaceutical Form: Concentrate for solution for infusion<br>                INN or Proposed INN: RITUXIMAB<br>                CAS Number: 174722-31-7<br>                Concentration unit: mg/ml milligram(s)/millilitre<br>                Concentration type: equal<br>                Concentration number: 10-<br><br>
main,EUCTR2018-004378-92-ES,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-004378-92,Effect of cannabinoids (THC / CBD) on hyperalgesia in patients with deep endometriosis,Deep endometriosis <br>                MedDRA version: 20.0                Level: PT                Classification code 10014778                Term: Endometriosis                System Organ Class: 10038604 - Reproductive system and breast disorders            ;Therapeutic area: Diseases [C] - Female diseases of the urinary and reproductive systems and pregancy complications [C13],2019-05-27,No,No,No,No,No,No,No,No,Yes,EUCTR,Phase 2,No,No,No,No,Yes,No,NA,NA,non_industry,10,NA,Yes,NA,NCT03875261,"<br>                Controlled: no<br>                Randomised: no<br>                Open: yes<br>                Single blind: no<br>                Double blind: no<br>                Parallel group: no<br>                Cross over: no<br>                Other: no<br>                If controlled, specify comparator, Other Medicinial Product: no<br>                Placebo: no<br>                Other: no<br>                Number of treatment arms in the trial: 1<br>",FALSE,2019-04-11,Human pharmacology (Phase I): no                Therapeutic exploratory (Phase II): yes                Therapeutic confirmatory - (Phase III): no                Therapeutic use (Phase IV): no,Study of the effect of cannabis in relieving the symptoms of endometriosis,Spain,Fundació Clínic per la Recerca Biomèdica,<br>                Trade Name: Sativex<br>                Product Name: Sativex<br>                Pharmaceutical Form: Oromucosal spray<br>                INN or Proposed INN: dronabinol<br>                CAS Number: 1972-08-3<br>                Other descriptive name: DELTA-9-TETRAHYDROCANNABINOL<br>                Concentration unit: mg/ml milligram(s)/millilitre<br>                Concentration type: equal<br>                Concentration number: 2.7-<br>                INN or Proposed INN: Cannabidiol<br>                CAS Number: 13956-29-1<br>                Other descriptive name: CANNABIDIOL<br>                Concentration unit: mg/ml milligram(s)/millilitre<br>                Concentration type: equal<br>                Concentration number: 2.5-<br><br>
main,EUCTR2018-004241-16-ES,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-004241-16,"A PHASE 2B, RANDOMIZED, DOUBLE-BLIND, PLACEBO-CONTROLLED STUDY OF PF-06700841 TO EVALUATE THE EFFICACY AT 16 WEEKS AND TO EVALUATE THE SAFETY AND EFFICACY UP TO 1 YEAR IN SUBJECTS WITH ACTIVE PSORIATIC ARTHRITIS",Psoriatic arthritis (PsA) <br>MedDRA version: 21.0Level: LLTClassification code 10037160Term: Psoriatic arthritisSystem Organ Class: 100000004859;Therapeutic area: Diseases [C] - Musculoskeletal Diseases [C05],2019-09-09,Yes,Yes,Yes,Unreported,NA,Unreported,Unreported,Unreported,No,EUCTR,Phase 2,No,No,No,No,Yes,Yes,Yes,NA,industry,196,NA,NA,NA,NCT03963401,"Controlled: yesRandomised: yesOpen: noSingle blind: noDouble blind: yesParallel group: yesCross over: noOther: noIf controlled, specify comparator, Other Medicinial Product: noPlacebo: yesOther: noNumber of treatment arms in the trial: 6",FALSE,2019-09-27,Human pharmacology (Phase I): noTherapeutic exploratory (Phase II): yesTherapeutic confirmatory - (Phase III): noTherapeutic use (Phase IV): no,"A Phase 2b, multicenter, dose-ranging study to evaluate the safety and efficacy of PF-06700841 in subjects with active psoriatic arthritis.",Belarus;Serbia;Estonia;Slovakia;Spain;Ukraine;Lithuania;Russian Federation;Czech Republic;Hungary;Poland;Australia;Bulgaria,Pfizer Inc.,<br>Product Name: PF-06700841<br>Product Code: PF-06700841 5mg<br>Pharmaceutical Form: Tablet<br>INN or Proposed INN: PF-06700841<br>Current Sponsor code: PF-06700841<br>Other descriptive name: PF-06700841-15<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 5-<br>Pharmaceutical form of the placebo: Tablet<br>Route of administration of the placebo: Oral use<br><br>Product Name: PF-06700841<br>Product Code: PF-06700841 25mg<br>Pharmaceutical Form: Tablet<br>INN or Proposed INN: PF-06700841<br>Current Sponsor code: PF-06700841<br>Other descriptive name: PF-06700841-15<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 25-<br>Pharmaceutical form of the placebo: Tablet<br>Route of administration of the placebo: Oral use<br><br>
main,EUCTR2018-001547-32-HU,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-001547-32,"A randomized, double-blind, placebo-controlled, phase III study evaluating the efficacy and safety of pembrolizumab plus platinum-based doublet chemotherapy with or without canakinumab as first line therapy for locally advanced or metastatic non-squamous and squamous non-small cell lung cancer subjects (CANOPY-1)","stages AJCC v. 8 IIIB/IIIC (not eligible for definite chemoradiation therapy) or stage IV (metastatic) non-small cell lung cancer (NSCLC) <br>                MedDRA version: 20.0                Level: PT                Classification code 10061873                Term: Non-small cell lung cancer                System Organ Class: 10029104 - Neoplasms benign, malignant and unspecified (incl cysts and polyps)            ;Therapeutic area: Diseases [C] - Cancer [C04]",2019-08-30,Yes,Yes,Yes,Unreported,NA,Unreported,Unreported,Unreported,Yes,EUCTR,Phase 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,industry,627,NA,Yes,NA,EUCTR2018-001547-32-NL,"<br>                Controlled: yes<br>                Randomised: yes<br>                Open: no<br>                Single blind: no<br>                Double blind: yes<br>                Parallel group: yes<br>                Cross over: no<br>                Other: no<br>                If controlled, specify comparator, Other Medicinial Product: no<br>                Placebo: yes<br>                Other: no<br>                Number of treatment arms in the trial: 2<br>",FALSE,2019-07-01,Human pharmacology (Phase I): no                Therapeutic exploratory (Phase II): no                Therapeutic confirmatory - (Phase III): yes                Therapeutic use (Phase IV): no,Study of efficacy and safety of pembrolizumab plus platinum-based doublet chemotherapy with or without canakinumab in previously untreated locally advanced or metastatic non-squamous and squamous NSCLC subjects,"Portugal;United States;Philippines;Hong Kong;Taiwan;Slovakia;Greece;Thailand;Spain;Lebanon;Russian Federation;Chile;Colombia;Italy;Switzerland;India;Vietnam;France;Malaysia;Peru;Australia;Denmark;South Africa;Netherlands;China;Korea, Republic of;Finland;Guatemala;Turkey;Austria;United Kingdom;Hungary;Czech Republic;Mexico;Canada;Argentina;Poland;Brazil;Singapore;Romania;Norway;Iceland;Germany;Japan;Sweden",Novartis Pharma AG,<br>                Product Name: canakinumab<br>                Product Code: ACZ885<br>                Pharmaceutical Form: Solution for injection in pre-filled syringe<br>                INN or Proposed INN: CANAKINUMAB<br>                CAS Number: 914613-48-2<br>                Current Sponsor code: ACZ885<br>                Concentration unit: mg/ml milligram(s)/millilitre<br>                Concentration type: equal<br>                Concentration number: 150-<br>                Pharmaceutical form of the placebo: Solution for injection in pre-filled syringe<br>                Route of administration of the placebo: Subcutaneous use<br><br>                Product Name: canakinumab<br>                Product Code: ACZ885<br>                Pharmaceutical Form: Solution for injection in pre-filled syringe<br>                INN or Proposed INN: CANAKINUMAB<br>                CAS Number: 914613-48-2<br>                Current Sponsor code: ACZ885<br>                Concentration unit: mg/ml milligram(s)/millilitre<br>                Concentration type: equal<br>                Concentration number: 100-<br>                Pharmaceutical form of the placebo: Solution for injection in pre-filled syringe<br>                Route of administration of the placebo: Subcutaneous use<br><br>                Trade Name: Carboplatin Accord<br>                Product Name: carboplatin<br>                Pharmaceutical Form: Concentrate for solution for infusion<br>                INN or Proposed INN: carboplatin<br>                CAS Number: 41575-94-4<br>                Other descriptive name: CARBOPLATIN<br>                Concentration unit: mg/ml milligram(s)/millilitre<br>                Concentration type: equal<br>                Concentration number: 10-<br><br>                Trade Name: Paclitaxel Kabi<br>                Product Name: paclitaxel<br>                Pharmaceutical Form: Concentrate for solution for infusion<br>                INN or Proposed INN: PACLITAXEL<br>                CAS Number: 33069-62-4<br>                Other descriptive name: paclitaxel<br>
main,EUCTR2019-001285-15-SI,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2019-001285-15,Platelet inhibition with cangrelor in comatose survivors of out-of-hospital cardiac arrest undergoing primary percutaneous coronary intervention,Comatose survivors of out-of-hospital cardiac arrest undergoing primary percutaneous coronary intervention;Therapeutic area: Diseases [C] - Cardiovascular Diseases [C14],2019-06-28,Yes,Yes,Yes,Unreported,NA,Unreported,Unreported,Unreported,Yes,EUCTR,Phase 4,No,No,No,No,Yes,No,NA,NA,non_industry,30,NA,NA,NA,FALSE,"Controlled: yes<br>Randomised: yes<br>Open: no<br>Single blind: yes<br>Double blind: no<br>Parallel group: no<br>Cross over: no<br>Other: no<br>If controlled, specify comparator, Other Medicinial Product: no<br>Placebo: no<br>Other: yes<br>Other specify the comparator: Established care with ticagrelor crushed and dissolved tablets via nasogastric or orogastric tube<br>Number of treatment arms in the trial: 2<br>",FALSE,2019-03-25,Human pharmacology (Phase I): noTherapeutic exploratory (Phase II): noTherapeutic confirmatory - (Phase III): noTherapeutic use (Phase IV): yes,Platelet inhibition with cangrelor in unconcious survivors of out-of-hospital cardiac arrest undergoing cardiac artery stent implantation,Slovenia,University Medical Centre Ljubljana,<br>Trade Name: kangrelor 50 mg (Kangrexal)<br>Product Name: Kangrexal<br>Product Code: 1045926<br>Pharmaceutical Form: Powder for concentrate for solution for injection/infusion<br><br>
