study_arm,TrialID,url,Interventions,vaccine,conventional,traditional
main,EUCTR2018-003824-35-PL,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-003824-35,"<br>Trade Name: KEYTRUDA (pembrolizumab, MK-3475)<br>Product Name: Pembrolizumab<br>Product Code: MK-3475<br>Pharmaceutical Form: Solution for infusion<br>INN or Proposed INN: PEMBROLIZUMAB<br>CAS Number: 1374853-91-4<br>Current Sponsor code: MK-3475<br>Concentration unit: mg/ml milligram(s)/millilitre<br>Concentration type: equal<br>Concentration number: 25-<br><br>Product Name: Lenvatinib <br>Product Code: E7080<br>Pharmaceutical Form: Capsule, hard<br>INN or Proposed INN: LENVATINIB MESILATE<br>CAS Number: 857890-39-2<br>Current Sponsor code: MK-7902<br>Other descriptive name: LENVATINIB MESILATE<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 4-<br>Pharmaceutical form of the placebo: Capsule, hard<br>Route of administration of the placebo: Oral use<br><br>Product Name: Pembrolizumab<br>Product Code: MK-3475<br>Pharmaceutical Form: Solution for infusion<br>INN or Proposed INN: PEMBROLIZUMAB<br>CAS Number: 1374853-91-4<br>Current Sponsor code: MK-3475<br>Concentration unit: mg/ml milligram(s)/millilitre<br>Concentration type: equal<br>Concentration number: 25-<br><br>Product Name: Lenvatinib <br>Product Code: E7080<br>Pharmaceutical Form: Capsule, hard<br>INN or Proposed INN: LENVATINIB MESILATE<br>CAS Number: 857890-39-2<br>Current Sponsor code: MK-7902<br>Other descriptive name: LENVATINIB MESILATE<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 1-<br>Pharmaceutical form of the placebo: Capsule, hard<br>Route of administration of the placebo: Oral use<br><br>",NA,Yes,NA
im,EUCTR2018-003865-32-ES,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-003865-32,<br>Trade Name: Cayston<br>Pharmaceutical Form: Inhalation solution<br>INN or Proposed INN: AZTREONAM LYSINE<br>CAS Number: 827611-49-4<br>Current Sponsor code: Cayston<br>Other descriptive name: AZTREONAM LYSINE<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 75-<br><br>,NA,NA,NA
main,EUCTR2018-003891-11-GB,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-003891-11,"<br>                Product Name: [18F]PI-2620<br>                Pharmaceutical Form: Solution for injection<br>                INN or Proposed INN: [18F]PI-2620<br>                CAS Number: 2173353-61-0<br>                Other descriptive name: 2-(2-([18F]fluoro)pyridin-4-yl)-9H-pyrrolo[2,3-b:4,5-c']dipyridine<br>                Concentration unit: µg microgram(s)<br>                Concentration type: up to<br>                Concentration number: 50-<br><br>",NA,NA,NA
main,EUCTR2018-003956-19-FI,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-003956-19,<br>Product Name: Zilucoplan<br>Product Code: RA101495<br>Pharmaceutical Form: Solution for injection<br>INN or Proposed INN: ZILUCOPLAN<br>CAS Number: 1841136-73-9<br>Current Sponsor code: RA101495<br>Other descriptive name: Synthetic 15-amino-acid macrocyclic peptide acylated with a polyethyleneglycol palmitoylated linker<br>Concentration unit: mg/ml milligram(s)/millilitre<br>Concentration type: equal<br>Concentration number: 40-<br><br>,NA,NA,NA
main,EUCTR2018-003974-29-ES,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-003974-29,<br>                Trade Name: TAGRISSO<br>                Product Name: Osimertinib<br>                Product Code: AZD9291<br>                Pharmaceutical Form: Film-coated tablet<br>                INN or Proposed INN: Osimertinib<br>                CAS Number: 1421373-66-1<br>                Current Sponsor code: AZD9291 mesylate<br>                Concentration unit: mg milligram(s)<br>                Concentration type: equal<br>                Concentration number: 40-<br><br>                Trade Name: TAGRISSO<br>                Product Name: Osimertinib<br>                Product Code: AZD9291<br>                Pharmaceutical Form: Film-coated tablet<br>                INN or Proposed INN: Osimertinib<br>                CAS Number: 1421373-66-1<br>                Current Sponsor code: AZD9291 mesylate<br>                Concentration unit: mg milligram(s)<br>                Concentration type: equal<br>                Concentration number: 80-<br><br>                Product Name: Savolitinib<br>                Product Code: AZD6094<br>                Pharmaceutical Form: Coated tablet<br>                INN or Proposed INN: Savolitinib<br>                CAS Number: 1313725-88-0<br>                Current Sponsor code: AZD6094<br>                Other descriptive name: Savolitinib<br>                Concentration unit: mg milligram(s)<br>                Concentration type: equal<br>                Concentration number: 100-<br><br>                Product Name: Savolitinib<br>                Product Code: AZD6094<br>                Pharmaceutical Form: Coated tablet<br>                INN or Proposed INN: Savolitinib<br>                CAS Number: 1313725-88-0<br>                Current Sponsor code: AZD6094<br>                Other descriptive name: SAVOLITINIB<br>                Concentration unit: mg milligram(s)<br>                Concentration type: equal<br>                Concentration number: 200-<br><br>                Trade Name: Carboplatin<br>                Product Name: carboplatin 10 mg/mL intravenous infusion<br>                Pharmaceutical Form: Solution for infusion<br>,NA,NA,NA
main,EUCTR2018-003988-54-ES,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-003988-54,"<br>                Product Name: gadopiclenol<br>                Pharmaceutical Form: Solution for injection<br>                INN or Proposed INN: GADOPICLENOL<br>                CAS Number: 933983-75-6<br>                Current Sponsor code: P03277, G03277<br>                Concentration unit: mol/l mole(s)/litre<br>                Concentration type: equal<br>                Concentration number: 0.5-<br><br>                Trade Name: Gadovist 1.0mmol/ml<br>                Product Name: gadobutrol<br>                Pharmaceutical Form: Solution for injection<br>                INN or Proposed INN: gadobutrol<br>                CAS Number: 138071-82-6<br>                Other descriptive name: GADOBUTROL<br>                Concentration unit: mol/l mole(s)/litre<br>                Concentration type: equal<br>                Concentration number: 1-<br><br>",NA,NA,NA
main,EUCTR2018-004059-18-BG,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-004059-18,<br>Product Name: BAY 1753011 30mg<br>Product Code: BAY 1753011<br>Pharmaceutical Form: Coated tablet<br>INN or Proposed INN: N/A<br>CAS Number: N/A<br>Current Sponsor code: BAY 1753011<br>Other descriptive name: BAY1753011<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 30-<br>Pharmaceutical form of the placebo: Coated tablet<br>Route of administration of the placebo: Oral use<br><br>Product Name: BAY 1753011 5mg<br>Product Code: BAY 1753011<br>Pharmaceutical Form: Coated tablet<br>INN or Proposed INN: N/A<br>CAS Number: N/A<br>Current Sponsor code: BAY 1753011<br>Other descriptive name: BAY1753011<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 5-<br>Pharmaceutical form of the placebo: Coated tablet<br>Route of administration of the placebo: Oral use<br><br>Trade Name: Furorese® 40 mg Tabletten<br>Product Name: Furorese® 40 mg Tabletten<br>Pharmaceutical Form: Tablet<br>INN or Proposed INN: FUROSEMIDE<br>CAS Number: 54-31-9<br>Current Sponsor code: N/A<br>Other descriptive name: FUROSEMIDE<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 40-<br>Pharmaceutical form of the placebo: Tablet<br>Route of administration of the placebo: Oral use<br><br>,NA,NA,NA
main,EUCTR2018-004064-62-DE,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-004064-62,<br>Product Name: Olaptesed pegol<br>Product Code: NOX-A12<br>Pharmaceutical Form: Concentrate for solution for infusion<br>INN or Proposed INN: OLAPTESED PEGOL<br>CAS Number: 1390628-22-4<br>Current Sponsor code: NOX-A12<br>Concentration unit: mg/ml milligram(s)/millilitre<br>Concentration type: equal<br>Concentration number: 14.66-<br><br>,NA,NA,NA
main,EUCTR2018-004076-35-ES,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-004076-35,<br>                Product Name: Not yet available<br>                Product Code: INCB001158 25 mg<br>                Pharmaceutical Form: Tablet<br>                INN or Proposed INN: not yet available<br>                Current Sponsor code: INCB001158<br>                Other descriptive name: INCB001158<br>                Concentration unit: mg milligram(s)<br>                Concentration type: equal<br>                Concentration number: 25-<br><br>                Product Name: Not available yet<br>                Product Code: INCB001158 100 mg<br>                Pharmaceutical Form: Tablet<br>                INN or Proposed INN: not yet available<br>                Current Sponsor code: INCB001158<br>                Other descriptive name: INCB001158<br>                Concentration unit: mg milligram(s)<br>                Concentration type: equal<br>                Concentration number: 100-<br><br>                Product Name: Daratumumab SC<br>                Product Code: JNJ-54767414<br>                Pharmaceutical Form: Solution for injection<br>                INN or Proposed INN: DARATUMUMAB<br>                CAS Number: 945721-28-8<br>                Current Sponsor code: JNJ-54767414<br>                Other descriptive name: daratumumab SC<br>                Concentration unit: mg/ml milligram(s)/millilitre<br>                Concentration type: equal<br>                Concentration number: 120-<br><br>,NA,Yes,NA
main,EUCTR2018-004114-17-PL,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-004114-17,<br>Product Name: VGX-3100<br>Pharmaceutical Form: Solution for injection<br>INN or Proposed INN: pGX3001<br>CAS Number: 1977487-95-8<br>Concentration unit: mg/ml milligram(s)/millilitre<br>Concentration type: equal<br>Concentration number: 3-<br>INN or Proposed INN: pGX3002<br>CAS Number: 1977488-08-6<br>Concentration unit: mg/ml milligram(s)/millilitre<br>Concentration type: equal<br>Concentration number: 3-<br>Pharmaceutical form of the placebo: Solution for injection<br>Route of administration of the placebo: Intramuscular use<br><br>,NA,NA,NA
main,EUCTR2018-004154-25-BG,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-004154-25,<br>Product Name: LCZ696 12.5 mg film-coated granules in capsule (4 x 3.125 mg film-coated granules)<br>Product Code: LCZ696<br>Pharmaceutical Form: Granules<br>INN or Proposed INN: sacubitril/valsartan<br>Other descriptive name: SACUBITRIL VALSARTAN<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 12.5-<br><br>Trade Name: Entresto<br>Product Name: LCZ696 50 mg<br>Product Code: LCZ696<br>Pharmaceutical Form: Film-coated tablet<br>INN or Proposed INN: sacubitril/valsartan<br>Other descriptive name: SACUBITRIL VALSARTAN<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 50-<br><br>Trade Name: Entresto<br>Product Name: LCZ696 100 mg<br>Product Code: LCZ696<br>Pharmaceutical Form: Film-coated tablet<br>INN or Proposed INN: sacubitril/valsartan<br>Other descriptive name: SACUBITRIL VALSARTAN<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 100-<br><br>Trade Name: Entresto<br>Product Name: LCZ696 200 mg<br>Product Code: LCZ696<br>Pharmaceutical Form: Film-coated tablet<br>INN or Proposed INN: sacubitril/valsartan<br>Other descriptive name: SACUBITRIL VALSARTAN<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 200-<br><br>Product Name: LCZ696 31.25 mg film-coated granules in capsule (10 x 3.125 mg film-coated granules)<br>Product Code: LCZ696<br>Pharmaceutical Form: Granules<br>INN or Proposed INN: sacubitril/valsartan<br>Other descriptive name: SACUBITRIL VALSARTAN<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 31.25-<br><br>,NA,NA,NA
main,EUCTR2018-004201-33-NL,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-004201-33,"<br>Product Name: Sacituzumab govitecan<br>Product Code: IMMU-132, hRS7-SN38<br>Pharmaceutical Form: Powder for solution for infusion<br>INN or Proposed INN: SACITUZUMAB GOVITECAN<br>CAS Number: 1491917-83-9<br>Current Sponsor code: Sacituzumab Govitecan<br>Other descriptive name: IMMU-132, hRS7-SN38<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 180-<br><br>Trade Name: Halaven<br>Pharmaceutical Form: Solution for injection<br>INN or Proposed INN: Eribulin<br>CAS Number: 441045-17-6<br>Other descriptive name: ERIBULIN MESYLATE<br>Concentration unit: mg/ml milligram(s)/millilitre<br>Concentration type: equal<br>Concentration number: 0.44-<br><br>Trade Name: Xeloda<br>Product Name: Capecitabine<br>Pharmaceutical Form: Film-coated tablet<br>INN or Proposed INN: Capecitabine<br>CAS Number: 154361-50-9<br>Other descriptive name: CAPECITABINE<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 500-<br><br>Trade Name: Xeloda<br>Product Name: Capecitabine<br>Pharmaceutical Form: Film-coated tablet<br>INN or Proposed INN: Capecitabine<br>CAS Number: 154361-50-9<br>Other descriptive name: CAPECITABINE<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 150-<br><br>Trade Name: Gemzar<br>Pharmaceutical Form: Powder for solution for infusion<br>INN or Proposed INN: Gemcitabine hydrochloride<br>CAS Number: 122111-03-9<br>Other descriptive name: GEMCITABINE HYDROCHLORIDE<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 200-<br><br>Trade Name: Gemzar<br>Pharmaceutical Form: Powder for solution for infusion<br>INN or Proposed INN: Gemcitabine hydrochloride<br>CAS Number: 122111-03-9<br>Other descriptive name: GEMCITABINE HYDROCHLORIDE<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 1000-<br><br>Trade Name: Gemzar<br>Pharmaceutical Form: Powder for so",NA,Yes,NA
main,EUCTR2018-004223-36-ES,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-004223-36,<br>                Product Name: Dr. Reddy’s rituximab<br>                Product Code: DRL_RI<br>                Pharmaceutical Form: Concentrate for solution for infusion<br>                INN or Proposed INN: RITUXIMAB<br>                CAS Number: 174722-31-7<br>                Concentration unit: mg/ml milligram(s)/millilitre<br>                Concentration type: equal<br>                Concentration number: 10-<br><br>                Trade Name: MabThera<br>                Product Name: MabThera<br>                Pharmaceutical Form: Concentrate for solution for infusion<br>                INN or Proposed INN: RITUXIMAB<br>                CAS Number: 174722-31-7<br>                Concentration unit: mg/ml milligram(s)/millilitre<br>                Concentration type: equal<br>                Concentration number: 10-<br><br>,NA,Yes,NA
main,EUCTR2018-004237-32-BG,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-004237-32,<br>Product Name: JNJ-70033093<br>Product Code: JNJ-70033093<br>Pharmaceutical Form: Capsule<br>INN or Proposed INN: Not applicable<br>CAS Number: 1802425-99-5<br>Current Sponsor code: JNJ-70033093<br>Other descriptive name: BMS986177<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 25-<br>Pharmaceutical form of the placebo: Capsule<br>Route of administration of the placebo: Oral use<br><br>Product Name: JNJ-70033093<br>Product Code: JNJ-70033093<br>Pharmaceutical Form: Capsule<br>INN or Proposed INN: Not applicable<br>CAS Number: 1802425-99-5<br>Current Sponsor code: JNJ-70033093<br>Other descriptive name: BMS986177<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 100-<br>Pharmaceutical form of the placebo: Capsule<br>Route of administration of the placebo: Oral use<br><br>Trade Name: Clexane<br>Pharmaceutical Form: Solution for injection in pre-filled syringe<br>INN or Proposed INN: ENOXAPARIN SODIUM<br>CAS Number: 9041-08-1<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 40-<br><br>,NA,NA,NA
main,EUCTR2018-004241-16-ES,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-004241-16,<br>Product Name: PF-06700841<br>Product Code: PF-06700841 5mg<br>Pharmaceutical Form: Tablet<br>INN or Proposed INN: PF-06700841<br>Current Sponsor code: PF-06700841<br>Other descriptive name: PF-06700841-15<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 5-<br>Pharmaceutical form of the placebo: Tablet<br>Route of administration of the placebo: Oral use<br><br>Product Name: PF-06700841<br>Product Code: PF-06700841 25mg<br>Pharmaceutical Form: Tablet<br>INN or Proposed INN: PF-06700841<br>Current Sponsor code: PF-06700841<br>Other descriptive name: PF-06700841-15<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 25-<br>Pharmaceutical form of the placebo: Tablet<br>Route of administration of the placebo: Oral use<br><br>,NA,NA,NA
main,EUCTR2018-004253-24-ES,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-004253-24,"<br>                Product Code: LNP023<br>                Pharmaceutical Form: Capsule, hard<br>                INN or Proposed INN: Not yet established<br>                Current Sponsor code: LNP023<br>                Other descriptive name:  LNP023 HYDROCHLORIDE SALT<br>                Concentration unit: mg milligram(s)<br>                Concentration type: equal<br>                Concentration number: 5-<br><br>                Product Code: LNP023<br>                Pharmaceutical Form: Capsule, hard<br>                INN or Proposed INN: Not yet established<br>                Current Sponsor code: LNP023<br>                Other descriptive name:  LNP023 HYDROCHLORIDE SALT<br>                Concentration unit: mg milligram(s)<br>                Concentration type: equal<br>                Concentration number: 25-<br><br>                Product Code: LNP023<br>                Pharmaceutical Form: Capsule, hard<br>                INN or Proposed INN: Not yet established<br>                Current Sponsor code: LNP023<br>                Other descriptive name:  LNP023 HYDROCHLORIDE SALT<br>                Concentration unit: mg milligram(s)<br>                Concentration type: equal<br>                Concentration number: 100-<br><br>",NA,NA,NA
main,EUCTR2018-004280-32-IE,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-004280-32,"<br>Product Name: AG10<br>Product Code: AG10 HCl<br>Pharmaceutical Form: Film-coated tablet<br>INN or Proposed INN: Acoramidis<br>CAS Number: 2242751-53-5<br>Other descriptive name: 3-(3-(3,5-DIMETHYL-1H-PYRAZOL-4-YL)PROPOXY)-4-FLUOROBENZOIC ACID<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 400-<br>Pharmaceutical form of the placebo: Film-coated tablet<br>Route of administration of the placebo: Oral use<br><br>",NA,NA,NA
main,EUCTR2018-004305-11-GB,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-004305-11,<br>                Trade Name: Ventolin Injection 500 micrograms in 1ml<br>                Product Name: Ventolin Injection 500 micrograms in 1ml<br>                Pharmaceutical Form: Injection<br>                INN or Proposed INN: Salbutamol<br>                CAS Number: 18559-94-9<br>                Current Sponsor code: n/a<br>                Other descriptive name: n/a<br>                Concentration unit: µg/ml microgram(s)/millilitre<br>                Concentration type: equal<br>                Concentration number: 500-<br>                Pharmaceutical form of the placebo: Injection<br>                Route of administration of the placebo: Intravenous use<br><br>,NA,NA,NA
im,EUCTR2018-004318-16-FR,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-004318-16,<br>Product Code: DAS181<br>Pharmaceutical Form: Inhalation solution<br>INN or Proposed INN: Farbefusp<br>Current Sponsor code: DAS181<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 4.5-<br>Pharmaceutical form of the placebo: Inhalation solution<br>Route of administration of the placebo: Inhalation use<br><br>,NA,NA,NA
main,EUCTR2018-004320-11-HU,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-004320-11,<br>                Trade Name: KEYTRUDA®<br>                Product Name: Pembrolizumab<br>                Pharmaceutical Form: Solution for infusion<br>                INN or Proposed INN: PEMBROLIZUMAB<br>                CAS Number: 1374853-91-4<br>                Concentration unit: mg/ml milligram(s)/millilitre<br>                Concentration type: equal<br>                Concentration number: 25-<br>                Pharmaceutical form of the placebo: Solution for infusion<br>                Route of administration of the placebo: Intravenous use<br><br>                Product Name: Pembrolizumab<br>                Product Code: MK-3475<br>                Pharmaceutical Form: Solution for infusion<br>                INN or Proposed INN: PEMBROLIZUMAB<br>                CAS Number: 1374853-91-4<br>                Concentration unit: mg/ml milligram(s)/millilitre<br>                Concentration type: equal<br>                Concentration number: 25-<br>                Pharmaceutical form of the placebo: Solution for infusion<br>                Route of administration of the placebo: Intravenous use<br><br>,NA,Yes,NA
main,EUCTR2018-004331-71-DE,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-004331-71,<br>Product Name: N-Acetyl-L-Leucine<br>Product Code: IB1001<br>Pharmaceutical Form: Powder for oral suspension<br>INN or Proposed INN: N-Acetyl-L-leucine<br>Other descriptive name: 2(S)-(ACETYLAMINO)-4-METHYLPENTANOIC ACID<br>Concentration unit: g gram(s)<br>Concentration type: equal<br>Concentration number: 1-<br><br>Product Name: N-Acetyl-L-Leucine<br>Product Code: IB1001<br>Pharmaceutical Form: Granules for oral suspension in sachet<br>INN or Proposed INN: N-Acetyl-L-leucine<br>Other descriptive name: 2(S)-(ACETYLAMINO)-4-METHYLPENTANOIC ACID<br>Concentration unit: g gram(s)<br>Concentration type: equal<br>Concentration number: 1-<br><br>,NA,NA,NA
main,EUCTR2018-004378-92-ES,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-004378-92,<br>                Trade Name: Sativex<br>                Product Name: Sativex<br>                Pharmaceutical Form: Oromucosal spray<br>                INN or Proposed INN: dronabinol<br>                CAS Number: 1972-08-3<br>                Other descriptive name: DELTA-9-TETRAHYDROCANNABINOL<br>                Concentration unit: mg/ml milligram(s)/millilitre<br>                Concentration type: equal<br>                Concentration number: 2.7-<br>                INN or Proposed INN: Cannabidiol<br>                CAS Number: 13956-29-1<br>                Other descriptive name: CANNABIDIOL<br>                Concentration unit: mg/ml milligram(s)/millilitre<br>                Concentration type: equal<br>                Concentration number: 2.5-<br><br>,NA,Yes,NA
main,EUCTR2018-004393-10-GB,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-004393-10,<br>Product Name: Zibotentan<br>Product Code: ZD4054<br>Pharmaceutical Form: Tablet<br>INN or Proposed INN: Zibotentan<br>CAS Number: 186497-07-4<br>Current Sponsor code: Not applicable<br>Other descriptive name: Not applicable<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 10-<br>Pharmaceutical form of the placebo: Tablet<br>Route of administration of the placebo: Oral use<br><br>,NA,NA,NA
main,EUCTR2018-004539-54-DE,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-004539-54,"<br>Trade Name: Xeljanz<br>Pharmaceutical Form: Film-coated tablet<br><br>Trade Name: Enbrel<br>Pharmaceutical Form: Injection<br><br>Trade Name: Celebrex<br>Pharmaceutical Form: Capsule, hard<br><br>",NA,NA,NA
main,EUCTR2018-004553-25-BE,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-004553-25,<br>Product Name: Iscalimab<br>Product Code: CFZ533<br>Pharmaceutical Form: Concentrate for solution for injection/infusion<br>INN or Proposed INN: iscalimab<br>Current Sponsor code: CFZ533<br>Other descriptive name: CFZ533<br>Concentration unit: mg/ml milligram(s)/millilitre<br>Concentration type: equal<br>Concentration number: 150-<br>Pharmaceutical form of the placebo: Solution for injection/infusion<br>Route of administration of the placebo: Intravenous use<br><br>,NA,Yes,NA
main,EUCTR2018-004565-14-PL,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-004565-14,<br>Trade Name: Repatha 140 mg solution for injection in pre-filled pen<br>Product Name: Evolocumab<br>Product Code: AMG145<br>Pharmaceutical Form: Solution for injection in pre-filled pen<br>INN or Proposed INN: EVOLOCUMAB<br>Current Sponsor code: AMG 145<br>Concentration unit: mg/ml milligram(s)/millilitre<br>Concentration type: equal<br>Concentration number: 140-<br>Pharmaceutical form of the placebo: Solution for injection in pre-filled pen<br>Route of administration of the placebo: Subcutaneous use<br><br>,NA,Yes,NA
main,EUCTR2018-004575-12-NL,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-004575-12,<br>                Trade Name: Olaparib<br>                Product Name: Olaparib<br>                Product Code: AZD2281<br>                Pharmaceutical Form: Film-coated tablet<br><br>                Trade Name: IMFINZI<br>                Product Name: Durvalumab<br>                Pharmaceutical Form: Solution for infusion<br><br>,NA,Yes,NA
main,EUCTR2018-004581-34-ES,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-004581-34,"<br>                Trade Name: Hexyon®<br>                Product Name: Hexyon<br>                Pharmaceutical Form: Suspension for injection in pre-filled syringe<br>                INN or Proposed INN: Hexyon<br>                Other descriptive name: DIPHTHERIA, TETANUS, PERTUSSIS (ACELLULAR, COMPONENT), HEPATITIS B (RDNA), POLIOMYELITIS (INACT.) AND HAEMOPHILUS TYPE B CONJUGATE VACCINE (ADSORBED)<br>                Concentration unit: U unit(s)<br>                Concentration type: range<br>                Concentration number: 20-40<br><br>",Yes,NA,NA
main,EUCTR2018-004654-17-ES,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-004654-17,<br>                Trade Name: Tecentriq<br>                Pharmaceutical Form: Solution for infusion<br>                INN or Proposed INN: ATEZOLIZUMAB<br>                Current Sponsor code: RO5541267<br>                Other descriptive name: Tecentriq<br>                Concentration unit: mg/ml milligram(s)/millilitre<br>                Concentration type: equal<br>                Concentration number: 60-<br><br>                Trade Name: Avastin<br>                Pharmaceutical Form: Solution for infusion<br>                INN or Proposed INN: BEVACIZUMAB<br>                CAS Number: 216974-75-3<br>                Other descriptive name: Avastin<br>                Concentration unit: mg/ml milligram(s)/millilitre<br>                Concentration type: equal<br>                Concentration number: 25-<br><br>,NA,Yes,NA
main,EUCTR2018-004662-33-FI,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-004662-33,<br>                Trade Name: Gardasil 9™<br>                Product Name: Gardasil 9™<br>                Product Code: V503<br>                Pharmaceutical Form: Suspension for injection in pre-filled syringe<br>                INN or Proposed INN: Human Papillomavirus Type 6 L1 protein<br>                Other descriptive name: Vaccine<br>                Concentration unit: µg microgram(s)<br>                Concentration type: equal<br>                Concentration number: 30-<br>                INN or Proposed INN: Human Papillomavirus Type 11 L1 protein<br>                Concentration unit: µg microgram(s)<br>                Concentration type: equal<br>                Concentration number: 40-<br>                INN or Proposed INN: Human Papillomavirus Type 16 L1 protein<br>                Concentration unit: µg microgram(s)<br>                Concentration type: equal<br>                Concentration number: 60-<br>                INN or Proposed INN: Human Papillomavirus Type 18 L1 protein<br>                Concentration unit: µg microgram(s)<br>                Concentration type: equal<br>                Concentration number: 40-<br>                INN or Proposed INN: Human Papillomavirus Type 31 L1 protein<br>                Concentration unit: µg microgram(s)<br>                Concentration type: equal<br>                Concentration number: 20-<br>                INN or Proposed INN: Human Papillomavirus Type 33 L1 protein<br>                Concentration unit: µg microgram(s)<br>                Concentration type: equal<br>                Concentration number: 20-<br>                INN or Proposed INN: Human Papillomavirus Type 45 L1 protein<br>                Concentration unit: µg microgram(s)<br>                Concentration type: equal<br>                Concentration number: 20-<br>                INN or Proposed INN: Human Papillomavirus Type 52 L1 protein<br>                Concentration unit: µg microgram(s)<br>                Concentration type: equal<br>                Concentration number: 20-<br>                INN or Proposed INN: Human Papi,Yes,NA,NA
im,EUCTR2018-004704-19-ES,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-004704-19,<br>                Trade Name: Zerbaxa<br>                Pharmaceutical Form: Powder for solution for infusion<br>                INN or Proposed INN: Ceftolozane<br>                CAS Number: 936111-69-2<br>                Current Sponsor code: MK7625A<br>                Other descriptive name: CEFTOLOZANE SULFATE<br>                Concentration unit: g gram(s)<br>                Concentration type: equal<br>                Concentration number: 1-<br>                INN or Proposed INN: Tazobactam<br>                CAS Number: 89785-84-2<br>                Current Sponsor code: MK7625A<br>                Other descriptive name: TAZOBACTAM SODIUM<br>                Concentration unit: g gram(s)<br>                Concentration type: equal<br>                Concentration number: 0.5-<br><br>,NA,NA,NA
