study_arm,TrialID,url,Scientific_title,primary_purpose,multicentre,Study_design,control_arm,randomisation,blinding,prospective,Source_registry,phase_clean,region_Africa,region_N_America,region_L_America,region_Asia,region_Europe,region_Oceania,Date_enrollment_format,sample_size,Conditions,Bridging_flag,Day_inferred,Date_registration_format,Phase,Public_title,Countries,Primary_sponsor
im,JPRN-UMIN000026368,https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000029836,NA,NA,NA,Parallel Randomized,Yes,Yes,NA,No,JPRN,Undefined,No,No,No,Yes,No,No,2013-09-27,100,Sleep apnea syndrome,FALSE,FALSE,2017-03-02,Not applicable,The study of sleep apnea syndrome with nasal obstruction,Japan,"Department of Medicine, Keio University School of Medicine"
im,JPRN-UMIN000026440,https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000030003,NA,NA,NA,Single arm Non-randomized,No,Not applicable,NA,Yes,JPRN,Phase 4,No,No,No,Yes,No,No,2017-03-15,100,severe and very severe community-acquired pneumonia,FALSE,FALSE,2017-03-08,Phase IV,Clinical trial to evaluate the effect of Leucomycin A3 (Josamycin) in severe and very severe community-acquired pneumonia in Filipino children 2-5 years old ( a pilot study).,"Japan,Asia(except Japan)",Teikyo University
im,JPRN-UMIN000026706,https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000030659,NA,NA,NA,Single arm Non-randomized,No,Not applicable,NA,Yes,JPRN,Phase 2,No,No,No,Yes,No,No,2017-04-01,32,non-small-cell lung cancer with idiopathic interstitial pneumonias,FALSE,FALSE,2017-04-01,Phase II,Carboplatin with nab-paclitaxel as first-line therapy in patients with advanced non-small-cell lung cancer and idiopathic interstitial pneumonias,Japan,Kurashiki Central HospitalDepartment of Respiratory medicine
im,JPRN-UMIN000028307,https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000032402,NA,NA,NA,Parallel Randomized,Yes,Yes,NA,Yes,JPRN,Unreported,No,No,No,Yes,No,No,2017-09-01,40,ventilator-associated pneumonia(VAP),FALSE,FALSE,2017-09-01,Not selected,The study of oral care methods of mechanically ventilated patients:prospective intervention study,Japan,Nagasaki university hospital
im,JPRN-UMIN000029293,https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000033492,Comparison of immunogenicity of monovalent inactivated influenza vaccine contained Saitama strain with it contained Hong Kong strain - Comparison of immunogenicity of monovalent inactivated influenza vaccine contained Saitama strain with it contained Hong Kong strain,NA,NA,Parallel Randomized,Yes,Yes,NA,Yes,JPRN,Undefined,No,No,No,Yes,No,No,2017-10-10,100,Prevention of influenza,FALSE,FALSE,2017-09-26,Not applicable,Comparison of immunogenicity of monovalent inactivated influenza vaccine contained Saitama strain with it contained Hong Kong strain,Japan,SOUSEIKAI Clinical Epidemiological Research Center
im,JPRN-UMIN000030830,https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000035189,NA,NA,NA,Single arm Non-randomized,No,Not applicable,NA,No,JPRN,Undefined,No,No,No,Yes,No,No,1999-12-31,1,Eosinophilic pneumonia,FALSE,FALSE,2018-01-16,Not applicable,Steroids inhalation therapy in chronic eosinophilic pneumonia,Japan,Murayama Pediatrics
im,JPRN-UMIN000031674,https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000036179,A prospective multicenter randomized controlled trial for the effect of high-dose corticosteroid on refractory Mycoplasma Pneumoniae pneumonia in children - Effect of corticosteroid on Mycoplasma Pneumoniae pneumonia,NA,Yes,Parallel Randomized,Yes,Yes,NA,No,JPRN,Undefined,No,No,No,Yes,No,No,2018-08-01,46,Mycoplasma Pneumoniae pneumonia,FALSE,FALSE,2018-10-01,Not applicable,A prospective multicenter randomized controlled trial for the effect of high-dose corticosteroid on refractory Mycoplasma Pneumoniae pneumonia in children,Japan,"Nagoya University Graduate School of Medicine, Department of Pediatrics / Developmental Pediatrics"
im,JPRN-UMIN000032000,https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000036525,NA,NA,NA,Single arm Non-randomized,No,Not applicable,No,Yes,JPRN,Unreported,No,No,No,Yes,No,No,2018-04-01,5,Interstitial pneumonia,JPRN-jRCTs032180260,FALSE,2018-04-01,Not selected,A single center non randomized open-label comparative study using historical controls to verify the effectiveness of plasma exchange therapy for patients with anti-MDA 5 antibody positive rapidly progressive interstitial pneumonia,Japan,Juntendo university
im,JPRN-UMIN000032175,https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000036686,Prophylaxis of post-bronchoscopy pneumonia with antibiotics based on a risk prediction score - PPAP study,Prevention,NA,Single arm Non-randomized,No,Not applicable,NA,Yes,JPRN,Undefined,No,No,No,Yes,No,No,2018-04-17,120,pneumonia,FALSE,FALSE,2018-04-17,Not applicable,Prophylaxis of post-bronchoscopy pneumonia with antibiotics based on a risk prediction score,Japan,Tokai University School of Medicine
im,JPRN-UMIN000033314,https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000037975,NA,NA,NA,Parallel Randomized,Yes,Yes,NA,No,JPRN,Undefined,No,No,No,Yes,No,No,2018-06-08,254,Sleep apnea syndrome,FALSE,FALSE,2018-07-07,Not applicable,Study on the effect of tranexamic acid on postoperative pain in tonsillectomy,Japan,Tokyo Metropolitan Children&#39;s Medical Center
im,JPRN-UMIN000034870,https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000039755,NA,NA,NA,Parallel Randomized,Yes,Yes,Yes,Yes,JPRN,Undefined,No,No,No,Yes,No,No,2018-11-14,40,Influenza,FALSE,FALSE,2018-11-14,Not applicable,Double-blind Randomized study comparing Baloxavir Marboxil to Peramivir in pediatric patients with Influenza,Japan,"Kitano Hospital, Tazuke Kofukai Medical Research Institute.Department of Pediatrics"
main,JPRN-UMIN000034922,https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000039687,Approach to elucidate effect of ketamine on treatment resistant depression - ketamine and depression,Treatment,NA,Single arm Non-randomized,No,Not applicable,NA,Yes,JPRN,Unreported,No,No,No,Yes,No,No,2019-09-01,30,depression,FALSE,FALSE,2019-01-01,Not selected,Approach to elucidate effect of ketamine on treatment resistant depression,Japan,Hirosaki University Hospital
main,JPRN-UMIN000035457,https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000040395,Randomized trial for the prevention of high-output stoma after ileostomy formation - Prevention of High-Output Stoma trial (PHOS trial),Prevention,NA,Parallel Randomized,Yes,Yes,NA,Yes,JPRN,Unreported,No,No,No,Yes,No,No,2019-03-23,60,Colorectal disease,FALSE,FALSE,2019-03-23,Not selected,Randomized trial for the prevention of high-output stoma after ileostomy formation,Japan,Osaka Medical Collage
main,JPRN-UMIN000035638,https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000040531,NA,NA,NA,Single arm Non-randomized,No,Not applicable,NA,No,JPRN,Phase 2,No,No,No,Yes,No,No,2018-12-26,45,unresectable advanced colorectal cancer,FALSE,FALSE,2019-01-23,Phase II,A phase II study of TFTD plus Bevacizumab in patients with unresectable advanced colorectal cancer,Japan,"Department of Gastroenterological, Breast and Endocrine Surgery,Yamaguchi University Graduate School of Medicine"
main,JPRN-UMIN000036157,https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000041172,A phase II study of mFOLFOX6 after exposure to Nivolumab in advanced gastric cancer - A phase II study of mFOLFOX6 after exposure to Nivolumab in advanced gastric cancer,NA,NA,Single arm Non-randomized,No,Not applicable,NA,No,JPRN,Unreported,No,No,No,Yes,No,No,2018-08-24,24,Gastric cancer,FALSE,FALSE,2019-03-11,Not selected,Study on safety and efficacy of mFOLFOX6 after exposure to an immune checkpoint inhibitor in advanced gastric cancer,Japan,Kyoto Katsura Hospital
main,JPRN-UMIN000036183,https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000041225,Mechanism and efficacy of SGLT2 inhibitor in diabetes patients with renal anemia - SGLT2 inhibitor and renal anemia,NA,NA,Single arm Non-randomized,No,Not applicable,NA,No,JPRN,Unreported,No,No,No,Yes,No,No,2018-10-01,10,Diabetic nephropathy,FALSE,FALSE,2019-03-15,Not selected,Efficacy of SGLT2 inhibitor,Japan,Nihon University Itabashi Hospital
main,JPRN-UMIN000036236,https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000041000,Exploratory clinical study to evaluate the safety of Platelet rich plasma transplantation for the tooth transplantation - Platelet rich plasma transplantation for the tooth transplantation,NA,NA,Single arm Non-randomized,No,Not applicable,NA,Yes,JPRN,Unreported,No,No,No,Yes,No,No,2019-03-18,2,Dental caries (need to tooth extraction),FALSE,FALSE,2019-03-17,Not selected,Exploratory clinical study to evaluate the safety of Platelet rich plasma transplantation for the tooth transplantation,Japan,Juntendo University
main,JPRN-UMIN000037111,https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000042285,Comparative clinical trial of Eplerenone and Esaxerenone for hypertension with chronic heart failure - Eplerenone and Esaxerenone for hypertension with chronic heart failure,NA,NA,Cross-over Randomized,Yes,Yes,NA,No,JPRN,Unreported,No,No,No,Yes,No,No,2019-05-10,60,Hypertension with chronic heart failure,FALSE,FALSE,2019-06-19,Not selected,Comparative clinical trial of Eplerenone and Esaxerenone for hypertension with chronic heart failure,Japan,Sekino Hospital
main,JPRN-UMIN000037239,https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000042464,Evaluation of the efficacy of romosozumab for glucocorticoid-induced osteoporosis in initial glucocorticoid administration patients - Evaluation of the efficacy of romosozumab for glucocorticoid-induced osteoporosis in initial glucocorticoid administration patients,NA,NA,Parallel Randomized,Yes,Yes,NA,No,JPRN,Undefined,No,No,No,Yes,No,No,2019-07-01,90,glucocorticoid-induced osteoporosis,FALSE,FALSE,2019-07-07,Not applicable,Evaluation of the efficacy of romosozumab for glucocorticoid-induced osteoporosis in initial glucocorticoid administration patients,Japan,"Division of Rheumatology, Department of Internal Medicine, Toho University School of Medicine"
im,JPRN-UMIN000037464,https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000042262,Open-label randomized comparative study of ceftriaxone vs. ampicillin/sulbactam in adults with mild to moderate community-acquired pneumonia - Comparative study of ceftriaxone vs. ampicillin/sulbactam in adult community-acquired pneumonia,NA,NA,Parallel Randomized,Yes,Yes,No,No,JPRN,Phase 4,No,No,No,Yes,No,No,2002-06-03,120,Community-acquired pneumonia,FALSE,FALSE,2019-07-25,Phase IV,Open-label randomized comparative study of ceftriaxone vs. ampicillin/sulbactam in adults with mild to moderate community-acquired pneumonia,Japan,Ono Municipal Hospital
main,JPRN-UMIN000037946,https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000041477,Impact of switching to single dosing regimen of antipsychotics on medication adherence in schizophrenia: A randomized controlled trial - Impact of switching to single dosing regimen of antipsychotics on medication adherence in schizophrenia: A randomized controlled trial,NA,NA,Parallel Randomized,Yes,Yes,NA,Yes,JPRN,Undefined,No,No,No,Yes,No,No,2019-09-06,100,Schizophrenia,FALSE,FALSE,2019-09-06,Not applicable,Impact of switching to single dosing regimen of antipsychotics on medication adherence in schizophrenia: A randomized controlled trial,Japan,Yamanashi Prefectural Kita Hospital
main,JPRN-UMIN000038214,https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000043328,Effect of anesthetic agents on nociceptive evoked potentials - Effect of anesthetic agents on nociceptive evoked potentials,NA,NA,Parallel Non-randomized,Yes,No,NA,No,JPRN,Unreported,No,No,No,Yes,No,No,2019-10-01,30,patients who get general anesthesia,FALSE,FALSE,2019-10-20,Not selected,Effect of anesthetic agents on nociceptive evoked potentials,Japan,Shinshu University School of Medicine
main,JPRN-UMIN000038738,https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000044169,Phase II study of modified nab-paclitaxel plus gemcitabine in elderly patients over 75 years with unresectable advanced pancreatic cancer - Phase II study of modified nab-paclitaxel plus gemcitabine in elderly patients over 75 years with unresectable advanced pancreatic cancer,NA,NA,Single arm Non-randomized,No,Not applicable,NA,Yes,JPRN,Unreported,No,No,No,Yes,No,No,2019-11-29,40,The unresectable advanced pancreatic cancer in elderly patients over 75 years,FALSE,FALSE,2019-11-29,Not selected,Phase II study of modified nab-paclitaxel plus gemcitabine in elderly patients over 75 years with unresectable advanced pancreatic cancer,Japan,Aichi Medical University
main,JPRN-UMIN000038747,https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000044174,Effect of immunotherapy on oncological and patientst reported outcomes in patients with urothelial cancer - Effect of immunotherapy on oncological and patientst reported outcomes in patients with urothelial cancer,NA,NA,Parallel Non-randomized,Yes,No,NA,Yes,JPRN,Unreported,No,No,No,Yes,No,No,2019-12-01,200,Urothelial carcinoma,FALSE,FALSE,2019-12-01,Not selected,Effect of immunotherapy on oncological and patientst reported outcomes in patients with urothelial cancer,Japan,Hirosaki Univ.
covid,JPRN-UMIN000040407,https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000046108,"Immunological efficacy of Jinhua Qinggan Granule for COVID-19: an open-label, single-arm trial - COVID-19/Jinhua Qinggan Granule",NA,NA,Single arm Non-randomized,No,Not applicable,No,Yes,JPRN,Unreported,No,No,No,Yes,No,No,2020-05-15,15,COVID-19,FALSE,FALSE,2020-05-15,Not selected,Immunological efficacy of Jinhua Qinggan Granule for COVID-19,Japan,"Administration Department, Takanawa Clinic"
main,KCT0003479,http://cris.nih.go.kr/cris/en/search/search_result_st01.jsp?seq=12940,Clinical efficacy of toothpaste with anticalculus agent in chronic periodontitis: Randomized controlled clinical trial.,Treatment,NA,"Primary Purpose : Treatment, Intervention Model : Parallel, Blinding/Masking : Double, Blinding Target : Subject, Investigator, Allocation : RCT",Yes,Yes,Yes,No,KCT,Undefined,No,No,No,Yes,No,No,2018-04-06,80,;Not Applicable,FALSE,FALSE,2019-02-08,Not applicable,Clinical efficacy of toothpaste with anticalculus agent,"Korea, Republic of",AmorePacific
main,KCT0003670,http://cris.nih.go.kr/cris/en/search/search_result_st01.jsp?seq=13131,The study on comparison between Hytrin Single therapy and Hinechol and Hytrin combined therapy on patients with Benign prostatic hyperplasia accompanied with Lower urinary Tract Symptom,Treatment,NA,"Primary Purpose : Treatment, Intervention Model : Parallel, Blinding/Masking : Open, Allocation : RCT",Yes,Yes,No,Yes,KCT,Phase 4,No,No,No,Yes,No,No,2019-04-30,130,;Diseases of The genitoruinary system,FALSE,FALSE,2019-03-26,Phase4,The study on comparison between Hytrin Single therapy and Hinechol and Hytrin combined therapy with Lower urinary tract symptom,"Korea, Republic of",Dongguk University Ilsan Hospital
main,KCT0003735,http://cris.nih.go.kr/cris/en/search/search_result_st01.jsp?seq=13675,"Effect of Codonopsis lanceolata Extract on Blood Pressure, Blood Lipid and Oxidative Stress in Pre-hypertensive Adults",Prevention,NA,"Primary Purpose : Prevention, Intervention Model : Parallel, Blinding/Masking : Double, Blinding Target : Subject, Investigator, Outcome Accessor, Allocation : RCT",Yes,Yes,Yes,No,KCT,Phase 1,No,No,No,Yes,No,No,2018-09-01,80,;Not Applicable,FALSE,FALSE,2019-04-10,Phase1,Effect of Codonopsis lanceolata Extract on Blood Pressure in Pre-hypertensive Adults,"Korea, Republic of",Korea University
main,KCT0003790,http://cris.nih.go.kr/cris/en/search/search_result_st01.jsp?seq=16825,Comparative study on long term knee function by postoperative pain control using medication between selective COX-2 inhibitor and naproxen + esomeprazole after arthroscopic meniscus operation,Treatment,NA,"Primary Purpose : Treatment, Intervention Model : Parallel, Blinding/Masking : Open, Allocation : RCT",Yes,Yes,No,Yes,KCT,Undefined,No,No,No,Yes,No,No,2019-05-19,52,;Diseases of the musculo-skeletal system and connective tissue,FALSE,FALSE,2019-04-16,Not applicable,Comparison of long-term effects on knee joint function between selective cox-2 inhibitor and naproxen + esomeprazole combination regimen after arthroscopic meniscus operation,"Korea, Republic of","Yonsei University Health System, Severance Hospital"
main,KCT0003885,http://cris.nih.go.kr/cris/en/search/search_result_st01.jsp?seq=16273,A randomized phase II study of acyclovir for the prevention of chemotherapy-induced oral mucositis in patients undergoing autologous hematopoietic stem cell transplantation,Treatment,NA,"Primary Purpose : Treatment, Intervention Model : Parallel, Blinding/Masking : Open, Allocation : RCT",Yes,Yes,No,Yes,KCT,Phase 2,No,No,No,Yes,No,No,2019-06-24,54,;Diseases of the blood and blood -forming organs and certain disorders involving the immune mechanism,FALSE,FALSE,2019-05-03,Phase2,A Study for the role of acyclovir  to prevent chemotherapy-induced oral mucositis in patients undergoing autologous hematopoietic stem cell transplantation,"Korea, Republic of",Seoul National University Hospital
main,KCT0003991,http://cris.nih.go.kr/cris/en/search/search_result_st01.jsp?seq=17500,Comparison of aspirin versus aspirin plus clopidogrel for prevention of saphenous vein graft occlusion following coronary artery bypass grafting.,Treatment,NA,"Primary Purpose : Treatment, Intervention Model : Parallel, Blinding/Masking : Open, Allocation : RCT",Yes,Yes,No,Yes,KCT,Phase 4,No,No,No,Yes,No,No,2019-09-02,400,;Diseases of the circulatory system,FALSE,FALSE,2019-05-27,Phase4,Comparison of aspirin versus aspirin plus clopidogrel for prevention of saphenous vein graft occlusion following coronary artery bypass grafting.,"Korea, Republic of",Asan Medical Center
main,KCT0004010,http://cris.nih.go.kr/cris/en/search/search_result_st01.jsp?seq=11755,"A Phase II trial to evaluate the efficacy of Bortezomib, Cytarabine, and Dexamethasone in patients with relapsed or refractory mantle cell lymphoma",Treatment,NA,"Primary Purpose : Treatment, Intervention Model : Single Group, Blinding/Masking : Open, Allocation : Not Applicable",No,Not applicable,No,No,KCT,Phase 2,No,No,No,Yes,No,No,2016-10-11,32,;Diseases of the blood and blood -forming organs and certain disorders involving the immune mechanism,FALSE,FALSE,2019-05-30,Phase2,"A Phase II trial to evaluate the efficacy of Bortezomib, Cytarabine, and Dexamethasone in patients with relapsed or refractory mantle cell lymphoma","Korea, Republic of",Seoul National University Hospital
main,KCT0004020,http://cris.nih.go.kr/cris/en/search/search_result_st01.jsp?seq=14240,Effect of Intravenous Ferric Carboxymaltose on Hemoglobin Response Among Patients With Acute Isovolemic Anemia after Reverse Total Shoulder Arthroplasty,Treatment,NA,"Primary Purpose : Treatment, Intervention Model : Single Group, Blinding/Masking : Open, Allocation : Not Applicable",No,Not applicable,No,Yes,KCT,Phase 4,No,No,No,Yes,No,No,2019-06-24,80,;Diseases of the musculo-skeletal system and connective tissue,FALSE,FALSE,2019-05-31,Phase4,Effect of Intravenous Ferric Carboxymaltose on Hemoglobin Response Among Patients With Acute Isovolemic Anemia after Reverse Total Shoulder Arthroplasty,"Korea, Republic of","The Catholic University of Korea, Seoul St. Mary&#39;s Hospital"
main,KCT0004066,http://cris.nih.go.kr/cris/en/search/search_result_st01.jsp?seq=12372,Efficacy and safety of gefitinib monotherapy for all types of refractory cancer patients with EGFR amplification,Treatment,NA,"Primary Purpose : Treatment, Intervention Model : Single Group, Blinding/Masking : Open, Allocation : Not Applicable",No,Not applicable,No,No,KCT,Phase 2,No,No,No,Yes,No,No,2014-12-10,3,;Neoplasms,FALSE,FALSE,2019-06-14,Phase2,Efficacy and safety of gefitinib monotherapy for all types of refractory cancer patients with EGFR amplification,"Korea, Republic of",Samsung Medical Center
main,KCT0004084,http://cris.nih.go.kr/cris/en/search/search_result_st01.jsp?seq=12043,The effect of Motilitone to Gastric Emptying time in patients with DIstal Gastrectomy (MOGEDIG study),Other,NA,"Primary Purpose : Supportive Care, Intervention Model : Single Group, Blinding/Masking : Open, Allocation : Not Applicable",No,Not applicable,No,No,KCT,Phase 4,No,No,No,Yes,No,No,2018-04-18,30,;Neoplasms,FALSE,FALSE,2019-06-21,Phase4,The effect of Motilitone to Gastric Emptying time in patients with DIstal Gastrectomy,"Korea, Republic of",Chung-Ang Univerisity Hospital
main,KCT0004134,http://cris.nih.go.kr/cris/en/search/search_result_st01.jsp?seq=16631,"The effectiveness of Steroid in the Selective Nerve Root Block of Lumbar Radiculopathy: A Double Blind, Randomized Controlled Clinical Trial",Treatment,NA,"Primary Purpose : Treatment, Intervention Model : Parallel, Blinding/Masking : Double, Blinding Target : Subject, Investigator, Allocation : RCT",Yes,Yes,Yes,Yes,KCT,Undefined,No,No,No,Yes,No,No,2019-08-02,40,;Diseases of the musculo-skeletal system and connective tissue,FALSE,FALSE,2019-07-11,Not applicable,Necessity of steroid in Selective Nerve Root Block,"Korea, Republic of",Daegu Catholic University Medical Center
main,KCT0004189,http://cris.nih.go.kr/cris/en/search/search_result_st01.jsp?seq=14399,Neoadjuvant nivolumab for operable esophageal squamous cell carcinoma,Treatment,NA,"Primary Purpose : Treatment, Intervention Model : Single Group, Blinding/Masking : Open, Allocation : Not Applicable",No,Not applicable,No,Yes,KCT,Phase 2,No,No,No,Yes,No,No,2019-09-30,20,;Neoplasms,FALSE,FALSE,2019-08-12,Phase2,Clinical studies confirming the usefulness of preoperative nivolumab treatment for operable esophageal squamous cell carcinoma,"Korea, Republic of",Samsung Medical Center
covid,LBCTR2020043495,https://lbctr.moph.gov.lb/Trials/Details/4658,An international randomised trial of additional  treatments for COVID-19 in hospitalised patients who are all receiving the local standard of care - SOLIDARITY,Treatment,NA,Allocation: Randomized controlled trial;Masking: Open (masking not used);Control: Active;Assignment: Parallel;Purpose: Treatment,Yes,Yes,No,No,LBCTR,Phase 3,No,No,No,Yes,No,No,2020-04-27,1000,COVID-19 <br>Covid-19;B34.2;Covid-19,FALSE,FALSE,2020-11-04,3,An international randomised trial of additional  treatments for COVID-19 in hospitalised patients who are all receiving the local standard of care,Lebanon,WHO
im,NCT02655133,https://clinicaltrials.gov/show/NCT02655133,Effects on Sublingual Microcirculation of IgGAM Immunoglobulins (Pentaglobin®) in Severe Septic/Septic Shock Patients: a Randomized Controller Trial.,Treatment,NA,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor).",Yes,Yes,Yes,No,CT.gov,Phase 2,No,No,No,No,Yes,No,2016-01-01,20,Severe Sepsis;Septic Shock;Severe Sepsis;Septic Shock;Severe Sepsis;Septic Shock,FALSE,TRUE,2016-01-07,Phase 2,Effects on Microcirculation of IgGAM in Severe Septic/Septic Shock Patients.,Italy;Italy;Italy;Italy;Italy;Italy,Università Politecnica delle Marche
im,NCT02656160,https://clinicaltrials.gov/show/NCT02656160,The Effect of Dalfampridine (4-aminopyridine) on Genioglossus Muscle Activity During Wakefulness and Sleep in Healthy Control Subjects,Treatment,NA,Allocation: Randomized. Intervention model: Crossover Assignment. Primary purpose: Treatment. Masking: Single (Investigator).,Yes,Yes,Yes,No,CT.gov,Phase 2,No,Yes,No,No,No,No,2016-01-01,13,"Sleep Apnea, Obstructive;Sleep Apnea, Obstructive;Sleep Apnea, Obstructive;Sleep Apnea, Obstructive",FALSE,TRUE,2016-01-12,Phase 2,Effect of Dalfampridine (4-AP) on Genioglossus Muscle Activity in Healthy Adults,United States;United States;United States;United States;United States,Brigham and Women's Hospital
im,NCT02665351,https://clinicaltrials.gov/show/NCT02665351,"A Phase 2, Pilot, Open-label, Randomized Study of the Antiviral Activity, Safety, and Tolerability of Intravenous Peramivir in Adult Hospitalized Subjects With Confirmed Influenza Infection",Treatment,NA,"Allocation: Randomized, Endpoint Classification: Efficacy Study, Intervention Model: Parallel Assignment, Masking: Open Label, Primary Purpose: Treatment",Yes,Yes,No,No,CT.gov,Phase 3,No,No,No,Yes,No,No,2011-02-01,16,Influenza,FALSE,TRUE,2016-01-22,Phase 2/Phase 3,Peramivir Treatment Response in Adults Hospitalized for Influenza-associated Lower Respiratory Tract Infections,China,Chinese University of Hong Kong
im,NCT02665871,https://clinicaltrials.gov/show/NCT02665871,NA,Prevention,NA,"Allocation: Randomized, Endpoint Classification: Safety Study, Intervention Model: Parallel Assignment, Masking: Double Blind (Subject, Investigator), Primary Purpose: Prevention",Yes,Yes,Yes,Yes,CT.gov,Phase 1,NA,NA,NA,NA,NA,NA,2016-03-01,80,Influenza,FALSE,TRUE,2016-01-21,Phase 1,Safety Study of Freeze-dried Live Attenuated Influenza Vaccine for Intranasal Administration in Chinese Adults Aged 3 Years and Older,NULL,Beijing Chaoyang District Centre for Disease Control and Prevention
im,NCT02677493,https://clinicaltrials.gov/show/NCT02677493,"A Multicenter, Randomized, Double-blind, Active-controlled, Parallel Phase III Study to Investigate the Immunogenicity and Safety of 'IL-YANG Quadrivalent Influenza Vaccine Inj.' After Intramuscular Administration in Healthy Adult Subjects",Treatment,Yes,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor).",Yes,Yes,Yes,No,CT.gov,Phase 3,NA,NA,NA,NA,NA,NA,2015-10-01,1794,Influenza;Influenza;Influenza;Influenza,FALSE,TRUE,2016-02-03,Phase 3,Study to Evaluate the Immunogenicity and Safety of 'IL-YANG Quadrivalent Influenza Vaccine Inj.',NULL,"Il-Yang Pharm. Co., Ltd."
im,NCT02677584,https://clinicaltrials.gov/show/NCT02677584,Prophylactic Versus Therapeutic Caffeine for Apnea of Prematurity,Treatment,NA,"Allocation: Randomized, Endpoint Classification: Efficacy Study, Intervention Model: Parallel Assignment, Masking: Single Blind (Investigator), Primary Purpose: Treatment",Yes,Yes,Yes,No,CT.gov,Undefined,Yes,No,No,No,No,No,2015-03-01,180,Apnea,FALSE,TRUE,2016-01-03,N/A,Prophylactic Versus Therapeutic Caffeine for Apnea of Prematurity,Egypt,Mansoura University Children Hospital
im,NCT02678195,https://clinicaltrials.gov/show/NCT02678195,"Double-blind Randomized Controlled Clinical Trial of 3 Days Versus 5 Days Amoxicillin Dispersible Tablets for Chest-indrawing Childhood Pneumonia Among Children 2-59 Months of Age Presenting to Kamuzu Central Hospital in Lilongwe, Malawi",Treatment,NA,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor).",Yes,Yes,Yes,Yes,CT.gov,Phase 4,Yes,No,No,No,No,No,2016-03-01,3000,Pneumonia,FALSE,TRUE,2016-02-03,Phase 4,3 Days Versus 5 Days Amoxicillin for Chest-indrawing Childhood Pneumonia in Malawi,Malawi,Save the Children
im,NCT02680002,https://clinicaltrials.gov/show/NCT02680002,"Randomized, Double-Blinded, Phase 2 Study to Assess Safety & Immunogenicity of Stored Inactivated Monovalent Influenza A/Vietnam/H5N1 Virus Vaccine Administered Intramuscularly at Different Dose Levels Given With & Without Stored MF59® Adjuvant",Prevention,NA,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Prevention. Masking: Triple (Participant, Investigator, Outcomes Assessor).",Yes,Yes,Yes,Yes,CT.gov,Phase 2,No,Yes,No,No,No,No,2016-03-01,422,A/Vietnam/H5N1 Influenza Virus;A/Vietnam/H5N1 Influenza Virus;A/Vietnam/H5N1 Influenza Virus;A/Vietnam/H5N1 Influenza Virus,FALSE,TRUE,2016-01-26,Phase 2,Assess the Safety & Immunogenicity of Stored Inactivated Influenza H5N1 Virus Vaccine Given With & Without Stored MF59 Adjuvant,United States;United States;United States;United States;United States,Biomedical Advanced Research and Development Authority
