study_arm,TrialID,url,Scientific_title,primary_purpose,multicentre,Study_design,control_arm,randomisation,blinding,prospective,Source_registry,phase_clean,region_Africa,region_N_America,region_L_America,region_Asia,region_Europe,region_Oceania,Date_enrollment_format,sample_size,Conditions,Bridging_flag,Day_inferred,Date_registration_format,Phase,Public_title,Countries,Primary_sponsor
covid,IRCT20160131026298N4,http://en.irct.ir/trial/49925,Pilot clinical trial to evaluate the effectiveness of Herbal Cyclotide complex syrup as a prevention of disease complications in people exposed to COVID-19 virus,Prevention,NA,"Randomization: Randomized, Blinding: Not blinded, Placebo: Not used, Assignment: Parallel, Purpose: Prevention, Randomization description: Randomization will be by block randomization (quadruple random blocks). Randomization units are individuals. 60 outpatients referred to the hospital emergency department are allocated in one of the two intervention and control groupsaccording to  form of random string produced by online random allocation . This study is a non-concealed method and people in the intervention group will receive the intervention drug to prevent COVID-19 complications, but in the control group the drug is not used.",Yes,Yes,No,No,IRCT,Phase 3,No,No,No,Yes,No,No,2020-04-20,60,"COVID-19 viral disease. <br>Coronavirus infection, unspecified;B34.2",FALSE,FALSE,2020-08-04,2-3,Evaluation of the effectiveness of Cyclotide complex herbal syrup in preventing COVID-19 virus in exposed individuals,Iran (Islamic Republic of),Bagheiat-allah University of Medical Sciences
im,IRCT20160307026950N12,http://en.irct.ir/trial/39198,"Comparison of the effects of midazolam and dexmedetomidine on sedation levels, hemodynamics and complications in patients under brain stereotaxic surgery",Treatment,NA,"Randomization: Randomized, Blinding: Double blinded, Placebo: Not used, Assignment: Parallel, Purpose: Treatment, Randomization description: patients randomly assigned to two different groups A and B with Random Allocation computer software, Blinding description: patients and anesthetic technician did not know about administering drugs.",Yes,Yes,Yes,No,IRCT,Phase 3,No,No,No,Yes,No,No,2017-09-23,64,"Condition 1: respiratory apnea. Condition 2: systolic and diastolic blood pressure. Condition 3: heart rate. Condition 4: drug sedation level. Condition 5: bleeding. Condition 6: oxygen saturation level. <br>Apnea, not elsewhere classified <br>Hypotension due to drugs <br>Bradycardia, unspecified <br>Sedatives, hypnotics and antianxiety drugs <br>Haemorrhage and haematoma complicating a procedure, not elsewhere classified <br>Asphyxia and hypoxemia;R06.81;I95.2;R00.1;T81.0;R09.0",FALSE,FALSE,2019-06-06,3,The effects of midazolam and dexmedetomidine in patients under stereotaxic surgery,Iran (Islamic Republic of),Esfahan University of Medical Sciences
covid,IRCT20160310026998N11,http://en.irct.ir/trial/46690,Effect of metformin in COVID-19 mortality rate and symptom improvement,Treatment,NA,"Randomization: Randomized, Blinding: Not blinded, Placebo: Not used, Assignment: Parallel, Purpose: Treatment, Randomization description: Simple randomization generated with computer from 1 to 200. Computer will divide digits between two groups. According to the sequences of admission they will go to control or metformin group regarding computerized random list.",Yes,Yes,No,No,IRCT,Phase 3,No,No,No,Yes,No,No,2020-03-20,200,"corona virus or COVID-19. <br>Coronavirus infection, unspecified;B34.2",FALSE,FALSE,2020-03-27,3,Effect of metformin in COVID-19  symptom improvement and death,Iran (Islamic Republic of),Tabriz University of Medical Sciences
im,IRCT2016040316473N5,http://en.irct.ir/trial/15412,Comparing the effect of albumin and crystalloid serum as resuscitation fluid in survival of patients with severe sepsis shock,Treatment,NA,"Randomization: Randomized, Blinding: Not blinded, Placebo: Not used, Assignment: Parallel, Purpose: Treatment.",Yes,Yes,No,No,IRCT,Phase 3,No,No,No,Yes,No,No,2016-06-04,20,Septic shock. <br>Septic shock;Septic shock,FALSE,FALSE,2016-07-06,3,Comparing the effect of albumin and crystalloid serum as resuscitation fluid in survival of patients with severe sepsis shock,Iran (Islamic Republic of),"Vice chancellor for research, Tabriz University Of Medical Sciences."
im,IRCT2016052828134N1,http://en.irct.ir/trial/22888,Effects of Botanical mouthwash of Aloe Vera  on ventilator associated pneumonia of patients having Endotracheal tube hospitalized in the Intensive Care Unit,Prevention,NA,"Randomization: Randomized, Blinding: Double blinded, Placebo: Not used, Assignment: Parallel, Purpose: Prevention.",Yes,Yes,Yes,No,IRCT,Phase 2,No,No,No,Yes,No,No,2016-01-30,79,Condition 1: Pneumonia. Condition 2: dental plaque. Condition 3: dental plaque. <br>Influenza and pneumonia <br>Deposits [accretions] on teeth <br>Caries of dentine;Influenza and pneumonia;Deposits [accretions] on teeth;Caries of dentine,FALSE,FALSE,2016-06-21,2,Effects of Botanical mouthwash of Aloe Vera  on ventilator associated pneumonia of patients having Endotracheal tube hospitalized in the Intensive Care Unit,Iran (Islamic Republic of),Research Deputy of Shahid Beheshti university of medical sciences
covid,IRCT20161206031256N3,http://en.irct.ir/trial/48329,Evaluation and comparison of the effect of two interferon alpha and beta antiviral drugs on the prognosis of patients with COVID 19,Treatment,NA,"Randomization: Randomized, Blinding: Triple blinded, Placebo: Used, Assignment: Crossover, Purpose: Treatment, Randomization description: Simple Randomization using the envelope placement method, Blinding description: Eligible patient will be randomized in 4 groups, two groups will receive interferon (alpha or beta) and two group will receive placebo. the subjects, investigator, and the data analysts will remain blinded.",Yes,Yes,Yes,No,IRCT,Phase 3,No,No,No,Yes,No,No,2020-05-23,76,COVID-19. <br>the code for the confirmed diagnosis of COVID-19;RA01.0.,FALSE,FALSE,2020-06-02,2-3,Using interferon to treat COVID-19,Iran (Islamic Republic of);Iran (Islamic Republic of),Mashhad University of Medical Sciences
covid,IRCT20170207032444N3,http://en.irct.ir/trial/47119,The efficacy and safety of Thalidomide in severe Covid19 pneumonia: Arandomized controlled clinical trial,Treatment,NA,"Randomization: Randomized, Blinding: Not blinded, Placebo: Not used, Assignment: Parallel, Purpose: Treatment, Randomization description: Block randomization will be done. We use random allocation service for randomization. There is no allocation concealment.",Yes,Yes,No,No,IRCT,Phase 3,No,No,No,Yes,No,No,2020-04-15,60,COVID19. <br>disease diagnosis of COVID-19 confirmed by laboratory testing.;U07.1,FALSE,FALSE,2020-04-17,3,Thalidomide in COVID19,Iran (Islamic Republic of),Esfahan University of Medical Sciences
main,IRCT20171230038142N8,http://en.irct.ir/trial/38309,A Comparative Study on the Effect of Handmade Del Nido Cardioplegia Solution with Handmade St. Thomas Cardioplegia Solution in terms of Quantitative Levels of Cardiac Troponin I and Phosphocreatine kinase MB  in Ventricular Septal Defect Repair in Pediatric Cardiac Surgery.,Treatment,NA,"Randomization: Randomized, Blinding: Single blinded, Placebo: Not used, Assignment: Parallel, Purpose: Treatment, Randomization description: Female or male patients undergoing surgical repair of large-inferior ventricular diarrhea were easily and conveniently distributed in Chamran Hospital in Isfahan. Then they are randomly assigned random allocation and random numbers in two groups of 30, which will be used in a group of St. Thomas's handmade solution and in another group of Del NIDO solution, Blinding description: The samples are not aware of the therapeutic type and only the presenter is aware of the categorization of patients in each treatment group. Because these two solutions are injected during surgery, so patients are unaware of their drug type.",Yes,Yes,Yes,No,IRCT,Phase 3,No,No,No,Yes,No,No,2019-01-21,60,Ventricular Septal Defect Repair. <br>Ventricular septal defect as current complication following acute myocardial infarction,FALSE,FALSE,2019-03-16,2-3,The Effect of Handmade Del Nido Cardioplegia Solution with Handmade St. Thomas Cardioplegia Solution in terms of Quantitative Levels of Cardiac Troponin I and Phosphocreatine kinase MB.,Iran (Islamic Republic of),Esfahan University of Medical Sciences
im,IRCT20180826040877N1,http://en.irct.ir/trial/33535,Evaluation of the effect of intratracheal Salbutamol in addition to Surfactant on clinical course of neonates with respiratory distress syndrome with gestational age less than 34 weeks and 7 days and more than 1000 g weight,Treatment,NA,"Randomization: Not randomized, Blinding: Not blinded, Placebo: Not used, Assignment: Parallel, Purpose: Treatment.",Yes,No,No,No,IRCT,Undefined,No,No,No,Yes,No,No,2017-03-21,84,Respiratory distress syndrome. <br>Respiratory distress syndrome of newborn,FALSE,FALSE,2019-01-15,N/A,Salbutamol and neonatal respiratory distress syndrome,Iran (Islamic Republic of),Esfahan University of Medical Sciences
main,IRCT20180903040941N1,http://en.irct.ir/trial/33681,"The effect of  Matricaria chamomilla L. on insulin resistance, inflammatory status and other related indices in patients with non-alcoholic fatty liver",Treatment,NA,"Randomization: Randomized, Blinding: Double blinded, Placebo: Used, Assignment: Parallel, Purpose: Treatment, Randomization description: Randomization method: Simple randomization Random unit: Individual Randomization Tool: Random Numbers, Blinding description: Participants and researchers will not be aware of the study groups. Drug capsules and placebo capsules are also similar to each other and they are only labeled A and B.",Yes,Yes,Yes,Yes,IRCT,Undefined,No,No,No,Yes,No,No,2019-06-05,44,"non alcoholic fatty liver. <br>Fatty (change of) liver, not elsewhere classified;K76.0",FALSE,FALSE,2019-06-03,N/A,To evaluate effects of Matricaria chamomilla L. on patients with non alcoholic fatty liver disease,Iran (Islamic Republic of),Fasa University of Medical Sciences
covid,IRCT20180923041093N3,http://en.irct.ir/trial/46721,Efficacy of the myrtle (Myrtus Communis) syrup in the treatment of suspected novel coronavirus pneumonia (COVID-19),Treatment,NA,"Randomization: Randomized, Blinding: Not blinded, Placebo: Not used, Assignment: Parallel, Purpose: Treatment, Randomization description: Patients will be selected according to the inclusion criteria and then randomly assigned to the experimental and control groups according to the random sequence obtained through random allocation software.",Yes,Yes,No,Yes,IRCT,Phase 3,No,No,No,Yes,No,No,2020-04-02,70,COVID-19. <br>COVID-19;U07.1,FALSE,FALSE,2020-03-28,3,Efficacy of the myrtle syrup in the treatment of novel corona,Iran (Islamic Republic of),Kerman University of Medical Sciences
im,IRCT20181109041596N1,http://en.irct.ir/trial/35097,"Evaluation of effect of fluoxetine on the clinical prognosis in patients with anterior ischemic optic neuropathy (AION) according to evaluations of visual acuity and VEP tests as main outcomes, in comparison between drug and placebo groups.",Treatment,NA,"Randomization: Randomized, Blinding: Double blinded, Placebo: Used, Assignment: Other, Purpose: Treatment, Randomization description: In order to randomize allocation of patients in each group of study, we'll use the permuted block randomization method by means of blocks with 4 in size. According to the number of patients in each group of study (100 patients in each group), 25 blocks of four by means of online website  (www.sealedenvelope.com) will produce. For concealment, during randomization we'll use specific codes written on drug or placebo boxes which have been produced by computer. Each patient who enters the study will receive a box of drug or placebo according to the, Blinding description: During this study, participant will not be aware about if he receiving the drug or placebo because the shape and other features of boxes of both drugs and placebos are the same. The interviewer and investigator also will not be aware of which patients have received drug or place",Yes,Yes,Yes,No,IRCT,Phase 3,No,No,No,Yes,No,No,2018-12-22,100,"AION; Anterior ischemic optic neuropathy: is a condition in which the optic nerve is affected by ischemia at its anterior section (intraocular), AION has two types: arteritic and non arteritic types. arteritic type dominantly results from giant cell arteritis. The etiologies suggested for non arteritic type contains: diabetes mellitus, hypertension and obstructive sleep apnea. This research spends to non arteritic type of disease..",FALSE,FALSE,2019-01-07,3,Evaluation of effect of fluoxetine on the clinical prognosis in patients with anterior ischemic optic neuropathy (AION),Iran (Islamic Republic of),Iran University of Medical Sciences
main,IRCT20181207041876N1,http://en.irct.ir/trial/35752,"The effect of Caraway powder consumption on glycemic indices, lipid profile and Serum levels of nesfatin-1 in overweight and obese patients with type 2 diabetes",Treatment,NA,"Randomization: Randomized, Blinding: Double blinded, Placebo: Used, Assignment: Parallel, Purpose: Treatment, Randomization description: For randomization,permuted block randomization will be used with Fourth blocks. According to the 48-sampled sample size, 12 Fourth block will be produced using the online site (www.sealedenvelope.com), Blinding description: All capsules given to participants in the intervention and placebo groups are  same size and color, and all of the participants will not be informed about difference between the Caraway and  placebo capsules. This is performed by a non-researcher person such as Nurses or treatment staff and will not be informed about  difference between the Caraway and placebo capsules.",Yes,Yes,Yes,Yes,IRCT,Phase 3,No,No,No,Yes,No,No,2019-04-09,48,type 2 diabetes. <br>Type 2 diabetes mellitus without complications,FALSE,FALSE,2019-01-18,3,Effect of Caraway Powder consumption on the Treatment of Type 2 Diabetes,Iran (Islamic Republic of),Zahedan University of Medical Sciences
main,IRCT20190122042450N3,http://en.irct.ir/trial/38419,Comparison of the effect of empagliflozin and pioglitazone and placebo on liver steatosis change in fibroscan in diabetic patients with non-alcoholic fatty liver disease,Treatment,NA,"Randomization: Randomized, Blinding: Triple blinded, Placebo: Used, Assignment: Parallel, Purpose: Treatment, Randomization description: Simple randomization method, 6 blocks, Blinding description: Abidi's pharmacy place the empagliflozine and pioglitazone and placebo in unique package and label as Q, M, Z and distribute between patients by non-notofied person while patient and investigator are not informed about type of drugs. Also, health-care and staffs of labroatory and radiology and fibroscan and DEXA are not informed about type of drugs. Also, Outcome evaluator and data analyzer are not informed about type of drugs.",Yes,Yes,Yes,No,IRCT,Phase 3,No,No,No,Yes,No,No,2019-05-21,105,Condition 1: Nonalcoholic fatty liver disease. Condition 2: Diabetes type 2. <br>Nonalcoholic steatohepatitis [NASH] <br>Type 2 diabetes mellitus;K75.81,FALSE,FALSE,2019-05-24,2-3,The effect of empagliflozin on nonalcoholic fatty liver disease in diabetic patients,Iran (Islamic Republic of),Iran University of Medical Sciences
main,IRCT20190410043236N1,http://en.irct.ir/trial/38837,Effect of vitamin D on improvement of left ventricular ejection fraction in patients with systolic heart failure,Treatment,NA,"Randomization: Randomized, Blinding: Double blinded, Placebo: Used, Assignment: Parallel, Purpose: Treatment, Randomization description: In present study, simple randomization method was used, Blinding description: This double-blind study was carried out and the cardiologist who do echocardiography patients, as well as those taking medication or placebo, are blind.",Yes,Yes,Yes,No,IRCT,Phase 3,No,No,No,Yes,No,No,2016-05-02,80,Condition 1: Systolic Heart failure. Condition 2: Systolic Heart failure. <br>IX Diseases of the circulatory system <br>Left ventricular failure;130-152;150.1,FALSE,FALSE,2019-07-08,2-3,Effect of vitamin D on improvement of left ventricular ejection fraction in patients with systolic heart failure,Iran (Islamic Republic of),Zanjan University of Medical Sciences
main,IRCT20190525043702N1,http://en.irct.ir/trial/39866,Effect of antiseptic and antibiotic usage within the implant on the pro-inflammatory cytokines interleukin 1ß and interleukin 6 in gingival crevicular fluid for the contact of the implant and abutment,Prevention,NA,"Randomization: Not randomized, Blinding: Not blinded, Placebo: Not used, Assignment: Parallel, Purpose: Prevention.",Yes,No,No,No,IRCT,Undefined,No,No,No,Yes,No,No,2019-05-22,24,"Implantytis. <br>Unspecified complication of internal prosthetic device, implant and graft;T85.9",FALSE,FALSE,2019-06-05,N/A,Effect of antiseptic and antibiotic usage within the implant in gingival crevicular fluid for the contact of the implant and abutment,Iran (Islamic Republic of),Tabriz University of Medical Sciences
main,IRCT20191006044993N1,http://en.irct.ir/trial/42817,Comparison of the effect of plantago major with placebo on liver enzymes in patients with nonalcoholic fatty liver disease(NAFLD): a double-blind randomized clinical trial,Treatment,NA,"Randomization: Randomized, Blinding: Double blinded, Placebo: Used, Assignment: Parallel, Purpose: Treatment, Randomization description: The block randomization method is used using 4-way blocks and a random number table.Interventions A and B define six blocks of four.Using random numbers, we select and write blocks. Each individual is then assigned to an A or B intervention.For allocation concealment, sealed envelopes are used, so that the individual number is written on the envelope and the treatment group inside the envelope, Blinding description: The drug and placebo are coded in similar capsules and in identical packages, with the same color and aroma, and the patient, clinician, and researcher are unaware of how the drug or placebo is coded.",Yes,Yes,Yes,No,IRCT,Phase 3,No,No,No,Yes,No,No,2019-10-23,80,Non Alcoholic Fatty Liver Disease. <br>Non Alcoholic Fatty Liver Disease;K76-0,FALSE,FALSE,2019-11-05,2-3,Effect of Plantago major on nonalcoholic fatty liver disease,Iran (Islamic Republic of);Iran (Islamic Republic of),Iran University of Medical Sciences
covid,IRCT20200317046797N1,http://en.irct.ir/trial/46573,Effect of Camostate mesylate on clinical improvement and outcome of  Coronavirus (COVID-19)-induced pneumonia,Other,NA,"Randomization: Randomized, Blinding: Not blinded, Placebo: Not used, Assignment: Parallel, Purpose: Health service research, Randomization description: Simple randomization sequence will be generated with a computer from 1 to 40. The computer will divide the digits between the two groups. According to the sequence of admission, the patients will be allocated to the control or the Camostate mesylate groups regarding the sequence of computerized random list.",Yes,Yes,No,Yes,IRCT,Phase 3,No,No,No,Yes,No,No,2020-04-08,40,"Condition 1: Coronavirus (COVID-19)-induced pneumonia. Condition 2: COVID-19. <br>Other viral pneumonia <br>COVID-19, virus identified;J12.89;U07.1",FALSE,FALSE,2020-04-03,3,Effect of Camostate mesylate on the outcome of Coronavirus (COVID-19)-induced pneumonia,Iran (Islamic Republic of),Tabriz University of Medical Sciences
covid,IRCT20200324046850N3,http://en.irct.ir/trial/46718,The effect of naproxen on the healing process of patients with COVID-19,Treatment,NA,"Randomization: Randomized, Blinding: Double blinded, Placebo: Used, Assignment: Parallel, Purpose: Treatment, Randomization description: In this study, block randomization was performed using block size: 6. Allocation sequence and concealment codes are generated by www.sealedenvelope.com. The closed envelope method was used to hide the allocation sequence, Blinding description: Participants and researchers in this study are blind, and the placebo used in the control group is the pill, which is similar in appearance and color to naproxen.",Yes,Yes,Yes,Yes,IRCT,Phase 3,No,No,No,Yes,No,No,2020-04-20,80,"corona virus disease. <br>COVID-19, virus not identified;U07.2",FALSE,FALSE,2020-03-30,3,The effect of naproxen on the healing process of patients with COVID-19,Iran (Islamic Republic of),Abadan University of Medical Sciences
covid,IRCT20200409047007N1,http://en.irct.ir/trial/47058,The effect of plasma administration of COVID-19 survivors in patients with acute respiratory distress syndrome due to COVID-19,Treatment,NA,"Randomization: Not randomized, Blinding: Not blinded, Placebo: Not used, Assignment: Parallel, Purpose: Treatment.",Yes,No,No,Yes,IRCT,Undefined,No,No,No,Yes,No,No,2020-04-13,64,COVID-19 Disease. <br>COVID-19 Disease;U07.02,FALSE,FALSE,2020-04-12,N/A,Effect of COVID 19 survivors plasma in COVID 19 patients with ARDS,Iran (Islamic Republic of),Mashhad University of Medical Sciences
covid,IRCT20200518047497N1,http://en.irct.ir/trial/48289,Effect of Laris - Hyssop combined herbal distilled on the improving clinical and paraclinical symptoms in patients with COVID-19: A Randomized Controlled Trial,Treatment,NA,"Randomization: Randomized, Blinding: Triple blinded, Placebo: Used, Assignment: Parallel, Purpose: Treatment, Randomization description: Participants will be allocated to trial groups (intervention and placebo groups) randomly using Random Allocation Software (RAS) trough random block sizes of 4 and 6 with an allocation ratio of 1:1. Patients will receive a sealed bottle containing Laris-Hyssop distillate or placebo by giving 10 ml every 8 hours for 14 days. Random sequencing allocation will be produced by the person who has not to participate in the research. Bottles will be numbered from 1 to 80 according to the sequence generated. Both groups will receive routine treatments, Blinding description: This study is a randomized controlled triple blinded trial, meaning that the patients, researcher, and statistical analyst will be blind to the received active drug or placebo. Random sequencing allocation will be produced by the person who has not to participate in the research. Each",Yes,Yes,Yes,Yes,IRCT,Undefined,No,No,No,Yes,No,No,2020-05-25,80,COVID-19. <br>Novel Cronavirus Disease (COVID-19);U07.01,FALSE,FALSE,2020-05-21,N/A,Effect of Laris - Hyssop combined herbal distilled on the improving clinical and paraclinical symptoms in patients with COVID-19,Iran (Islamic Republic of);Iran (Islamic Republic of),Tabriz University of Medical Sciences
covid,IRCT20200705048011N1,http://en.irct.ir/trial/49481,The effect of garlic and cinnamon essential oil on the treatment of patients with  corona (COVID-19),Other,NA,"Randomization: Not randomized, Blinding: Not blinded, Placebo: Not used, Assignment: Parallel, Purpose: Supportive.",Yes,No,No,Yes,IRCT,Undefined,No,No,No,Yes,No,No,2020-08-22,45,"Covid-19. <br>Coronavirus infection, unspecified;B34.2",FALSE,FALSE,2020-08-16,N/A,Garlic and cinnamon on the treatment of patients with corona,Iran (Islamic Republic of),Sabzevar University of Medical Sciences
covid,IRCT20201004048922N1,http://en.irct.ir/trial/51443,Evaluation of the effectiveness of intravenous infusion of human COVID-19 hyperimmune plasma with specific antibody titer in hospitalized patients with Covid-19: a randomized clinical trial,Treatment,NA,"Randomization: Randomized, Blinding: Not blinded, Placebo: Not used, Assignment: Parallel, Purpose: Treatment, Randomization description: In this study, the Block Randomization method will be used. To perform, by visiting the site www.sealedenvelope.com, while entering the number of intervention groups, sample size, block size (which was selected according to the number of study groups, 6), a random list of patients in 3 groups will be obtained that this list will be used for random allocation of patients.",Yes,Yes,No,Yes,IRCT,Phase 3,No,No,No,Yes,No,No,2020-10-11,75,COVID-19. <br>Covid-19;U07.1,FALSE,FALSE,2020-10-10,3,Evaluation of the effectiveness of intravenous infusion of human COVID-19 hyperimmune plasma with specific antibody titer in hospitalized patients with Covid-19: a randomized clinical trial,Iran (Islamic Republic of),Tehran University of Medical Sciences
covid,IRCT20201016049048N1,http://en.irct.ir/trial/51767,Evaluation of the effectiveness of Iranian Borage Aerial Part infusion on the management of Covid-19 mild to moderate symptoms: a clinical trial,Treatment,NA,"Randomization: Randomized, Blinding: Double blinded, Placebo: Used, Assignment: Parallel, Purpose: Treatment, Randomization description: The randomization method will be blocked randomization (Quaternary random blocks). Randomization units are individuals. Sixty patients are randomly assigned to one of the two intervention and control groups using Random Allocation Software. This study is a double-blind method and patients in the intervention group will receive the intervention drug in addition to the routine treatment, but in the control group, they will receive the placebo in addition to the routine treatment, Blinding description: The study will be a double-blind trial and only the evaluator knows the results and the code of the intervention or control group. The containers of the drug and placebo are quite similar in appearance. The intervention and control groups will be separated by receiving a code.",Yes,Yes,Yes,Yes,IRCT,Phase 1,No,No,No,Yes,No,No,2020-11-07,60,"corona virus (covid-19). <br>COVID-19, virus identified;U07.1",FALSE,FALSE,2020-11-04,0 (exploratory trials),Effect of Iranian Borage on the management of Covid-19 symptoms,Iran (Islamic Republic of),Shiraz University of Medical Sciences
im,ISRCTN56992547,http://isrctn.com/ISRCTN56992547,Efficacy of Dexmedetomine versus Ketofol for sedation of postoperative mechanically ventilated patients with obstructive sleep apnea,Treatment,NA,Randomised parallel trial (Treatment),Yes,Yes,NA,No,ISRCTN,Undefined,Yes,No,No,No,No,No,2016-05-10,24,Obstructive sleep apnea <br>Respiratory <br>Obstructive sleep apnea,FALSE,FALSE,2017-04-12,Not Applicable,Efficacy of Dexmedetomine versus Ketofol for sedation of postoperative mechanically ventilated patients with obstructive sleep apnea,Egypt,Beni Suef University
main,JPRN-JapicCTI-194635,https://www.clinicaltrials.jp/user/showCteDetailE.jsp?japicId=JapicCTI-194635,"A Phase 1 Randomized, Double-Blind, Placebo-Controlled, Single Dose or Multiple Dose Study of KHK4323 in Healthy Volunteers, and Subjects with Atopic Dermatitis",NA,NA,"Double-Blind, Placebo-Controlled",Yes,Yes,Yes,Yes,JPRN,Phase 1,No,No,No,Yes,No,No,2019-02-22,120,Atopic dermatitis,FALSE,FALSE,2019-02-18,1,"A Phase 1 Randomized, Double-Blind, Placebo-Controlled, Single Dose or Multiple Dose Study of KHK4323 in Healthy Volunteers, and Subjects with Atopic Dermatitis",Japan,"Kyowa Kirin Co., Ltd."
main,JPRN-JapicCTI-194721,https://www.clinicaltrials.jp/user/showCteDetailE.jsp?japicId=JapicCTI-194721,A Phase I Multiple-Dose Study of RO7021610 in Japanese Patients with Ulcerative Colitis,NA,NA,"A randomized, double-blind, placebo-controlled, inter-individual dose-escalation study",Yes,Yes,Yes,Yes,JPRN,Phase 1,No,No,No,Yes,No,No,2019-06-01,24,Ulcerative colitis,FALSE,FALSE,2019-04-17,1,A Phase I Study of RO7021610 in Patients with Ulcerative Colitis,Japan,"Chugai Pharmaceutical Co., Ltd."
main,JPRN-jRCT2031190020,https://jrct.niph.go.jp/latest-detail/jRCT2031190020,Phase I study of pevonedistat in combination with capecitabine and oxaliplatin (CapeOX) in patients with advanced gastric cancer refractory to platinum - CaPevOX-1,Treatment,NA,"single arm study, open(masking not used), no treatment control, single assignment, treatment purpose",No,Not applicable,No,Yes,JPRN,Phase 1,No,No,No,Yes,No,No,2019-08-28,23,stomach cancer,FALSE,FALSE,2019-05-10,1,Phase I study of pevonedistat in combination with capecitabine and oxaliplatin (CapeOX) in patients with advanced gastric cancer refractory to platinum,Japan,Boku Narikazu
covid,JPRN-jRCT2031200180,https://jrct.niph.go.jp/latest-detail/jRCT2031200180,A Phase II/III Study of Sargramostim in Patients with Coronavirus Disease-2019 (COVID-19) - NPC-26-1,Treatment,NA,"randomized controlled trial, double blind, placebo control, parallel assignment, treatment purpose",Yes,Yes,Yes,Yes,JPRN,Phase 3,No,No,No,Yes,No,No,2020-11-24,60,Coronavirus disease-2019  (COVID-19) <br>Coronavirus,FALSE,FALSE,2020-11-04,2-3,A Phase II/III Study of Sargramostim,Japan,Taniguchi Masaki
main,JPRN-jRCT2063190013,https://jrct.niph.go.jp/latest-detail/jRCT2063190013,A phase I/IIa study of Ad-SGE-REIC-NS in patient with recurrent malignant glioma,Treatment,NA,"single arm study, open(masking not used), uncontrolled control, single assignment, treatment purpose",No,Not applicable,No,Yes,JPRN,Phase 2,No,No,No,Yes,No,No,2019-08-05,18,reccurent malignant glioma,FALSE,FALSE,2019-08-05,1-2,A phase I/IIa study of Ad-SGE-REIC-NS in patient with recurrent malignant glioma,Japan,Date Isao
main,JPRN-jRCTs031180097,https://jrct.niph.go.jp/latest-detail/jRCTs031180097,"JCOG1105: Randomized phase II study of two induction treatments of melphalan, prednisolone, plus bortezomib, JCOG-MPB versus modified PETHEMA-MPB, in elderly patients or non-elderly patients refusing transplant with untreated symptomatic myeloma - IMPROVE-MPB study",Treatment,NA,"randomized controlled trial, open(masking not used), active control, parallel assignment, treatment purpose",Yes,Yes,No,No,JPRN,Phase 2,No,No,No,Yes,No,No,2013-07-22,90,Elderly patients or non-elderly patients refusing transplant with untreated symptomatic myeloma,FALSE,FALSE,2019-01-28,2,"JCOG1105: Randomized phase II study of two induction treatments, JCOG-MPB versus modified PETHEMA-MPB, in elderly patients or non-elderly patients refusing transplant with untreated symptomatic myeloma",Japan,IIDA Shinsuke
main,JPRN-jRCTs031180139,https://jrct.niph.go.jp/latest-detail/jRCTs031180139,JCOG0601: Randomized phase II/III study of R-CHOP versus weekly rituximab plus CHOP for CD20 positive diffuse large B cell lymphoma - NHL-R-CHOP-P2/3,Treatment,NA,"randomized controlled trial, open(masking not used), active control, parallel assignment, treatment purpose",Yes,Yes,No,No,JPRN,Phase 3,No,No,No,Yes,No,No,2008-01-10,422,CD20 positive diffuse large B cell lmyphoma,FALSE,FALSE,2019-02-20,2-3,JCOG0601: Randomized phase II/III study of R-CHOP versus weekly rituximab plus CHOP for CD20 positive diffuse large B cell lymphoma,Japan,ANDO Kiyoshi
main,JPRN-jRCTs031180183,https://jrct.niph.go.jp/latest-detail/jRCTs031180183,Phase 1 study of Disulfiram and Nivolumab for gastric cancer - Phase 1 study of Disulfiram and Nivolumab for gastric cancer,Treatment,NA,"single arm study, open(masking not used), uncontrolled control, single assignment, treatment purpose",No,Not applicable,No,Yes,JPRN,Phase 1,No,No,No,Yes,No,No,2019-04-03,16,Gastric cancer <br>gastric cancer,FALSE,FALSE,2019-03-05,1,Phase 1 study of Disulfiram and Nivolumab for gastric cancer,Japan,Shitara Kohei
im,JPRN-jRCTs031190084,https://jrct.niph.go.jp/latest-detail/jRCTs031190084,A phase II study of Atezolizumab for advanced / recurrent Non-Small Cell Lung Cancer with Idiopathic Interstitial Pneumonias - TORG1936 / AMBITIOUS study,Treatment,NA,"single arm study, open(masking not used), uncontrolled control, single assignment, treatment purpose",No,Not applicable,No,Yes,JPRN,Phase 2,No,No,No,Yes,No,No,2019-09-05,38,Advanced / recurrent Non-small cell lung cancer with idiopathic interstitial pneumonia,FALSE,FALSE,2019-08-27,2,TORG1936 / AMBITIOUS study,Japan,KATO Terufumi
im,JPRN-jRCTs041180086,https://jrct.niph.go.jp/latest-detail/jRCTs041180086,Clinical study about the safety of Orexin receptor antagonist Suvorexant for severe sleep apnea syndrome - Clinical study about the safety of Suvorexant for severe sleep apnea syndrome,Treatment,NA,"single arm study, open(masking not used), historical control, single assignment, treatment purpose",No,Not applicable,No,No,JPRN,Phase 4,No,No,No,Yes,No,No,2016-12-16,30,Sleep Apnea Syndrome,FALSE,FALSE,2019-03-12,4,Clinical study about the safety of Suvorexant for severe sleep apnea syndrome,Japan,Imaizumi Kazuyoshi
