study_arm,TrialID,url,Interventions,vaccine,conventional,traditional
main,EUCTR2018-003739-32-NL,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-003739-32,"<br>Product Name: 9-ING-41<br>Pharmaceutical Form: Solution for infusion<br>INN or Proposed INN: 9-ING-41<br>CAS Number: 1034895-42-5<br>Other descriptive name: 3-(5-fluorobenzofuran-3-yl)-4-(5-methyl-5H-[1,3]dioxolo[4,5 f]indol-7-yl)-1H-pyrrole-2,5-dione<br>Concentration unit: mg/ml milligram(s)/millilitre<br>Concentration type: equal<br>Concentration number: 10-<br><br>",NA,NA,NA
main,EUCTR2018-004024-11-FR,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-004024-11,<br>Product Name: SHP648 (TAK748)<br>Pharmaceutical Form: Solution for injection<br>INN or Proposed INN: not applicable <br>Current Sponsor code: SHP648<br>Other descriptive name: TAK-748<br>Concentration unit: vector genomes (vg)/mL<br>Concentration type: equal<br>Concentration number: 4.1E12-<br><br>,NA,NA,NA
im,EUCTR2018-004056-37-GB,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-004056-37,<br>Product Name: Baloxavir marboxil<br>Product Code: RO7191686/F04<br>Pharmaceutical Form: Tablet<br>INN or Proposed INN: BALOXAVIR MARBOXIL<br>Current Sponsor code: RO7191686<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 20-<br>Pharmaceutical form of the placebo: Tablet<br>Route of administration of the placebo: Oral use<br><br>,NA,Yes,NA
main,EUCTR2018-004451-20-DE,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-004451-20,<br>                Product Name: Guselkumab<br>                Product Code: CNTO 1959<br>                Pharmaceutical Form: Solution for injection in pre-filled syringe<br>                INN or Proposed INN: Guselkumab<br>                CAS Number: 1350289-85-8<br>                Current Sponsor code: CNTO 1959<br>                Other descriptive name: GUSELKUMAB<br>                Concentration unit: mg/ml milligram(s)/millilitre<br>                Concentration type: equal<br>                Concentration number: 100-<br><br>,NA,Yes,NA
main,EUCTR2018-004567-31-DE,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-004567-31,<br>Trade Name: CABOMETYX®<br>Product Name: Cabozantinib <br>Product Code: XL184<br>Pharmaceutical Form: Film-coated tablet<br>INN or Proposed INN: CABOZANTINIB<br>CAS Number: 1140909-48-3<br>Current Sponsor code: XL184<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 20-<br>Pharmaceutical form of the placebo: Film-coated tablet<br>Route of administration of the placebo: Oral use<br><br>Trade Name: YERVOY®<br>Product Name: Ipilimumab<br>Pharmaceutical Form: Concentrate for solution for infusion<br>INN or Proposed INN: IPILIMUMAB<br>Current Sponsor code: BMS-734016 MDX-010<br>Concentration unit: mg/ml milligram(s)/millilitre<br>Concentration type: equal<br>Concentration number: 5-<br><br>Trade Name: OPDIVO®<br>Product Name: Nivolumab<br>Pharmaceutical Form: Concentrate for solution for infusion<br>INN or Proposed INN: NIVOLUMAB<br>Current Sponsor code: BMS-936558  MDX1106  ONO-4538<br>Concentration unit: mg/ml milligram(s)/millilitre<br>Concentration type: equal<br>Concentration number: 10-<br><br>,NA,Yes,NA
main,EUCTR2019-000069-19-PT,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2019-000069-19,<br>Trade Name: MAVENCLAD<br>Product Name: Cladribine tablets<br>Product Code: Not applicable<br>Pharmaceutical Form: Tablet<br><br>,NA,NA,NA
main,EUCTR2019-000119-10-GB,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2019-000119-10,<br>Trade Name: Olumiant<br>Product Name: Olumiant<br>Product Code: LY3009104<br>Pharmaceutical Form: Film-coated tablet<br>INN or Proposed INN: BARICITINIB<br>Current Sponsor code: LY3009104<br>Other descriptive name: BARICITINIB<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 4-<br><br>Trade Name: Olumiant<br>Product Name: Olumiant<br>Product Code: LY3009104<br>Pharmaceutical Form: Film-coated tablet<br>INN or Proposed INN: BARICITINIB<br>Current Sponsor code: LY3009104<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 2-<br><br>Product Name: Olumiant<br>Product Code: LY3009104<br>Pharmaceutical Form: Suspension for oral suspension<br>INN or Proposed INN: BARICITINIB<br>Other descriptive name: BARICITINIB<br>Concentration unit: mg/ml milligram(s)/millilitre<br>Concentration type: equal<br>Concentration number: 2-<br><br>Product Name: Olumiant<br>Product Code: LY3009104<br>Pharmaceutical Form: Film-coated tablet<br>INN or Proposed INN: BARICITINIB<br>Current Sponsor code: LY3009104<br>Other descriptive name: BARICITINIB<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 1-<br><br>Trade Name: Humira<br>Product Name: Humira<br>Product Code: L04AB04<br>Pharmaceutical Form: Solution for injection in pre-filled syringe<br>INN or Proposed INN: ADALIMUMAB<br>CAS Number: 331731-18-1<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 20-<br><br>Trade Name: Humira<br>Product Name: Humira<br>Product Code: L04AB04<br>Pharmaceutical Form: Solution for injection in pre-filled syringe<br>INN or Proposed INN: ADALIMUMAB<br>CAS Number: 331731-18-1<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 40-<br><br>,NA,Yes,NA
main,EUCTR2019-000733-39-PL,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2019-000733-39,"<br>Product Code: ABX464<br>Pharmaceutical Form: Capsule, hard<br>INN or Proposed INN: ABX464<br>Current Sponsor code: ABX464<br>Other descriptive name: ABX464<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 50-<br><br>",NA,NA,NA
main,EUCTR2019-001085-15-BE,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2019-001085-15,<br>                Trade Name: 2LHERP®<br>                Product Name: 2LHERP®<br>                Pharmaceutical Form: Pillules<br>                Pharmaceutical form of the placebo: Pillules<br>                Route of administration of the placebo: Oromucosal use<br><br>,NA,NA,NA
main,EUCTR2019-001100-38-FR,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2019-001100-38,<br>Product Name: BHV-3241<br>Pharmaceutical Form: Film-coated tablet<br>INN or Proposed INN: Verdiperstat<br>Current Sponsor code: BHV-3241<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 300-<br>Pharmaceutical form of the placebo: Film-coated tablet<br>Route of administration of the placebo: Oral use<br><br>,NA,NA,NA
main,EUCTR2019-001155-39-GB,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2019-001155-39,"<br>Product Name: Entrectinib<br>Product Code: RO7102122/F03<br>Pharmaceutical Form: Capsule, hard<br>INN or Proposed INN: ENTRECTINIB<br>CAS Number: 1108743-60-7<br>Current Sponsor code: RO7102122<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 100-<br><br>Product Name: Entrectinib<br>Product Code: RO7102122/F01<br>Pharmaceutical Form: Capsule, hard<br>INN or Proposed INN: ENTRECTINIB<br>CAS Number: 1108743-60-7<br>Current Sponsor code: RO7102122<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 200-<br><br>Product Name: Entrectinib<br>Product Code: RO7102122/F08<br>Pharmaceutical Form: Capsule, hard<br>INN or Proposed INN: ENTRECTINIB<br>CAS Number: 1108743-60-7<br>Current Sponsor code: RO7102122<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 100-<br><br>Product Name: Entrectinib<br>Product Code: RO7102122/F09<br>Pharmaceutical Form: Capsule, hard<br>INN or Proposed INN: ENTRECTINIB<br>CAS Number: 1108743-60-7<br>Current Sponsor code: RO7102122<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 100-<br><br>Product Name: Entrectinib<br>Product Code: RO7102122/F11<br>Pharmaceutical Form: Capsule, hard<br>INN or Proposed INN: ENTRECTINIB<br>CAS Number: 1108743-60-7<br>Current Sponsor code: RO7102122<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 100-<br><br>Product Name: Entrectinib<br>Product Code: RO7102122/F04<br>Pharmaceutical Form: Capsule, hard<br>INN or Proposed INN: ENTRECTINIB<br>CAS Number: 1108743-60-7<br>Current Sponsor code: RO7102122<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 200-<br><br>Product Name: Entrectinib<br>Product Code: RO7102122/F06<br>Pharmaceutical Form: Capsule, hard<br>INN or Proposed INN: ENTRECTINIB<br>CAS Number: 1108743-60-7<br>Current Sponsor code: RO7102122<br>Concen",NA,NA,NA
main,EUCTR2019-001222-98-BE,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2019-001222-98,"<br>Trade Name: Opdivo (100 mg/10 ml)<br>Product Name: NIVOLUMAB - 10ml vial-COMMERCIAL<br>Product Code: BMS-936558<br>Pharmaceutical Form: Concentrate for solution for infusion<br>INN or Proposed INN: NIVOLUMAB<br>CAS Number: 946414-94-4<br>Current Sponsor code: BMS-936558<br>Other descriptive name: BMS936558<br>Concentration unit: mg/ml milligram(s)/millilitre<br>Concentration type: equal<br>Concentration number: 10-<br><br>Trade Name: Yervoy<br>Product Name: Ipilimumab (40ml Vial)<br>Product Code: BMS-734016<br>Pharmaceutical Form: Concentrate for solution for infusion<br>INN or Proposed INN: IPILIMUMAB<br>CAS Number: 477202-00-9<br>Current Sponsor code: BMS-734016<br>Other descriptive name: BMS734016<br>Concentration unit: mg/ml milligram(s)/millilitre<br>Concentration type: equal<br>Concentration number: 5-<br><br>Trade Name: Cisplatin NeoCorp 1 mg/ml - Concentrate for solution for infusion<br>Product Name: Cisplatin<br>Pharmaceutical Form: Concentrate for solution for infusion<br>INN or Proposed INN: CISPLATIN<br>CAS Number: 15663-27-1<br>Other descriptive name: Cisplatin<br>Concentration unit: mg/ml milligram(s)/millilitre<br>Concentration type: equal<br>Concentration number: 1-<br><br>Trade Name: Cisplatin-Ebewe, 1 mg/ml concentrate for solution for infusion<br>Product Name: Cisplatin<br>Pharmaceutical Form: Concentrate for solution for infusion<br>INN or Proposed INN: CISPLATIN<br>CAS Number: 15663-27-1<br>Other descriptive name: Cisplatin<br>Concentration unit: mg/ml milligram(s)/millilitre<br>Concentration type: equal<br>Concentration number: 1-<br><br>Trade Name: Cisplatin Teva® 1 mg/ml concentrate for solution for infusion<br>Product Name: Cisplatin<br>Pharmaceutical Form: Concentrate for solution for infusion<br>INN or Proposed INN: CISPLATIN<br>CAS Number: 15663-27-1<br>Other descriptive name: Cisplatin<br>Concentration unit: mg/ml milligram(s)/millilitre<br>Concentration type: equal<br>Concentration number: 1-<br><br>Trade Name: ETO-Cell<br>Pharmaceutical Form: Concentrate for solution for infusion<br>INN or Proposed INN: ETOPOSIDE<br>CAS Number: 33419-42-0<br>Other descriptive name: ETOPOSIDE<br>Concentration unit: mg/ml mill",NA,Yes,NA
main,EUCTR2019-001458-24-BG,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2019-001458-24,<br>Trade Name: Onpattro<br>Pharmaceutical Form: Concentrate for solution for infusion<br>INN or Proposed INN: PATISIRAN<br>CAS Number: 1386913-72-9<br>Current Sponsor code: ALN-TTR02<br>Concentration unit: mg/ml milligram(s)/millilitre<br>Concentration type: equal<br>Concentration number: 2.0-<br>Pharmaceutical form of the placebo: Solution for infusion<br>Route of administration of the placebo: Intravenous use<br><br>,NA,NA,NA
main,EUCTR2019-001560-30-DE,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2019-001560-30,<br>Product Name: BAY 1747846<br>Product Code: BAY 1747846<br>Pharmaceutical Form: Solution for injection<br>INN or Proposed INN: BAY 1747846<br>Other descriptive name: BAY 1747846<br>Concentration unit: mg/ml milligram(s)/millilitre<br>Concentration type: equal<br>Concentration number: 193.43-<br><br>Trade Name: Gadovist<br>Product Name: Gadovist<br>Pharmaceutical Form: Solution for injection<br>INN or Proposed INN: gadobutrol<br>CAS Number: 138071-82-6<br>Other descriptive name: GADOBUTROL<br>Concentration unit: mg/ml milligram(s)/millilitre<br>Concentration type: equal<br>Concentration number: 604.72-<br><br>,NA,NA,NA
main,EUCTR2019-001565-33-GB,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2019-001565-33,<br>Product Name: Zilucoplan<br>Pharmaceutical Form: Solution for injection in pre-filled syringe<br>INN or Proposed INN: Zilucoplan<br>CAS Number: 1841136-73-9<br>Current Sponsor code: RA101495<br>Concentration unit: mg/ml milligram(s)/millilitre<br>Concentration type: equal<br>Concentration number: 40-<br><br>,NA,NA,NA
main,EUCTR2019-001854-24-NL,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2019-001854-24,<br>                Trade Name: Pneumovax23<br>                Product Name: Pneumovax23<br>                Pharmaceutical Form: Injection<br><br>,NA,NA,NA
main,EUCTR2019-004010-34-PL,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2019-004010-34,<br>Product Name: Cladribine<br>Pharmaceutical Form: Infusion<br><br>,NA,NA,NA
covid,EUCTR2020-001296-33-DK,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001296-33,<br>Trade Name: Ilomedin<br>Product Name: Ilomedin<br>Pharmaceutical Form: Concentrate and solvent for solution for infusion<br>INN or Proposed INN: Iloprost<br>CAS Number: 78919-13-8<br>Concentration unit: µg/ml microgram(s)/millilitre<br>Concentration type: equal<br>Concentration number: 20-<br>Pharmaceutical form of the placebo: Solution for infusion<br>Route of administration of the placebo: Intravenous use<br><br>,NA,NA,NA
covid,EUCTR2020-001310-38-DE,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001310-38,"<br>Trade Name: Fresh frozen plasma (FFP) with marketing authorisation in Germany issued by PEI<br><br>Product Name: For example ""Gefrorenes Frischplasma / Apherese DRK Blutspendedienst""<br>Pharmaceutical Form: Solution for infusion<br><br>",NA,Yes,NA
covid,EUCTR2020-001321-31-ES,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001321-31,<br>Trade Name: Dolquine<br>Pharmaceutical Form: Coated tablet<br>INN or Proposed INN: Dolquine<br>CAS Number: 747-36-4<br>Other descriptive name: HYDROXYCHLOROQUINE SULFATE<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 200-<br><br>Trade Name: Kaletra versus Aluvia<br>Pharmaceutical Form: Coated tablet<br>INN or Proposed INN: RITONAVIR<br>CAS Number: 155213-67-5<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 200-<br>INN or Proposed INN: LOPINAVIR<br>CAS Number: 192725-17-0<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 50-<br><br>Trade Name: Imatinib<br>Pharmaceutical Form: Coated tablet<br>INN or Proposed INN: Imatinib<br>CAS Number: 152459-95-5<br>Other descriptive name: IMATINIB<br>Concentration unit: mg milligram(s)<br>Concentration type: range<br>Concentration number: 400-300<br><br>Trade Name: Olumiant<br>Pharmaceutical Form: Coated tablet<br>INN or Proposed INN: BARICITINIB<br>Other descriptive name: Olumiant<br>Concentration unit: mg milligram(s)<br>Concentration type: range<br>Concentration number: 4-2<br><br>,NA,Yes,NA
covid,EUCTR2020-001498-63-BE,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001498-63,<br>Product Name: BIO101<br>Product Code: BIO101<br>Pharmaceutical Form: Capsule<br>INN or Proposed INN: NA<br>CAS Number: 5289-74-7<br>Current Sponsor code: BIO101<br>Other descriptive name: 20-hydroxyecdysone<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 175-<br>Pharmaceutical form of the placebo: Capsule<br>Route of administration of the placebo: Oral use<br><br>,NA,NA,NA
covid,EUCTR2020-001511-25-ES,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001511-25,<br>Trade Name: COLCHICINE<br>Product Name: COLCHIMAX<br>Product Code: M04AX<br>Pharmaceutical Form: Tablet<br>INN or Proposed INN: COLCHICINA<br>CAS Number: 64-86-8<br>Other descriptive name: COLCHICINE<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: .5-<br><br>,NA,NA,NA
covid,EUCTR2020-001635-27-FR,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001635-27,"<br>Product Name: Masitinib<br>Product Code: AB1010<br>Pharmaceutical Form: Film-coated tablet<br>INN or Proposed INN: Masitinib mesilate<br>CAS Number: 790299-79-5<br>Current Sponsor code: AB1010<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 100-<br><br>Product Name: Masitinib<br>Product Code: AB1010<br>Pharmaceutical Form: Film-coated tablet<br>INN or Proposed INN: Masitinib mesilate<br>CAS Number: 790299-79-5<br>Current Sponsor code: AB1010<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 200-<br><br>Product Name: Isoquercetin <br>Product Code: IQC950AN <br>Pharmaceutical Form: Capsule, soft<br><br>Trade Name: Plaquenil 200 mg<br>Pharmaceutical Form: Coated tablet<br>CAS Number: 747-36-4<br>Current Sponsor code: SAR321068<br>Other descriptive name: HYDROXYCHLOROQUINE SULFATE<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 200-<br><br>",NA,Yes,NA
covid,EUCTR2020-001675-33-DE,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001675-33,<br>Product Name: VPM1002<br>Pharmaceutical Form: Lyophilisate for suspension for injection<br>INN or Proposed INN: VPM1002<br>Current Sponsor code: VPM1002<br>Other descriptive name: Recombinant Mycobacterium bovis rBCG?ureC::hly; VPM1002<br>Concentration unit: CFU/ml colony forming unit(s)/millilitre<br>Concentration type: range<br>Concentration number: 2000000-8000000<br>Pharmaceutical form of the placebo: Solution for injection<br>Route of administration of the placebo: Intradermal use<br><br>,NA,NA,NA
covid,EUCTR2020-001766-11-FR,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001766-11,"<br>Trade Name: LOSARTAN ARROW 50 mg, comprimé pelliculé sécable<br>Product Name: Losartan<br>Product Code: Losartan<br>Pharmaceutical Form: Pillules<br>INN or Proposed INN: LOSARTAN<br>CAS Number: 114798-26-4<br>Current Sponsor code: losartan<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 50-<br><br>Trade Name: SPIRONOLACTONE ARROW 25 mg,<br>comprimé pelliculé sécable<br>Product Name: SPIRONOLACTONE<br>Product Code: SPIRONOLACTONE<br>Pharmaceutical Form: Pillules<br>INN or Proposed INN: SPIRONOLACTONE<br>Current Sponsor code: SPIRONOLACTONE<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 25-<br><br>",NA,Yes,NA
covid,EUCTR2020-001882-36-GR,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001882-36,<br>Trade Name: Klaricid<br>Product Name: Clarithromycin<br>Pharmaceutical Form: Tablet<br><br>,NA,Yes,NA
covid,EUCTR2020-002037-15-ES,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-002037-15,<br>Trade Name: Kevzara 200 mg solution for injection in pre-filled syringe<br>Pharmaceutical Form: Solution for injection in pre-filled syringe<br>INN or Proposed INN: SARILUMAB<br>Other descriptive name: SARILUMAB<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 200-<br><br>,NA,Yes,NA
covid,EUCTR2020-002225-29-FR,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-002225-29,"<br>Trade Name: BERINERT<br>Pharmaceutical Form: Concentrate and solvent for solution for injection/infusion<br>INN or Proposed INN: C1-esterase inhibitor, human<br>Other descriptive name: C1 ESTERASE INHIBITOR (HUMAN)<br>Concentration unit: U unit(s)<br>Concentration type: equal<br>Concentration number: 2000-<br>Pharmaceutical form of the placebo: Solution for injection/infusion<br>Route of administration of the placebo: Intravenous use<br><br>Trade Name: FIRAZYR<br>Pharmaceutical Form: Solution for injection in pre-filled syringe<br>INN or Proposed INN: ICATIBANT<br>CAS Number: 138614-30-9<br>Other descriptive name: ICATIBANT ACETATE<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 30-<br>Pharmaceutical form of the placebo: Solution for injection in pre-filled syringe<br>Route of administration of the placebo: Subcutaneous use<br><br>",NA,NA,NA
covid,EUCTR2020-002394-94-BE,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-002394-94,<br>Product Name: iNO<br>Pharmaceutical Form: Pressurised inhalation<br><br>,NA,NA,NA
covid,EUCTR2020-002668-29-GB,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-002668-29,<br>Trade Name: OctaplasLG<br>Product Name: OctaplasLG<br>Pharmaceutical Form: Solution for infusion<br><br>,NA,NA,NA
covid,EUCTR2020-002728-35-HU,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-002728-35,<br>Trade Name: AVIGAN Tablets 200 mg<br>Product Name: AVIGAN<br>Pharmaceutical Form: Tablet<br><br>,NA,NA,NA
covid,EUCTR2020-003368-24-GB,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-003368-24,"<br>Product Name: MK-4482<br>Product Code: MK-4482<br>Pharmaceutical Form: Capsule<br>INN or Proposed INN: MK-4482<br>CAS Number: 2349386-89-4<br>Current Sponsor code: MK-4482<br>Other descriptive name: [(2R,3S,4R,5R)-3,4-dihydroxy-5-[4-(hydroxyamino)-2-oxopyrimidin-1-yl]oxolan-2-yl]methyl 2-methylpropanoate<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 200-<br>Pharmaceutical form of the placebo: Capsule<br>Route of administration of the placebo: Oral use<br><br>",NA,NA,NA
covid,EUCTR2020-004123-16-GB,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-004123-16,<br>Product Name: SARS-CoV-2 rS with Matrix-M1™ Adjuvant<br>Product Code: NVX-CoV2373<br>Pharmaceutical Form: Solution for injection<br>INN or Proposed INN: SARS-CoV-2 recombinant spike protein (SARS-CoV-2 rS) Drug Substance<br>Other descriptive name: NVX-CoV2373<br>Concentration unit: µg/ml microgram(s)/millilitre<br>Concentration type: equal<br>Concentration number: 10-<br>Pharmaceutical form of the placebo: Solution for injection<br>Route of administration of the placebo: Intramuscular use<br><br>,NA,NA,NA
covid,IRCT20080901001165N48,http://en.irct.ir/trial/47318,"Intervention 1: Intervention group: Syrup Zofa 10 ml every 8 hours, for 7 days. (In addition to routine treatment according to the latest national guideline for the treatment of new corona-virus). Intervention 2: Control group: Routine treatment according to the latest national guideline for the treatment of new corona-virus.",NA,NA,NA
im,IRCT20090808002306N5,http://en.irct.ir/trial/41645,Intervention 1: Control group:Patients receiving ceftriaxone + clindamycin. Intervention 2: Case group:Patients receiving  Ampicillin/Sulbactam.,NA,Yes,NA
im,IRCT20100512003915N20,http://en.irct.ir/trial/31038,"Intervention 1: Intervention group: neonates receive budesonide 0.25 mg/kg in addition to intratracheal surfactant. Intervention 2: Control group: neonates receive intratracheal surfactant 2.5 cc/kg (crusurf? Chessia, Italy).",NA,NA,NA
main,IRCT20111107008022N5,http://en.irct.ir/trial/35126,Intervention 1: Intervention group: Single dose of Metformin 750 mg tablet manufactured by Koushan Pharmed Pharmaceutical company in 24 healthy volunteers. Intervention 2: Intervention group: Single dose of Glucophage 750 mg tablet manufactured by Merck Pharmaceutical company in 24 healthy volunteers.,NA,NA,NA
main,IRCT20120215009014N308,http://en.irct.ir/trial/42604,Intervention 1: Intervention group: Transfer of frozen embryos plus an intrauterine injection of 20 ml centrifuged and activated HCG from 20 ml peripheral blood. Intervention 2: Control group: Transfer of frozen embryos alone.,NA,NA,NA
im,IRCT20130812014333N127,http://en.irct.ir/trial/39381,"Intervention 1: The intervention group, in addition to receiving one mg of epinephrine, in each respiratory resuscitation cycle, every 3 to 5 minutes later will received125 mg intravenous  methylprednisolone . Intervention 2: The intervention group, in addition to receiving one mg of epinephrine, in each respiratory resuscitation cycle, every 3 to 5 minutes later will  received 125 mg intravenous normal saline as placebo  .",NA,NA,NA
im,IRCT20130917014693N9,http://en.irct.ir/trial/40932,"Intervention 1: Intervention group: In this group the needed daily insulin calculate. This dose includes short acting insulin (Regular, Exir Company) and long action insulin (NPH, Exir Company). The patients will receive this combined dose as twice day by subcutaneous injection. This dose will be administered every morning and every evening. This protocol will be continued in all of hospitalization duration. Intervention 2: Control group: In this group, the blood glucose level of patients will be determined before each essential meals by glucometer. Then, different doses of short acting insulin (Regular, Exir Company) will be administered by subcutaneous injection. This protocol will be continued in all of hospitalization duration.",NA,NA,NA
covid,IRCT20140911019125N6,http://en.irct.ir/trial/46668,"Intervention group:  The extracted tooth is brought to the lab . After tooth extraction, it is enzymatically digested and cultured. After the cells have reached the required level, 40 million cells are injected intravenously at one time. Patients receive common medications at the same time..",NA,NA,NA
covid,IRCT20151227025726N15,http://en.irct.ir/trial/48018,Intervention 1: Intervention group: Patients in Umifenovir received Umifenovir 200 mg TDS for 7 days. Intervention 2: Control group: Patients received Lopinavir-Ritonavir 50-200 mg in 2 Tab BID for 7 days.,NA,Yes,NA
covid,IRCT20160118026097N5,http://en.irct.ir/trial/48401,"Intervention 1: ""control group:"" receiving the treatment protocol of the Ministry of Health as hydroxychloroquine sulfate tablets 200 mg or two chloroquine phosphate tablets 250 mg and kaletra tablets (lupinavir / ritonavir) 50/200 mg or tablets (atazanavir / ritonavir) 300 / 100 mg. Intervention 2: ""The intervention group:"" receiving the treatment protocol of the Ministry of Health and plasmapheresis treatment as 2 liters daily for 3 to 5 sessions (Estimated volume of plasma (in liters) = weight 0.07 x (kg) x (1 -hematocrit) and FFP replacement method 4 units, albumin 5 vials, calcium 2 ampoules, the rest of normal serum.",NA,Yes,NA
covid,IRCT20160131026298N4,http://en.irct.ir/trial/49925,"Intervention 1: Intervention group: Consumable product includes herbal syrup composed of cyclopeptide fraction with Ziziphus spina-cristi and Pimpinela anisum hydroalcoholic extract and orange peel. The dose of the product is 20 ml every 8 hours after eating, which is prepared by Herbi Pharmed Pharmaceutical Company. Intervention 2: Control group: do not use any drugs for prevention and only follow health protocols to prevent infection.",NA,NA,Yes
im,IRCT20160307026950N12,http://en.irct.ir/trial/39198,"Intervention 1: Intervention group A: Initially, personal consent is obtained from the patients. Then the patient is placed on the operating bed and standard monitoring devices including pulsoximetry, capnography, and electrocardiogram are attached. Patients in this group received midazolam at a dose of 1 mg/kg IV bolus. Intervention 2: Intervention group B: Initially, personal consent is obtained from the patients. Then the patient is placed on the operating bed and standard monitoring devices including pulsoximetry, capnography, and electrocardiogram are attached. The second group received intravenous dose of 1 mcg/kg/min of dexmedetomidine.",NA,NA,NA
covid,IRCT20160310026998N11,http://en.irct.ir/trial/46690,Intervention 1: Intervention group: in addition to standard regimen of covid-19 patients will be administered Metformin 500 mg BID  orally for 2 weeks. Intervention 2: Control group: standard regimen of covid-19 patients.,NA,NA,NA
im,IRCT2016040316473N5,http://en.irct.ir/trial/15412,Intervention 1: In intervention group: fluid resuscitation with crystalloid serum plus 100 cc albumin 20% per 1 liter of crystalloid serum. Intervention 2: In control group: fluid resuscitation only with crystalloid serum.;Treatment - Drugs;Treatment - Drugs;In intervention group: fluid resuscitation with crystalloid serum plus 100 cc albumin 20% per 1 liter of crystalloid serum.;In control group: fluid resuscitation only with crystalloid serum.,NA,NA,NA
