TrialID,url,Scientific_title,Primary_sponsor,sponsor_type
EUCTR2019-004010-34-PL,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2019-004010-34,"Assessment of tolerance and spread of the whole body at myeloablative doses in association with cladribine before allogeneic hematopoietic cell transplantation in patients with acute myeloid leukemia - a pilot, single-phase, II phase study - ClaTBI/2019","Narodowy Instytut Onkologii im. M. Sklodowskiej-Curie – Panstwowy Instytut Badawczy, Oddzial w Gliwicach",NA
EUCTR2018-003346-17-NL,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-003346-17,Phase III Randomized clinical trial for stage III epithelial ovarian cancer randomizing between primary cytoreductive surgery with or without hyperthermic intraperitoneal chemotherapy:                OVHIPEC-2 - OVHIPEC2,NKI-AVL,NA
EUCTR2019-000794-23-FR,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2019-000794-23,AntiCoagulants et COGnition (essai ACCOG) : Essai contrôlé randomisé en                simple aveugle comparant les effets neurocognitifs du rivaroxaban par                rapport à un antagoniste de la vitamine K - ACCOG,CHU ANGERS,NA
EUCTR2019-000599-40-GB,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2019-000599-40,"A Phase IIb double-blind, randomised, placebo-controlled, multi-centre, confirmative three-way cross-over study on cognitive function with two doses of KH176 in subjects with a genetically confirmed mitochondrial DNA tRNALeu(UUR) m.3243A>G mutation. - KHENERGYZE",Khondrion B.V.,NA
EUCTR2019-001876-12-LT,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2019-001876-12,"A multicentre, uncontrolled trial on the contraceptive efficacy, safety, tolerability and pharmacokinetics of LPRI-424 (dienogest 2 mg / ethinyl estradiol 0.02 mg) during 13 cycles",Chemo Research S.L.,NA
EUCTR2016-004904-74-CZ,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2016-004904-74,"A Phase III, Observer-Blind, Randomized, Non-influenza Vaccine Comparator-Controlled, Parallel-Group, Multi-Country Study in Children Aged 6-35 Months to Assess the Safety and Efficacy of Abbott’s Candidate Quadrivalent Influenza Vaccine.",Abbott Biologicals B.V.,NA
EUCTR2017-001270-41-FR,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2017-001270-41,"Norepinephrine alone vs Norepinephrine and Dobutamine in cardiogenic shock : a randomised, opened, cross-over study. Heart SHOCK-NORDOB Study - HEARTSCHOCK-NORDOB",CHRU NANCY,NA
EUCTR2016-001054-17-FR,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2016-001054-17,Double-blinded multicenter randomized controlled trial comparing inhaled amikacin versus placebo to prevent ventilator associated pneumonia - AMIKINHAL,CHRU de Tours,NA
EUCTR2017-000427-27-DK,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2017-000427-27,Vasculopathic Injury and Plasma as Endothelial Rescue in septic shock (SHOCK) trial - VIPER-SHOCK,"Section for Transfusion Medicine, Capitol Region Blood Bank",NA
EUCTR2015-005482-23-DE,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2015-005482-23,"Randomized, Double-Blind and Active-Controlled Study in Children and Adolescents Aged 3–17 Years to Assess the Safety and Immunogenicity of Abbott’s Candidate Quadrivalent Influenza Vaccine and its Non-Inferiority versus Trivalent Influenza Vaccine.",Abbott Biologicals B.V.,NA
EUCTR2015-005383-42-IT,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2015-005383-42,"Use of buspiron in chemioreflex modulation and central apnea treatment in heart failure patients (BREATH: BuspiRon for chEmoreflex modulation and central Apnea treatment in Heart failure patients). Phase II, monocentric, cross-over, duble dummy, randomized and controlled, pilot study. - BREATH",FONDAZIONE TOSCANA GABRIELE MONASTERIO,NA
EUCTR2017-003270-14-FR,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2017-003270-14,"INTERVENTIONAL, NON-BLINDED, RANDOMIZED CONTROLLED MULTICENTER STUDY OF POSACONAZOLE PROPHYLAXIS FOR THE PREVENTION OF INFLUENZA-ASSOCIATED ASPERGILLOSIS (IAA) IN CRITICALLY ILL PATIENTS - POSA-FLU",UZ Leuven,NA
EUCTR2016-002148-17-NL,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2016-002148-17,Reversal of opioid-induced respiratory depression (OIRD) by ketamine in healthy volunteers – the ORKA trial - ORKA,LUMC,NA
EUCTR2018-001582-16-IT,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-001582-16,"Efficacy of Albumin Replacement and Balanced Crystalloid Solutions in Septic Shock (the ALBIOSS-BALANCED trial): a 2-by-2 factorial, investigator-initiated, open-label, multicenter, randomized, controlled trial. - ALBIOSS-BALANCED",FONDAZIONE IRCCS CA' GRANDA OSPEDALE MAGGIORE POLICLINICO,NA
EUCTR2018-002876-41-FR,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-002876-41,Assesment of Propofol sedation during intra tracheal surfactant administration by the LISA method (Less Invasive Surfactant Administration) - PROLISA,CHU Grenoble-Alpes,NA
EUCTR2016-002708-17-FR,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2016-002708-17,Pharmacokinetic study on echinocandins for patients with septic shock following secondary peritonitis - EPI Study,CHU de NIMES,NA
EUCTR2015-004424-65-GB,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2015-004424-65,"Prevention of post-operative complications by using HMG-CoA Reductase Inhibitor in patients undergoing oesophagectomy - A multicentre, randomised, double blind, placebo controlled trial - Simvastatin to prevent complications after oesophagectomy  v1.0",Belfast Health and Social Care Trust,NA
EUCTR2018-000059-42-FR,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-000059-42,Comparison of short infusion versus prolonged infusion of ceftolozane-tazobactam among patients with ventilator associated-pneumonia to Pseudomonas aeruginosa in intensive care units - CEFTOREA,CHU DE TOULOUSE,NA
EUCTR2017-000952-24-GB,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2017-000952-24,Assessment of viral shedding in children previously in receipt of multiple doses of live attenuated influenza vaccine (LAIV) compared to influenza vaccine-naïve controls - Flu-shed,Public Health England,NA
EUCTR2018-000196-32-ES,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-000196-32,"PILOT STUDY ON THE USE OF HYDROCORTISONE, VITAMIN C AND THYAMINE IN PATIENT WITH SEPSIS AND SEPTIC SHOCK.",HU DE GIRONA DR JOSEP TRUETA,NA
EUCTR2019-000404-15-DK,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2019-000404-15,Shortened Antibiotic Treatment in Community-Acquired Pneumonia: A Nationwide Danish Randomized Controlled Trial - CAP5,Thomas Benfield,NA
EUCTR2019-001186-33-ES,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2019-001186-33,"Clinical trial, phase IV, randomized, double-blind, controlled, in children aged 12 to 35 months, of the vaccine against seasonal influenza to estimate efficacy against influenza and other respiratory infections - VIGIRA",FISABIO,NA
EUCTR2017-003467-34-FI,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2017-003467-34,Immune responses to influenza vaccinations and viruses among health care personnel,Terveyden ja hyvinvoinnin laitos (THL),NA
EUCTR2016-002796-10-ES,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2016-002796-10,Assessment of intrapulmonary  concentrations of meropenem administered by continuous infusion in postoperative pneumonia.,Consorci Mar Parc de Salut de Barcelona (Parc de Salut MAR),NA
EUCTR2019-001837-15-FR,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2019-001837-15,N/A - AMINO BESTDOSE,CHU de NIMES,NA
EUCTR2020-001228-32-GB,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001228-32,"A phase 2/3 study to determine the efficacy, safety and immunogenicity of the candidate Coronavirus Disease (COVID-19) vaccine ChAdOx1 nCoV-19 - Investigating a Vaccine Against COVID-19 (COV002)",CTRG,NA
EUCTR2020-001770-30-BE,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001770-30,COVID 19: Experimental use of tocilizumab (Roactemra®) in severe SARS-CoV-2 related pneumonia.,CHU AMBROISE PARE,NA
EUCTR2020-001492-33-FR,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001492-33,Interest in the administration of Dornase alpha aerosol in ARDS secondary to respiratory infection by the coronavirus SRASCoV-2 / COVID-19 - COVID19-COVIDornase,Hôpital Fondation Adolphe de Rothschild,NA
EUCTR2020-002503-19-NL,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-002503-19,BCG vaccination to Reduce the impact of COVID-19 in healthcare workers following Coronavirus Exposure (BRACE) Trial - BRACE,UMC Utrecht,NA
EUCTR2020-003643-29-GB,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-003643-29,"A Randomized, Double-blind, Placebo-controlled Phase 3 Study to Assess the Efficacy and Safety of Ad26.COV2.S for the Prevention of SARS-CoV-2-mediated COVID-19 in Adults Aged 18 Years and Older 
ENSEMBLE 2 - ENSEMBLE 2",Janssen Vaccines & Prevention B.V.,NA
EUCTR2020-001673-75-GB,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001673-75,"A phase 2/3, randomized, double blind, placebo-controlled study to evaluate the
efficacy and the safety of ABX464 in treating inflammation and preventing COVID-19
associated acute respiratory failure in patients aged = 65 and patients aged =18 with
at least one additional risk factor who are infected with SARS-CoV-2. (the MiR-AGE
study).
",ABIVAX,NA
EUCTR2020-001635-27-FR,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001635-27,"A Phase 2, Randomized, Open-label Clinical Trial comparing the Safety and Efficacy of Hydroxychloroquine, and Standard of Care to a Combination of Masitinib, Isoquercetin, and Standard of Care for the Treatment of Hospitalized Moderate and Severe COVID-19 Patients.",AB Science,NA
EUCTR2020-001614-38-BE,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001614-38,"Covid-19: A randomized, open-label, adaptive, proof-of- concept clinical trial of new antiviral drug candidates against SARS-CoV-2. - Antivirals for COVID-19    DAWN AZITHRO",UZLeuven,NA
EUCTR2020-002037-15-ES,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-002037-15,"Multicenter, randomized, open-label study to evaluate the efficacy and safety of SOC + Sarilumab versus Standard of Care for the Early Treatment of COVID-19-pneumonia in Hospitalized Patients",Cristina Avendaño Sola,NA
EUCTR2020-002728-35-HU,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-002728-35,"An Investigation of the Efficacy and Safety of Favipiravir in COVID-19 Patients with Mild Pneumonia
- An open-label randomized controlled study -
",Hungarian Ministry of Innovation and Technology - Representative: Hecrin Consortium,NA
EUCTR2020-002287-31-ES,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-002287-31,"Prevention of COVID19 infection with hydroxychloroquine in institutionalized older people and nursing home staff. An open, randomized controlled stepped-wedge clinical trial by clusters.
PREVICHARM Study - PREVICHARM",FIMABIS,NA
EUCTR2020-001501-24-IT,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001501-24,PROTECT: A randomized study with Hydroxychloroquine versus observational support for prevention or early phase treatment of Coronavirus disease (COVID-19). - PROTECT,ISTITUTO SCIENTIFICO ROMAGNOLO PER LO STUDIO E LA CURA DEI TUMORI (IRST) S.R.L. IRCCS,NA
EUCTR2020-002283-32-IT,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-002283-32,"Randomized, Double-blind, Multi Centre Phase II, Proof of Concept, Dose Finding Clinical Trial on Ivermectin for the early Treatment of COVID-19 - COVER",OSPEDALE CLASSIFICATO EQUIPARATO SACRO CUORE DON CALABRIA - PRESIDIO OSPEDALIERO ACCREDITATO,NA
EUCTR2020-002574-27-FR,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-002574-27,"A randomized, double-blind, placebo-controlled phase 2a and 2b study to evaluate the safety and efficacy of XAV-19 in patients with COVID-19 induced moderate pneumonia - POLYCOR",Nantes CHU,NA
EUCTR2020-001511-25-ES,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001511-25,Randomized open-blind controlled trial to study the benefit of Colchicine in Patients with COVID-19 - COL-COVID,FFIS,NA
EUCTR2020-001971-33-ES,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001971-33,"Pragmatic study ""CORIVER"": Ivermectin as antiviral treatment for patients infected by SARS-COV2 (COVID-19) - CORIVER",Carmen Hidalgo,NA
EUCTR2020-001290-74-ES,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001290-74,Efficacy and safety of sarilumab in the early treament of hospitalized patients with mild-moderate neumonia and COVID19 infection versus standard of care - SARICOVID,Consorci Parc de Salut Mar (PSMAR),NA
EUCTR2020-001634-36-ES,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001634-36,Randomized open pilot study to evaluate the efficacy of subcutaneous sarilumab in patients with moderate-severe COVID-19 infection.,Rosario García de Vicuña,NA
EUCTR2020-001602-34-FR,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001602-34,COvid-19 and Vitamin D supplementation: a multicenter randomized controlled Trial of high dose versus standard dose vitamin D3 in high-risk COVID-19 patients - CoVitTrial,CHU Angers,NA
EUCTR2020-002449-41-ES,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-002449-41,"Pilot trial on early treatment with hydroxychloroquine in patients with
COVID-19 who do not have hospital admission at diagnosis. - PRE-COVID",ANTONIO ANTELA LOPEZ,NA
EUCTR2020-001854-23-IT,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001854-23,"Cumulative adaptive, multiarm, multistage and multicentre randomized clinical trial with immunotherapy for Moderate COVID-19 - AMMURAVID",SOCIETA' ITALIANA MALATTIE INFETTIVE E TROPICALI,NA
EUCTR2020-001431-27-DE,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001431-27,"Treatment of Sars-CoV2 infections (Covid-19) in patients without or with chronic kidney disease (CKD) with valsartan vs placebo, a three-armed randomized, partly blinded trial",Klinikum St. Georg gGmbH,NA
EUCTR2020-001610-38-DK,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001610-38,Irbesartan and Oseltamivir treatment of COVID-19 infection. - Covid-19 protection trial,Slagelse Sygehus,NA
EUCTR2020-001310-38-DE,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001310-38,"A randomized, prospective, open label clinical trial on the use of convalescent plasma compared to best supportive care in patients with severe COVID-19 - Convalescent Plasma against COVID-19",DRK-Bluspendedienst Baden-Württemberg - Hessen gGmbH,NA
EUCTR2020-001565-37-ES,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001565-37,"PRE-EXPOSURE PROPHYLAXIS WITH HYDROXYCHLOROQUINE FOR HIGH-RISK HEALTHCARE WORKERS DURING THE COVID-19 PANDEMIC (PrEP_COVID): A UNICENTRIC, DOUBLE-BLINDED RANDOMIZED CONTROLLED TRIAL. - PrEP_COVID",ISGlobal,NA
EUCTR2020-001357-52-ES,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001357-52,"Randomized, Controlled, Double-blind Clinical Trial Comparing the Efficacy
and Safety of Chemoprophylaxis With Hydroxychloroquine in Patients Under
Biological Treatment and / or JAK Inhibitors in the Prevention of SARS-CoV-2
Infection. COVID-19",IDIVAL,NA
EUCTR2020-004928-42-HU,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-004928-42,Open-label study to assess the safety of REMdesivir-HU as Eligible Novel therapY for moderate and severe Covid-19 patients,Hungarian Ministry of Innovation and Technology - Representative: Hecrin Consortium,NA
EUCTR2020-002225-29-FR,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-002225-29,Evaluation of the effects of bradykinin antagonists on pulmonary manifestations of COVID-19 infections.,Groupement de Coopération Sanitaire Ramsay Générale de Santé pour l’Enseignement et la Recherche,NA
EUCTR2020-001768-27-FR,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001768-27,"""STUDY OF THE EFFICIENCY OF NORMAL HUMAN IMMUNOGLOBULINS (IVIG) IN PATIENTS AGED 75 YEARS AND OVER COVID-19 WITH SEVERE ACUTE RESPIRATORY FAILURE"" GERONIMO 19
 - GERONIMO19",CH Versailles,NA
EUCTR2020-001605-23-ES,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001605-23,Effectiveness of the combined treatment with hydroxycloroquine and azithromycin vs lopinavir/ritonavir + hydroxycloroquine in hospitalized patients with confirmed COVID-19 infection,Basque Health Service,NA
EUCTR2020-001385-11-ES,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001385-11,Prevention of SARS-CoV-2 (COVID-19) through Pre-Exposure Prophylaxis with Tenofovir disoproxil/Emtricitabine and Hydroxychloroquine in Healthcare Personnel: Randomized Clinical Trial controlled with placebo - EPICOS,Plan Nacional  Sobre SIDA,NA
IRCT20171224038046N1,http://en.irct.ir/trial/28507,The comparison of anti-pneumococcal antibody titer in pneumococcal conjugate 13 valent with polysaccharide 23 valent vaccination versus pneumococcal polysaccharide 23 valent vaccination alone in hemodialysis  patients,Research deputy of Shahid Beheshti Medical Science,NA
IRCT20150303021315N17,http://en.irct.ir/trial/46550,"Evaluation of the safety and efficacy of tocilizumab (AryoGen ?Pharmed Co., Iran) in patients with severe COVID-19?",Aryogen Pharmed,NA
IRCT20200408046987N2,http://en.irct.ir/trial/51007,Determination the therapeutic effect of Ivermectin and Sovodak on patients infected with COVID-19: A clinical trial.,Akam Tejarat Fartak Farasoo,NA
IRCT20140428017469N1,http://en.irct.ir/trial/47989,Short-term Protection for COVID-19 by Oral Polio Vaccine,Petroleum Industry Health Organization,NA
IRCT20200413047063N1,http://en.irct.ir/trial/47156,"Placental Mesenchymal Stem cells for treatment of ARDS in Coronavirus infection, Phase 1 and 2 Clinical Trials",Execution of Imam Khomeini's Order,NA
JPRN-jRCTs071180013,https://jrct.niph.go.jp/latest-detail/jRCTs071180013,Afatinib translational study in patients with EGFR mutation-positive  non-squamous non-small cell lung cancer acquired resistance to osimertinib - ASPEC,Ryo Toyozawa,NA
JPRN-jRCTs031180139,https://jrct.niph.go.jp/latest-detail/jRCTs031180139,JCOG0601: Randomized phase II/III study of R-CHOP versus weekly rituximab plus CHOP for CD20 positive diffuse large B cell lymphoma - NHL-R-CHOP-P2/3,ANDO Kiyoshi,NA
JPRN-jRCTs051190071,https://jrct.niph.go.jp/latest-detail/jRCTs051190071,A phase II trial of ramucirumab plus irinotecan for patients with early relapced gastric cancer after adjuvant docetaxel plus S1 therapy for Stage III - OGSG1901,GOTO Masahiro,NA
JPRN-jRCTs031180213,https://jrct.niph.go.jp/latest-detail/jRCTs031180213,An Analysis of Efficacy of Maintenance Dasatinib for Ph+ALL Patients after Allogeneic Hematopoietic Stem Cell Transplantation: Prospective Phase II trial - KSGCT1601(DASALL II),Onizuka Makoto,NA
JPRN-jRCTs051190017,https://jrct.niph.go.jp/latest-detail/jRCTs051190017,Double blinded randomized placebo controlled trial to examine if intake of 5-aminolevulinic acid supplement can improve clinical symptoms of individuals with Autism Spectrum Disorder - RCT study for the nutritional therapy development of autism spectrum disorder,Matsuzaki Hideo,NA
JPRN-jRCTs011180019,https://jrct.niph.go.jp/latest-detail/jRCTs011180019,"Study for the effect on blood pressure and heart rate fluctuation by switching from DPP-4 inhibitor to SGLT2 inhibitor Luseogliflozin in patients with type 2 diabetes. - multicenter, prospective, randomized, open-label, parallel group, comparison study - - Luseo-ABPM study",Miyoshi Hideaki,NA
JPRN-UMIN000035457,https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000040395,Randomized trial for the prevention of high-output stoma after ileostomy formation - Prevention of High-Output Stoma trial (PHOS trial),Osaka Medical Collage,NA
JPRN-jRCTs031180252,https://jrct.niph.go.jp/latest-detail/jRCTs031180252,RCT of Tri-Modalities with I-125 Brachy Therapy and EBRT and Short or Long Term Hormone Therapy for High-risk Localized Prostate Cancer - TRIP STUDY,NAMIKI Mikio,NA
JPRN-jRCTs051180055,https://jrct.niph.go.jp/latest-detail/jRCTs051180055,Lanthanum Versus Calcium Carbonate for Vascular Abnormalities in Patients With CKD and Hyperphosphatemia - LAVALIER,Sakaguchi Yusuke,NA
JPRN-jRCTs031180257,https://jrct.niph.go.jp/latest-detail/jRCTs031180257,JCOG0203: Rituximab + standard CHOP (R S-CHOP) vs Rituximab + bi-weekly CHOP (R Bi-CHOP) RCT(phase II/III) low-grade B-cell lymphoma at advanced stage - LowBNHL-RS/BiCHOP-P2/3,NAGAI Hirokazu,NA
JPRN-jRCTs041180110,https://jrct.niph.go.jp/latest-detail/jRCTs041180110,Carboplatin plus nab-Paclitaxel versus docetaxel for elderly squamous non-small cell lung cancer - CAPITAL study,Gemma Akihiko,NA
JPRN-jRCTs071180058,https://jrct.niph.go.jp/latest-detail/jRCTs071180058,A phase II continuous clinical trial of  personalized peptide vaccination for cancer patients - A phase II continuous clinical trial of  peptide vaccination for cancer patients,Yutani Shigeru,NA
JPRN-jRCTs021180041,https://jrct.niph.go.jp/latest-detail/jRCTs021180041,The prophylactic effect of Goshajinkigan for Chemotherapy induced peripheral neuropathy (CIPN)  by paclitaxel and carboplatin regimen - The prophylactic effect of Goshajinkigan for CIPN,Yokoyama Yoshihito,NA
JPRN-jRCTs061180042,https://jrct.niph.go.jp/latest-detail/jRCTs061180042,A randomized control trial of Hochuekkito in apathetic patients with chronic obstructive pulmonary disease who receive pulmonary rehabilitation - Hochuekkito trial,Hamada Hironobu,NA
JPRN-jRCTs041190009,https://jrct.niph.go.jp/latest-detail/jRCTs041190009,"Evaluation of Rivaroxaban for Isolated Calf Deep Vein Thrombosis - a Multi-center, Randomized, Open-label, Assessor-blind, Parallel Group, Exploratory Study - ISE CALF DVT study",Ogihara Yoshito,NA
JPRN-jRCTs031180354,https://jrct.niph.go.jp/latest-detail/jRCTs031180354,An interventional single arm study to confirm the safety of the Gastrointestinal hormone Ghrelin against chronic kidney disease patients.,Itoh Hiroshi,NA
JPRN-jRCT1051190028,https://jrct.niph.go.jp/latest-detail/jRCT1051190028,Comparison of postoperative administration between dienogest and ultra low dose estrogen and progesterone tablet for suppressing recurrence of ovarian endometriomas: A randomized study - ENDOMETRIOSIS study,Kimura Tadashi,NA
JPRN-jRCTs061180101,https://jrct.niph.go.jp/latest-detail/jRCTs061180101,Phase I/II clinical trial of HB vacine containing HBsAg and HBcAg for prophylaxis - HepBVac-J2,Hiasa Yoichi,NA
JPRN-jRCTs031180201,https://jrct.niph.go.jp/latest-detail/jRCTs031180201,JCOG1303:Randomized phase III study for unresectable WHO Grade II diffuse astrocytoma with radiotherapy alone or chemoradiotherapy with temozolomide - DARTS(P-III),NARITA Yoshitaka,NA
JPRN-jRCTs051180199,https://jrct.niph.go.jp/latest-detail/jRCTs051180199,S1+ intravenous and intraperitoneal Paclitaxel for pancreatic ductal adenocarcinoma with peritoneal metastasis; Multicenter randomized phase III trial - S1+ intravenous and intraperitoneal Paclitaxel for pancreatic ductal adenocarcinoma with peritoneal metastasis; Multicenter randomized phase III trial,Satoi Sohei,NA
JPRN-jRCTs011190004,https://jrct.niph.go.jp/latest-detail/jRCTs011190004,Clinical trial of dose response using microneedle array containing Japanese encephalitis vaccine in healthy adult individuals,Hiroaki Iwata,NA
JPRN-jRCTs031180183,https://jrct.niph.go.jp/latest-detail/jRCTs031180183,Phase 1 study of Disulfiram and Nivolumab for gastric cancer - Phase 1 study of Disulfiram and Nivolumab for gastric cancer,Shitara Kohei,NA
JPRN-jRCTs031180097,https://jrct.niph.go.jp/latest-detail/jRCTs031180097,"JCOG1105: Randomized phase II study of two induction treatments of melphalan, prednisolone, plus bortezomib, JCOG-MPB versus modified PETHEMA-MPB, in elderly patients or non-elderly patients refusing transplant with untreated symptomatic myeloma - IMPROVE-MPB study",IIDA Shinsuke,NA
JPRN-jRCTs041190022,https://jrct.niph.go.jp/latest-detail/jRCTs041190022,Multicenter randomized controlled trial to study the efficacy of multidonor fecal microbiota transplantation for Crohn's disease,Ohmiya Naoki,NA
JPRN-jRCTs031190125,https://jrct.niph.go.jp/latest-detail/jRCTs031190125,Superiority test of icodextrin dialysate for 2.5% glucose dialysate in long-term retention of pediatric peritoneal dialysis.,Hamada Riku,NA
JPRN-jRCT2063190013,https://jrct.niph.go.jp/latest-detail/jRCT2063190013,A phase I/IIa study of Ad-SGE-REIC-NS in patient with recurrent malignant glioma,Date Isao,NA
JPRN-jRCTc031190101,https://jrct.niph.go.jp/latest-detail/jRCTc031190101,A clinical trial on the efficacy of combination therapy with immune-cell therapy(Alpha beta T-cell therapy) and immune check point inhibitor for malignant tumor - Combination therapy with immune-cell therapy and immune check point inhibitor,Takimoto Rishu,NA
JPRN-jRCTs011180027,https://jrct.niph.go.jp/latest-detail/jRCTs011180027,Clinical investigation of Mytomycin intravesical instillation soon after radical nephroureterectomy in patients with upper uriniary tract carcinoma - Mytomycin intravesical instillation after nephroureterectomy,Hori Jun-ichi,NA
JPRN-jRCTs031190031,https://jrct.niph.go.jp/latest-detail/jRCTs031190031,"Efficacy of triple therapy with vonoprazan, amoxicillin, and sitafloxacin as a third-line Helicobacter pylori eradication regimen",Soichiro Sue,NA
JPRN-jRCT2031190020,https://jrct.niph.go.jp/latest-detail/jRCT2031190020,Phase I study of pevonedistat in combination with capecitabine and oxaliplatin (CapeOX) in patients with advanced gastric cancer refractory to platinum - CaPevOX-1,Boku Narikazu,NA
JPRN-jRCTs021180016,https://jrct.niph.go.jp/latest-detail/jRCTs021180016,Phase II study of ramucirumab plus paclitaxel therapy for elderly patients with non-resectable or metastatic gastric cancer (T-CORE1501) - Phase II study of ramucirumab plus paclitaxel therapy for elderly patients with non-resectable or metastatic gastric cancer (T-CORE1501),Ishioka Chikashi,NA
JPRN-jRCTs051180089,https://jrct.niph.go.jp/latest-detail/jRCTs051180089,Study on the Effectiveness of Octreotide Treatment for Chyle Leakage after Neck Dissection - Study on the Effectiveness of Octreotide Treatment for Chyle Leakage after Neck Dissection,yada Mitsue,NA
JPRN-jRCTs031180255,https://jrct.niph.go.jp/latest-detail/jRCTs031180255,JCOG1507: A phase III trial to confirm S-1 adjuvant chemotherapy for pathological stage II/III vulnerable elderly gastric cancer patients who underwent gastric resection - BIRDIE,YOSHIDA Kazuhiro,NA
JPRN-UMIN000038747,https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000044174,Effect of immunotherapy on oncological and patientst reported outcomes in patients with urothelial cancer - Effect of immunotherapy on oncological and patientst reported outcomes in patients with urothelial cancer,Hirosaki Univ.,NA
JPRN-jRCT1041190019,https://jrct.niph.go.jp/latest-detail/jRCT1041190019,A phase II randomized clinical trial to determine the effectiveness of goreisan and saireito for lower limb lymphedema in women treated for gynecologic cancer,Kikkawa Fumitaka,NA
JPRN-jRCT2031190013,https://jrct.niph.go.jp/latest-detail/jRCT2031190013,PHASE III DOUBLE-BLIND RANDOMIZED PLACEBO CONTROLLED TRIAL OF ATEZOLIZUMAB IN COMBINATION WITH PACLITAXEL AND CARBOPLATIN IN WOMEN WITH ADVANCED/RECURRENT ENDOMETRIAL CANCER - AtTEnd,Harano Kenichi,NA
