TrialID,url,Scientific_title,Conditions,study_arm,start_date,control_arm,randomisation,blinding,prospective,source_registry,phase_clean,region_Africa,region_N_America,region_L_America,region_Asia,region_Europe,region_Oceania,multicentre,primary_purpose,sponsor_type,sample_size,vaccine,conventional,traditional,subject_blind,caregiver_blind,investigator_blind,outcome_blind,analyst_blind,Study_design,Bridging_flag,Day_inferred,Date_registration_format,Phase,Public_title,Countries,Primary_sponsor,Interventions
NCT03925051,https://clinicaltrials.gov/show/NCT03925051,"A Randomized, Double-masked, Parallel-group Study, to Compare Pharmacokinetics, Safety and Immunogenicity of CMAB807 Injection Versus Prolia® in Healthy Chinese Male Subjects.",Postmenopausal Osteoporosis,main,2019-07-01T00:00:00Z,Yes,Yes,Yes,Yes,CT.gov,Phase 1,No,No,No,Yes,No,No,No,Treatment,Industry,132,No,Yes,No,Yes,Yes,Yes,Yes,No,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor).",FALSE,FALSE,2019-04-18T00:00:00Z,Phase 1,Phase 1 Study to Compare CMAB807 Injection to Prolia¬¨√Ü in Healthy Volunteers,China,"Shanghai Biomabs Pharmaceutical Co., Ltd.",Drug: Prolia¬¨√Ü;Drug: CMAB807
NCT03925480,https://clinicaltrials.gov/show/NCT03925480,"Preventing Young Infant Infections Using Azithromycin in Labour (PreYIAL): a Blinded, Randomised, Placebo-controlled Trial",Bacterial Infections,main,2019-07-01T00:00:00Z,Yes,Yes,Yes,Yes,CT.gov,Phase 3,No,No,No,No,No,Yes,No,Prevention,Non industry,2110,No,Yes,No,Yes,Yes,Yes,Yes,No,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Prevention. Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor).",FALSE,FALSE,2019-04-04T00:00:00Z,Phase 3,Preventing Young Infant Infections Using Azithromycin in Labour (PreYIAL) Trial,Fiji,Murdoch Childrens Research Institute,Drug: Azithromycin 500 mg Oral Tablet x 4;Drug: Matching Placebo
NCT03925818,https://clinicaltrials.gov/show/NCT03925818,"Twice-a-day PPI, Tetracycline, Metronidazolequadruple Therapy With Pylera® or Lactobacillus Reuteri for Treatment naïve or for Retreatment of H. Pylori: Two Randomized Pilot Studies",Helicobacter Pylori Infection,main,2017-08-29T00:00:00Z,Yes,Yes,No,No,CT.gov,Undefined,No,No,No,No,Yes,No,No,Treatment,Non industry,99,No,Yes,Yes,No,No,No,No,No,Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: None (Open Label).,FALSE,FALSE,2019-04-19T00:00:00Z,N/A,Low Dose Bismuth Versus Lactobacillus Reuteri for H. Pylori Eradication,Italy,Universit‚àö‚Ä† degli Studi di Sassari,Drug: Bismuth Subcitrate Potassium;Dietary Supplement: Gastrus
NCT03926143,https://clinicaltrials.gov/show/NCT03926143,"An Open-label, Multicenter Rollover Study to Provide Continued Treatment With Anetumab Ravtansine for Participants With Solid Tumors Who Were Enrolled in Previous Bayer-sponsored Studies.",Cancer,main,2019-06-03T00:00:00Z,No,Not applicable,No,Yes,CT.gov,Phase 2,No,Yes,No,No,Yes,No,Yes,Treatment,Industry,20,No,Yes,No,No,No,No,No,No,Allocation: N/A. Intervention model: Single Group Assignment. Primary purpose: Treatment. Masking: None (Open Label).,FALSE,FALSE,2019-04-23T00:00:00Z,Phase 2,A Clinical Study of Anetumab Ravtansine in Adults With Solid Tumors Who Have Been Treated in Previous Bayer-sponsored Anetumab Ravtansine Studies,United States;France;Poland;France;Poland;United States;Italy,Bayer,Drug: BAY94-9343 (Anetumab ravtansine)
NCT03926377,https://clinicaltrials.gov/show/NCT03926377,Influence of Dermocorticoids on Bone Mineral Density in Patients With Bullous Pemphigoid,Osteoporosis;Bullous Pemphigoid,main,2019-04-01T00:00:00Z,No,Not applicable,No,No,CT.gov,Phase 4,No,No,No,No,Yes,No,No,Treatment,Non industry,50,No,Yes,No,No,No,No,No,No,Intervention model: Single Group Assignment. Primary purpose: Treatment. Masking: None (Open Label).,FALSE,TRUE,2019-04-15T00:00:00Z,Phase 4,Influence of Dermocorticoids on Bone Mineral Density in Patients With Bullous Pemphigoid,NULL,"Centre Hospitalier Universitaire, Amiens",Procedure: bone densitometry;Biological: blood test;Procedure: radiographs of the thoracic and lumbar spine;Procedure: Clobetasol propionate
NCT03926416,https://clinicaltrials.gov/show/NCT03926416,"A Randomised, Double-Blind, Double-Dummy, Active and Placebo Controlled Phase I Trial of the Safety, Tolerability and Immunogenicity of the CodaVax Influenza Vaccine",Influenza,im,2017-02-21T00:00:00Z,Yes,Yes,Yes,No,CT.gov,Phase 1,No,No,No,No,No,Yes,No,Prevention,Industry,125,Yes,No,No,Yes,Yes,No,No,No,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Prevention. Masking: Double (Participant, Care Provider).",FALSE,FALSE,2019-04-18T00:00:00Z,Phase 1,"Safety Study of Live Attenuated Influenza Vaccine, CodaVax",Australia,"Codagenix, Inc",Biological: CodaVax-H1N1;Biological: Fluzone quadrivalent
NCT03927131,https://clinicaltrials.gov/show/NCT03927131,"Double-blind, Randomized Clinical Trial With Active Controls to Assess Safety, Immunogenicity and Lot-to-lot Consistency of Inactivated Split-virion Quadrivalent Influenza Vaccine of Butantan Institute",Influenza,im,2020-04-15T00:00:00Z,Yes,Yes,Yes,Yes,CT.gov,Phase 3,No,No,Yes,No,No,No,Unreported,Prevention,Non industry,6018,Yes,No,No,Yes,Yes,Yes,Yes,No,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Prevention. Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor).",FALSE,FALSE,2019-04-23T00:00:00Z,Phase 3,Safety and Immunogenicity of the Butantan Quadrivalent Influenza Vaccine,NULL,Butantan Institute,Biological: QIV-IB;Biological: TIVV-IB;Biological: TIVY-IB;Biological: QIV-IB Lot A;Biological: QIV-IB Lot B;Biological: QIV-IB Lot C
NCT03927781,https://clinicaltrials.gov/show/NCT03927781,Perioperative Pregabalin as Part of a Multimodal Treatment Plan for Pain After Ureteroscopy With Stent Placement: a Pilot,"Nephrolithiasis;Urolithiasis;Perioperative/Postoperative Complications;Pain, Postoperative;Pain, Acute;Anesthesia;Urologic Diseases;Anesthesia Morbidity",main,2019-04-01T00:00:00Z,No,Not applicable,No,No,CT.gov,Phase 3,No,Yes,No,No,No,No,No,Treatment,Non industry,10,No,Yes,No,No,No,No,No,No,Intervention model: Single Group Assignment. Primary purpose: Treatment. Masking: None (Open Label).,FALSE,FALSE,2019-04-22T00:00:00Z,Phase 3,Perioperative Pregabalin in Ureteroscopy: a Pilot,United States,University of Missouri-Columbia,Drug: Pregabalin 300mg
NCT03930446,https://clinicaltrials.gov/show/NCT03930446,"Alcohol, Behavior, and Brain Imaging",Alcohol Drinking;Binge Drinking;Drinking Behavior;Substance-Related Disorders;Ethanol;Physiological Effects of Drugs;Central Nervous System Depressants,main,2016-01-01T00:00:00Z,Yes,Yes,Yes,No,CT.gov,Phase 1,No,Yes,No,No,No,No,No,Other,Non industry,80,No,Yes,No,Yes,No,No,Yes,No,"Allocation: Randomized. Intervention model: Crossover Assignment. Primary purpose: Basic Science. Masking: Double (Participant, Outcomes Assessor).",FALSE,FALSE,2019-04-25T00:00:00Z,Early Phase 1,"Alcohol, Behavior, and Brain Imaging",NULL,University of Chicago,Drug: Ethanol;Other: Placebo
NCT03930732,https://clinicaltrials.gov/show/NCT03930732,"A Randomized, Double-blind, Placebo-controlled, Parallel-group, 52-week Pivotal Study to Assess the Efficacy, Safety and Tolerability of Dupilumab in Patients With Moderate-to-severe Chronic Obstructive Pulmonary Disease (COPD) With Type 2 Inflammation",Chronic Obstructive Pulmonary Disease,main,2019-04-15T00:00:00Z,Yes,Yes,Yes,No,CT.gov,Phase 3,No,Yes,Yes,Yes,Yes,No,Yes,Treatment,Industry,924,No,Yes,No,Yes,Yes,Yes,Yes,No,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor).",EUCTR2018-001954-91-BG,FALSE,2019-04-26T00:00:00Z,Phase 3,"Pivotal Study to Assess the Efficacy, Safety and Tolerability of Dupilumab in Patients With Moderate-to-severe COPD With Type 2 Inflammation","United States;Argentina;Bulgaria;Canada;Chile;China;Czechia;Denmark;Finland;Germany;Hungary;Israel;Italy;Japan;Korea, Republic of;Mexico;Poland;Romania;Russian Federation;Slovakia;Spain;Sweden;Turkey;Ukraine;Argentina;Bulgaria;Canada;Chile;China;Czechia;Denmark;Finland;Germany;Hungary;Israel;Italy;Japan;Korea, Republic of;Mexico;Poland;Romania;Russian Federation;Slovakia;Spain;Sweden;Turkey;Ukraine;United States",Sanofi,Drug: Dupilumab SAR231893;Drug: Inhaled Corticosteroid;Drug: Inhaled Long-Acting Beta Agonist;Drug: Inhaled Long-Acting Muscarinic Antagonist;Drug: Placebo
NCT03931135,https://clinicaltrials.gov/show/NCT03931135,Comparison Between Cyclizine and Dexamethasone for Prevention of Nausea and Vomiting After Intrathecal Morphine in Patients Undergoing Cesarean Section,Spinal Anesthetics Causing Adverse Effects in Therapeutic Use,main,2019-09-01T00:00:00Z,Yes,Yes,Yes,Yes,CT.gov,Undefined,Yes,No,No,No,No,No,Unreported,Treatment,Non industry,160,No,Yes,No,Yes,Yes,Yes,Yes,No,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor).",FALSE,FALSE,2019-03-26T00:00:00Z,N/A,Cyclizine Vs. Dexamethasone for Nausea and Vomiting Following Intrathecal Morphine in Cases of Cesarean Section,NULL,Assiut University,Drug: IV Cyclizine versus IV Dexamethasone for prevention of nausea and vomiting after intrathecal morphine in patients undergoing cesarean section
NCT03932253,https://clinicaltrials.gov/show/NCT03932253,"A Phase Ia/Ib Clinical Study to Evaluate the Safety, Pharmacokinetics (PK) and Preliminary Anti-tumor Activity of FCN-159 in Patients With Advanced Melanoma Harboring NRAS-aberrant (Ia) and NRAS-mutant (Ib)",Melanoma,main,2019-03-21T00:00:00Z,No,Not applicable,No,No,CT.gov,Phase 1,No,No,No,Yes,No,No,No,Treatment,Industry,37,No,Yes,No,No,No,No,No,No,Intervention model: Single Group Assignment. Primary purpose: Treatment. Masking: None (Open Label).,FALSE,FALSE,2019-04-25T00:00:00Z,Phase 1,MEK Inhibitor FCN-159 To Treat Advanced Melanoma With NRAS-aberrant (Ia) and NRAS-mutant (Ib),China,"Shanghai Fosun Pharmaceutical Development Co, Ltd.",Drug: FCN-159
NCT03932435,https://clinicaltrials.gov/show/NCT03932435,"A Open-Label, Randomized, 2-sequence, 2-period, Fasted Condition, Single-dose, Per Oral, Cross-over Study to Evaluate the Bioequivalence of Dong-a Bepotastine Besilate Tab (Bepotastine Besilate 10mg) and Twolion Tab (Bepotastine Besilate 10mg) in Healthy Volunteers",Healthy,main,2019-04-23T00:00:00Z,Yes,Yes,No,Yes,CT.gov,Undefined,No,No,No,Yes,No,No,No,Other,Industry,32,No,Yes,No,No,No,No,No,No,Allocation: Randomized. Intervention model: Crossover Assignment. Primary purpose: Basic Science. Masking: None (Open Label).,FALSE,FALSE,2019-04-22T00:00:00Z,N/A,Bioequivalence Test of Dong-a Bepotastine Besilate Tab and Twolion Tab,"Korea, Republic of","Dong-A ST Co., Ltd.",Drug: Fisrt period TWLO_C;Drug: Fisrt period TWLO;Other: Washout period;Drug: Second period TWLO_C;Drug: Second period TWLO
NCT03932669,https://clinicaltrials.gov/show/NCT03932669,Effect of Nilotinib in Cerebellar Ataxia Patients,"Ataxia, Cerebellar",main,2018-11-19T00:00:00Z,No,Not applicable,No,No,CT.gov,Phase 2,No,No,No,Yes,No,No,No,Treatment,Non industry,70,No,Yes,No,No,No,No,No,No,Intervention model: Single Group Assignment. Primary purpose: Treatment. Masking: None (Open Label).,FALSE,FALSE,2019-04-25T00:00:00Z,Phase 2,Effect of Nilotinib in Cerebellar Ataxia Patients,"Korea, Republic of",Seoul National University Hospital,Drug: Nilotinib
NCT03936907,https://clinicaltrials.gov/show/NCT03936907,"A Single-Dose, Randomized, Crossover Study to Compare the Safety, Tolerability and Pharmacokinetics of Medical Grade Cannabis - Orally Disintegrating Tablets (MGC-ODT) With Buccal Sativex®, in Healthy Adult Volunteers",Healthy Subjects,main,2019-04-15T00:00:00Z,Yes,Yes,No,Yes,CT.gov,Phase 1,No,No,No,Yes,No,No,No,Treatment,Industry,16,No,No,Yes,No,No,No,No,No,Allocation: Randomized. Intervention model: Crossover Assignment. Primary purpose: Treatment. Masking: None (Open Label).,FALSE,FALSE,2019-02-12T00:00:00Z,Phase 1,"Comparison of Safety, Tolerability and Pharmacokinetics of Medical Grade Cannabis (MGC) Orally Disintegrating Tablets With Buccal Sativex¬¨√Ü, in Healthy Adult Volunteers",Israel,One World Cannabis Ltd.,Drug: OWCP Orally Disintegrating Tablet;Drug: Sativex
NCT03938272,https://clinicaltrials.gov/show/NCT03938272,An Open-label Single-arm Treatment Extension Study to Evaluate the Long-term Efficacy and Safety of Oxabact for Patients With Primary Hyperoxaluria Who Completed Study OC5-DB-02,"Hyperoxaluria, Primary",main,2019-04-03T00:00:00Z,No,Not applicable,No,No,CT.gov,Phase 3,No,No,No,No,Yes,No,Yes,Treatment,Industry,16,No,Yes,No,No,No,No,No,No,Allocation: N/A. Intervention model: Single Group Assignment. Primary purpose: Treatment. Masking: None (Open Label).,FALSE,FALSE,2019-05-03T00:00:00Z,Phase 3,An Extension Study to Evaluate the Long-term Efficacy and Safety of Oxabact in Patients With Primary Hyperoxaluria,Belgium;Germany;Spain;United Kingdom;Belgium;Germany;Spain;United Kingdom,OxThera,Biological: Oxabact OC5 - Oxalobacter formigenes Strain HC-1
NCT03939975,https://clinicaltrials.gov/show/NCT03939975,A Prospective Study of Anti-PD-1 Inhibitors Therapy in Combination With Incomplete Thermal Ablation in Patients With Advanced Hepatocellular Carcinoma,"Carcinoma, Hepatocellular",main,2019-06-01T00:00:00Z,No,Not applicable,No,Yes,CT.gov,Phase 2,No,No,No,Yes,No,No,No,Treatment,Non industry,50,No,Yes,No,No,No,No,No,No,Intervention model: Single Group Assignment. Primary purpose: Treatment. Masking: None (Open Label).,FALSE,FALSE,2019-04-07T00:00:00Z,Phase 2,Anti-PD-1therapy Combined With Thermal Ablation for Advanced HCC,China,Sun Yat-sen University,Drug: pembrolizumab or nivolumab or JS001
NCT03940807,https://clinicaltrials.gov/show/NCT03940807,Phase III Trial to Assess Impact of Ultra-long Versus Long Down-regulation Protocol on IVF/ICSI Outcomes in Infertile Women Presenting With Adenomyosis.,Adenomyosis,main,2021-01-01T00:00:00Z,Yes,Yes,No,Yes,CT.gov,Phase 3,No,No,No,No,Yes,No,Yes,Treatment,Non industry,674,No,Yes,No,No,No,No,No,No,Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: None (Open Label).,FALSE,TRUE,2019-04-19T00:00:00Z,Phase 3,Impact of Ultra-long Versus Long Down-regulation Protocol on IVF/ICSI in Adenomyosis,France,"University Hospital, Toulouse",Drug: 11.25mg GnRH agonist;Drug: 0.1 mg GnRH agonist;Drug: 25 ¬¨¬µg transdermal oestradiol
NCT03941132,https://clinicaltrials.gov/show/NCT03941132,Clinical Phase II/III Trial of Ustekinumab to Treat Type 1 Diabetes (UST1D2),Type 1 Diabetes Mellitus,main,2019-07-01T00:00:00Z,Yes,Yes,Yes,Yes,CT.gov,Phase 3,No,Yes,No,No,No,No,Yes,Treatment,Non industry,66,No,Yes,No,Yes,Yes,Yes,Yes,No,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor).",FALSE,TRUE,2019-05-03T00:00:00Z,Phase 2/Phase 3,Clinical Phase II/III Trial of Ustekinumab to Treat Type 1 Diabetes (UST1D2),Canada,University of British Columbia,Drug: Ustekinumab;Drug: Placebo
NCT03941561,https://clinicaltrials.gov/show/NCT03941561,Compare S-1 for 9 Months to 1 Year as Adjuvant Chemotherapy in Stage II Gastric Cancer (SMAC),Gastric Cancer,main,2019-01-01T00:00:00Z,Yes,Yes,No,No,CT.gov,Phase 3,No,No,No,Yes,No,No,Yes,Treatment,Non industry,1006,No,Yes,No,No,No,No,No,No,Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: None (Open Label).,FALSE,FALSE,2019-05-06T00:00:00Z,Phase 3,S-1 for 9 Months Versus 1 Year for Stage II Gastric Cancer (SMAC),China,Fudan University,Drug: S-1 for 9 months;Drug: S-1 for 1 year
NCT03941574,https://clinicaltrials.gov/show/NCT03941574,"A Single-arm, Multi-center, Phase ? Clinical Study to Evaluate the HLX10 Monotherapy for the Treatment of Unresectable or Metastatic Microsatellite Instability-high (MSI-H) or Mismatch Repair Deficient (dMMR) Solid Tumors That Failed to Respond to Standard Therapy",MSI-H Solid Malignant Tumor,main,2019-07-15T00:00:00Z,No,Not applicable,No,Yes,CT.gov,Phase 2,No,No,No,Yes,No,No,Yes,Treatment,Industry,60,No,Yes,No,No,No,No,No,No,Intervention model: Single Group Assignment. Primary purpose: Treatment. Masking: None (Open Label).,FALSE,FALSE,2019-04-24T00:00:00Z,Phase 2,A Clinical Study to Evaluate HLX10 Monotherapy for the Treatment of MSI-H or dMMR Solid Tumors That Failed to Respond to Standard Therapy,China,Shanghai Henlius Biotech,Drug: HLX10
NCT03943290,https://clinicaltrials.gov/show/NCT03943290,An Open-Label Extension Study to Evaluate the Long-Term Effects of ACE-083 in Patients With Facioscapulohumeral Muscular Dystrophy (FSHD) Previously Enrolled in Study A083-02 and in Patients With Charcot-Marie Tooth (CMT) Disease Types 1 and X Previously Enrolled in Study A083-03,Facioscapulohumeral Muscular Dystrophy;Charcot-Marie-Tooth Disease,main,2019-05-10T00:00:00Z,Yes,Yes,No,Yes,CT.gov,Phase 2,No,Yes,No,No,Yes,No,Yes,Treatment,Industry,62,No,Yes,No,No,No,No,No,No,Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: None (Open Label).,FALSE,FALSE,2019-04-17T00:00:00Z,Phase 2,Extension Study to Evaluate the Long-Term Effects of ACE-083 in Patients With Facioscapulohumeral Muscular Dystrophy (FSHD) and Charcot-Marie Tooth (CMT) Disease Types 1 and X (CMT1 and CMTX),United States;Canada;Spain;Canada;Spain;United States,"Acceleron Pharma, Inc.",Drug: ACE-083
NCT03943446,https://clinicaltrials.gov/show/NCT03943446,"A Randomized, Double-Blind, Placebo-Controlled, Multicenter, Phase 2a Study to Evaluate the Safety, Tolerability, and Early Proof of Concept of TAK-018 for the Prevention of Postoperative Crohn's Disease Recurrence",Crohn Disease,main,2020-08-04T00:00:00Z,Yes,Yes,Yes,Yes,CT.gov,Phase 2,No,Yes,No,No,Yes,No,Yes,Prevention,Industry,96,No,Yes,No,Yes,No,Yes,No,No,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Prevention. Masking: Double (Participant, Investigator).",EUCTR2019-000886-19-FR,FALSE,2019-05-07T00:00:00Z,Phase 2,TAK-018 for Prevention of the Recurrence of Postoperative Crohn's Disease (CD),United States;Austria;France;Germany;United Kingdom;Austria;France;Germany;United Kingdom;United States;Netherlands,"Millennium Pharmaceuticals, Inc.",Drug: TAK-018;Drug: TAK-018 Placebo
NCT03943576,https://clinicaltrials.gov/show/NCT03943576,Adipose-Derived Stem Cells (ADSCs) Injections for Knee Osteoarthritis,Knee Osteoarthritis,main,2019-12-01T00:00:00Z,Yes,Yes,Yes,Yes,CT.gov,Phase 2,No,No,No,Yes,No,No,No,Treatment,Industry,30,No,Yes,No,Yes,No,No,No,No,Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Single (Participant).,FALSE,FALSE,2019-01-23T00:00:00Z,Phase 1/Phase 2,Allogeneic Adipose Tissue-Derived Mesenchymal Stem Cells (GXCPC1) for Knee Osteoarthritis,Taiwan,"Gwo Xi Stem Cell Applied Technology Co., Ltd.",Drug: GXCPC1;Device: HA
NCT03944577,https://clinicaltrials.gov/show/NCT03944577,Impact of Evolocumab (Repatha) in Cardiac Transplant Patients With Coronary Allograft Vasculopathy,Heart Transplant,main,2019-07-15T00:00:00Z,No,Not applicable,No,Yes,CT.gov,Phase 2,No,Yes,No,No,No,No,No,Treatment,Non industry,40,No,Yes,No,No,No,No,No,No,Allocation: N/A. Intervention model: Single Group Assignment. Primary purpose: Treatment. Masking: None (Open Label).,FALSE,FALSE,2019-04-22T00:00:00Z,Phase 2,Impact of Evolocumab in Cardiac Transplant Patients With CAV,United States,University of Nebraska,Drug: Evolocumab (Repatha)
NCT03944759,https://clinicaltrials.gov/show/NCT03944759,Efficacy of Serratus Anterior Plane Block Using Bupivacaine/Magnesium Sulphate Versus Bupivacaine/Nalbuphine for Mastectomy: a Randomized Double Blinded Comparative Study,Postoperative Pain;Postoperative Complications,main,2019-05-07T00:00:00Z,Yes,Yes,Yes,Yes,CT.gov,Undefined,Yes,No,No,No,No,No,No,Other,Investigator,40,No,Yes,No,Yes,Yes,No,No,No,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Other. Masking: Double (Participant, Care Provider).",FALSE,FALSE,2019-05-06T00:00:00Z,N/A,Efficacy of Serratus Anterior Plane Block Mastectomy,Egypt,doaa rashwan,Procedure: serratus anterior plan block
NCT03944980,https://clinicaltrials.gov/show/NCT03944980,Phase III Clinical Study of PD-1 Monoclonal Antibody-activated Autologous Peripheral Blood T-Lymphocyte (PD1-T) Combined With Docetaxel in the Second-line Treatment of IIIB/IIIC/IV Non-small Cell Lung Cancer,IIIB/IIIC/IV Lung Cancer,main,2019-06-01T00:00:00Z,Yes,Yes,No,Yes,CT.gov,Phase 3,No,No,No,Yes,No,No,Yes,Treatment,Non industry,146,No,Yes,No,No,No,No,No,No,Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: None (Open Label).,FALSE,FALSE,2019-04-28T00:00:00Z,Phase 3,Study of Chemotherapy Combination With Autologous Cell Immunotherapy in the Advanced Lung Cancer,China,Tianjin Medical University Cancer Institute and Hospital,Drug: Docetaxel;Biological: PD1-T cells
NCT03945526,https://clinicaltrials.gov/show/NCT03945526,Effect of Astaxanthin Supplementation on Plasma Malondialdehyde Levels and National Institute of Health Stroke Scale Score of Acute Ischemic Stroke Patients: A Randomized Trial,Cerebral Stroke;Malondialdehyde;Oxidative Stress,main,2010-03-23T00:00:00Z,Yes,Yes,Yes,No,CT.gov,Phase 1,No,No,No,Yes,No,No,No,Treatment,Non industry,24,No,Yes,No,Yes,No,No,No,No,Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Single (Participant).,FALSE,FALSE,2019-05-08T00:00:00Z,Phase 1,Effect of Astaxanthin Supplementation on Plasma Malondialdehyde Levels and NIHSS of Stroke Patients,Indonesia,Indonesia University,Drug: Astaxanthine;Drug: Placebo Oral Tablet
NCT03945825,https://clinicaltrials.gov/show/NCT03945825,"A Phase I Study to Assess the Safety, Reactogenicity and Immunogenicity of Two Quadrivalent Seasonal Influenza Vaccines (Fluzone(R) or Flublok(R)) With or Without One of Two Adjuvants (AF03 or Advax-CpG55.2) in Healthy Adults 18-45 Years of Age",Influenza;Influenza Immunisation,im,2019-06-10T00:00:00Z,Yes,Yes,Yes,Yes,CT.gov,Phase 1,No,Yes,No,No,No,No,Yes,Prevention,Non industry,241,Yes,Yes,No,Yes,No,Yes,No,No,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Prevention. Masking: Double (Participant, Investigator).",FALSE,FALSE,2019-05-09T00:00:00Z,Phase 1,Flublok or Fluzone With Advax-CpG55.2 or AF03,United States,National Institute of Allergy and Infectious Diseases (NIAID),Drug: AF03;Biological: Delta Inulin-CpG55.2;Biological: Influenza Virus Quadrivalent Inactivated Vaccine;Biological: Quadrivalent Recombinant Seasonal Influenza Vaccine
NCT03946722,https://clinicaltrials.gov/show/NCT03946722,Modified Downregulation for Women With Adenomyosis of the Uterus Prior to Frozen-thawed Embryo Transfer.,Adenomyosis,main,2019-10-01T00:00:00Z,Yes,Yes,No,Yes,CT.gov,Phase 4,No,No,No,No,Yes,No,No,Treatment,Non industry,162,No,Yes,No,No,No,No,No,No,Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: None (Open Label).,FALSE,FALSE,2019-05-07T00:00:00Z,Phase 4,Modified Downregulation for Women With Adenomyosis of the Uterus Prior to Frozen-thawed Embryo Transfer.,United Kingdom,"University College, London",Drug: GnRH analogue downregulation;Procedure: Uterine flushing;Other: Patient questionnaire
NCT03947411,https://clinicaltrials.gov/show/NCT03947411,"A Multicenter, Randomized, Open Label, Add-on Study to Assess Efficacy and Safety of Xiyanping Injection in Pediatric Participants With Severe Influenza-Like Symptoms",Severe Influenza,im,2019-03-04T00:00:00Z,Yes,Yes,No,No,CT.gov,Undefined,No,No,No,Yes,No,No,Yes,Treatment,Industry,72,No,Yes,Yes,No,No,No,No,No,Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: None (Open Label).,FALSE,FALSE,2019-05-08T00:00:00Z,N/A,Evaluate the Safety and Efficacy of Xiyanping in Pediatric Participants With Severe Influenza-Like Symptoms,China,Jiangxi Qingfeng Pharmaceutical Co. Ltd.,Drug: Oseltamivir Phosphate;Drug: Xiyanping injection+Oseltamivir Phosphate
NCT03949426,https://clinicaltrials.gov/show/NCT03949426,"A First-in-Human, Randomized, Double-blind, Placebo-controlled, Sequential Parallel Group, Single Ascending Dose Study in Healthy Participants to Evaluate the Safety, Tolerability and Pharmacokinetics of KPG-818",Systemic Lupus Erythematosus,main,2019-05-01T00:00:00Z,Yes,Yes,Yes,No,CT.gov,Phase 1,No,Yes,No,No,No,No,No,Treatment,Industry,40,No,Yes,No,Yes,Yes,Yes,No,No,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Triple (Participant, Care Provider, Investigator).",FALSE,FALSE,2019-05-08T00:00:00Z,Phase 1,"Safety, Tolerability and Pharmacokinetics of KPG-818 in Healthy Subjects",United States,"Kangpu Biopharmaceuticals, Ltd.",Drug: KPG-818
NCT03953599,https://clinicaltrials.gov/show/NCT03953599,CD19-STAR-T for Patients With B Cell Malignancies,B Cell Malignancy,main,2019-07-01T00:00:00Z,No,Not applicable,No,Yes,CT.gov,Phase 1,No,No,No,Yes,No,No,No,Treatment,Non industry,18,No,Yes,No,No,No,No,No,No,Allocation: N/A. Intervention model: Single Group Assignment. Primary purpose: Treatment. Masking: None (Open Label).,FALSE,FALSE,2019-05-15T00:00:00Z,Phase 1,CD19-Synthetic T Cell Antigen Receptor(STAR)-T in B-cell Malignancies Patients,China,Hebei Yanda Ludaopei Hospital,Biological: CD19-STAR-T cells
